lake,timestamp,download_timestamp,ph,temperature,dissolved_ammonia,cod,bod,dissolved_oxygen,turbidity,conductivity,chloride,nitrate,toc,level,level_2
Varthur Lake,2023-08-28 21:30:00,2023-08-29 02:30:00,8.2,27.1,0.06,503.17,108.85,0.83,34.78,1331.0,231.92,20.2,395.92,1.29,
Bellandhur Lake,2023-08-28 21:30:00,2023-08-29 02:30:00,6.29,29.1,162.3,1083.9,267.28,0.75,110.44,937.0,159.08,22.1,2192.78,1.3,
Agara Lake,2023-08-28 17:00:00,2023-08-29 02:30:00,8.02,28.2,1.97,127.38,25.75,4.77,55.88,721.57,17.83,16.56,122.98,2.41,
Varthur Lake,2023-08-28 22:30:00,2023-08-29 03:30:00,7.72,27.7,0.31,514.64,111.1,0.79,35.23,1331.0,237.21,20.52,400.17,1.29,
Bellandhur Lake,2023-08-28 22:30:00,2023-08-29 03:30:00,6.28,28.7,167.64,694.83,178.23,0.75,43.74,1127.0,94.35,22.33,1244.92,1.3,
Agara Lake,2023-08-28 17:00:00,2023-08-29 03:30:00,8.02,28.2,1.97,127.38,25.75,4.77,55.88,721.57,17.83,16.56,122.98,2.41,
Varthur Lake,2023-08-28 23:30:00,2023-08-29 04:30:00,7.32,27.7,0.33,526.93,112.21,0.79,34.29,1332.0,243.38,22.16,404.45,1.29,
Bellandhur Lake,2023-08-28 23:30:00,2023-08-29 04:30:00,6.31,28.4,158.49,767.1,197.25,0.75,43.69,1148.0,94.28,22.31,1439.78,1.3,
Agara Lake,2023-08-28 17:00:00,2023-08-29 04:30:00,8.02,28.2,1.97,127.38,25.75,4.77,55.88,721.57,17.83,16.56,122.98,2.41,
Varthur Lake,2023-08-29 00:30:00,2023-08-29 05:30:00,7.28,27.6,0.41,552.33,119.1,0.79,33.89,1332.0,254.1,20.7,419.21,1.29,
Bellandhur Lake,2023-08-29 00:30:00,2023-08-29 05:30:00,6.29,28.1,175.22,638.99,170.4,0.76,44.47,1180.0,95.45,22.41,1111.56,1.3,
Agara Lake,2023-08-28 17:00:00,2023-08-29 05:30:00,8.02,28.2,1.97,127.38,25.75,4.77,55.88,721.57,17.83,16.56,122.98,2.41,
Varthur Lake,2023-08-29 01:30:00,2023-08-29 06:30:00,7.26,27.5,0.45,538.28,113.86,0.79,33.68,1332.0,247.77,19.92,414.99,1.29,
Bellandhur Lake,2023-08-29 01:30:00,2023-08-29 06:30:00,6.28,27.9,180.51,628.12,165.3,0.76,45.81,1196.0,96.18,22.41,1079.99,1.3,
Agara Lake,2023-08-28 17:00:00,2023-08-29 06:30:00,8.02,28.2,1.97,127.38,25.75,4.77,55.88,721.57,17.83,16.56,122.98,2.41,
Varthur Lake,2023-08-29 02:30:00,2023-08-29 07:30:00,7.29,27.4,0.51,672.56,163.2,0.79,29.59,1332.0,303.62,11.08,480.75,1.29,
Bellandhur Lake,2023-08-29 02:30:00,2023-08-29 07:30:00,6.26,27.6,186.36,654.32,171.61,0.76,58.57,1218.0,107.19,22.42,1106.34,1.3,
Agara Lake,2023-08-28 17:00:00,2023-08-29 07:30:00,8.02,28.2,1.97,127.38,25.75,4.77,55.88,721.57,17.83,16.56,122.98,2.41,
Varthur Lake,2023-08-29 03:30:00,2023-08-29 08:30:00,7.3,27.2,0.59,692.94,162.4,0.79,28.05,1331.0,313.93,12.8,489.62,1.29,
Bellandhur Lake,2023-08-29 03:30:00,2023-08-29 08:30:00,6.19,27.5,185.57,608.18,162.22,0.77,51.89,1236.0,102.03,22.41,997.82,1.3,
Agara Lake,2023-08-28 17:00:00,2023-08-29 08:30:00,8.02,28.2,1.97,127.38,25.75,4.77,55.88,721.57,17.83,16.56,122.98,2.41,
Varthur Lake,2023-08-29 04:30:00,2023-08-29 09:30:00,7.4,27.0,0.59,592.24,137.56,0.79,32.11,1331.0,268.46,12.98,446.97,1.29,
Bellandhur Lake,2023-08-29 04:30:00,2023-08-29 09:30:00,6.19,27.4,189.81,593.06,162.76,0.77,50.66,1225.0,100.75,22.44,958.11,1.3,
Agara Lake,2023-08-28 17:00:00,2023-08-29 09:30:00,8.02,28.2,1.97,127.38,25.75,4.77,55.88,721.57,17.83,16.56,122.98,2.41,
Varthur Lake,2023-08-29 05:30:00,2023-08-29 10:30:00,8.23,25.1,0.09,532.34,121.11,2.09,34.44,1330.0,243.1,16.35,416.19,1.29,
Bellandhur Lake,2023-08-29 05:30:00,2023-08-29 10:30:00,6.23,27.2,182.14,-,-,0.77,-,1252.0,-,-,-,1.3,
Agara Lake,2023-08-28 17:00:00,2023-08-29 10:30:00,8.02,28.2,1.97,127.38,25.75,4.77,55.88,721.57,17.83,16.56,122.98,2.41,
Varthur Lake,2023-08-29 06:30:00,2023-08-29 11:30:00,6.64,24.5,0.02,509.08,112.35,8.92,34.85,1331.0,234.05,19.51,400.14,1.29,
Bellandhur Lake,2023-08-29 06:30:00,2023-08-29 11:30:00,6.26,27.2,179.38,-,-,0.77,-,1266.0,-,-,-,1.3,
Agara Lake,2023-08-28 17:00:00,2023-08-29 11:30:00,8.02,28.2,1.97,127.38,25.75,4.77,55.88,721.57,17.83,16.56,122.98,2.41,
Varthur Lake,2023-08-29 07:30:00,2023-08-29 12:30:00,5.64,24.3,0.22,504.98,111.87,8.73,34.52,1331.0,231.88,19.07,399.02,1.29,
Bellandhur Lake,2023-08-29 07:30:00,2023-08-29 12:30:00,6.32,27.5,175.73,-,-,0.77,-,1337.0,-,-,-,1.3,
Agara Lake,2023-08-28 17:00:00,2023-08-29 12:30:00,8.02,28.2,1.97,127.38,25.75,4.77,55.88,721.57,17.83,16.56,122.98,2.41,
Varthur Lake,2023-08-29 08:30:00,2023-08-29 13:30:00,4.35,24.4,0.28,365.22,77.67,9.48,32.65,1332.0,159.36,0.0,389.48,1.29,
Bellandhur Lake,2023-08-29 08:30:00,2023-08-29 13:30:00,6.38,27.3,155.44,1712.96,-,0.77,80.82,1352.0,126.33,-,4223.58,1.3,
Agara Lake,2023-08-28 17:00:00,2023-08-29 13:30:00,8.02,28.2,1.97,127.38,25.75,4.77,55.88,721.57,17.83,16.56,122.98,2.41,
Varthur Lake,2023-08-29 09:30:00,2023-08-29 14:30:00,4.01,25.5,0.62,491.63,116.24,9.79,36.51,1331.0,224.87,24.21,395.54,1.29,
Bellandhur Lake,2023-08-29 09:30:00,2023-08-29 14:30:00,6.4,27.2,158.76,1781.15,-,0.77,57.01,1268.0,110.36,-,4386.72,1.3,
Agara Lake,2023-08-28 17:00:00,2023-08-29 14:30:00,8.02,28.2,1.97,127.38,25.75,4.77,55.88,721.57,17.83,16.56,122.98,2.41,
Varthur Lake,2023-08-29 10:30:00,2023-08-29 15:30:00,4.02,26.3,1.06,522.35,118.2,9.57,35.92,1331.0,239.91,28.0,409.68,1.29,
Bellandhur Lake,2023-08-29 10:30:00,2023-08-29 15:30:00,6.42,27.1,164.35,-,-,0.77,-,1285.0,-,-,-,1.3,
Agara Lake,2023-08-29 10:30:00,2023-08-29 15:30:00,8.05,26.8,1.63,126.29,25.52,4.95,55.37,717.18,17.68,16.42,122.33,2.41,
Varthur Lake,2023-08-29 11:30:00,2023-08-29 16:30:00,4.75,27.0,0.82,520.97,115.44,6.94,34.35,1331.0,239.67,23.98,407.1,1.29,
Bellandhur Lake,2023-08-29 11:30:00,2023-08-29 16:30:00,6.41,27.1,171.49,-,-,0.77,-,1307.0,-,-,-,1.3,
Agara Lake,2023-08-29 11:30:00,2023-08-29 16:30:00,8.04,27.3,1.72,124.77,25.18,5.48,54.64,715.32,17.47,16.22,121.34,2.41,
Varthur Lake,2023-08-29 12:30:00,2023-08-29 17:30:00,7.98,26.6,0.26,502.95,114.42,1.2,35.5,1332.0,230.93,21.68,395.01,1.29,
Bellandhur Lake,2023-08-29 12:30:00,2023-08-29 17:30:00,6.34,27.0,177.22,-,-,0.77,-,1185.0,-,-,-,1.3,
Agara Lake,2023-08-29 12:30:00,2023-08-29 17:30:00,8.04,27.6,1.76,123.25,24.88,5.44,54.0,715.62,17.26,16.02,120.3,2.41,
Varthur Lake,2023-08-29 13:30:00,2023-08-29 18:30:00,7.59,28.4,0.29,529.98,118.01,0.8,33.68,1334.0,244.32,23.37,404.49,1.29,
Bellandhur Lake,2023-08-29 13:30:00,2023-08-29 18:30:00,6.33,27.6,194.49,1807.76,-,0.76,17.85,1212.0,65.92,-,4372.26,1.3,
Agara Lake,2023-08-29 13:30:00,2023-08-29 18:30:00,8.03,27.9,1.76,122.83,24.8,5.22,53.81,718.07,17.2,15.97,120.02,2.41,
Varthur Lake,2023-08-29 14:00:00,2023-08-29 19:30:00,7.37,28.7,0.34,539.04,116.21,0.79,33.05,1335.0,249.24,24.6,406.46,1.29,
Bellandhur Lake,2023-08-29 14:00:00,2023-08-29 19:30:00,6.34,27.8,198.74,-,-,0.76,-,1151.0,-,-,-,1.3,
Agara Lake,2023-08-29 14:15:00,2023-08-29 19:30:00,8.03,28.1,1.83,122.04,24.63,6.12,53.46,714.96,17.09,15.86,119.53,2.41,
Varthur Lake,2023-08-29 14:15:00,2023-08-29 20:30:00,7.41,28.8,0.41,543.8,116.59,0.79,32.6,1335.0,251.86,25.4,407.24,1.29,
Bellandhur Lake,2023-08-29 15:30:00,2023-08-29 20:30:00,6.31,28.5,191.54,682.17,183.18,0.76,52.62,1253.0,103.06,22.34,1161.37,1.3,
Agara Lake,2023-08-29 15:15:00,2023-08-29 20:30:00,8.03,27.6,1.77,122.8,24.81,4.68,53.83,717.23,17.19,15.96,119.98,2.41,
Varthur Lake,2023-08-29 16:15:00,2023-08-29 21:30:00,7.38,28.9,0.39,536.78,113.62,0.78,32.81,1336.0,248.3,23.51,408.3,1.29,
Bellandhur Lake,2023-08-29 16:30:00,2023-08-29 21:30:00,6.25,29.0,192.26,732.45,188.42,0.75,59.38,1262.0,107.51,22.4,1288.27,1.3,
Agara Lake,2023-08-29 16:30:00,2023-08-29 21:30:00,8.03,27.3,1.75,118.8,23.99,4.27,52.06,718.81,16.63,15.44,117.37,2.41,
Varthur Lake,2023-08-29 15:45:00,2023-08-29 22:30:00,7.49,28.9,0.45,533.43,111.97,0.79,34.44,1336.0,247.01,24.56,404.85,1.29,
Bellandhur Lake,2023-08-29 17:30:00,2023-08-29 22:30:00,6.24,29.1,189.16,649.32,170.75,0.75,61.29,1185.0,109.0,22.42,1066.2,1.3,
Agara Lake,2023-08-29 13:45:00,2023-08-29 22:30:00,8.03,27.8,1.78,122.81,24.79,5.21,53.8,716.43,17.19,15.97,120.03,2.41,
Varthur Lake,2023-08-29 18:15:00,2023-08-29 23:30:00,7.33,28.4,0.34,512.88,116.56,0.78,34.61,1336.0,235.26,20.28,401.22,1.29,
Bellandhur Lake,2023-08-29 18:30:00,2023-08-29 23:30:00,6.23,29.1,190.96,714.08,186.32,0.74,60.63,1242.0,108.74,22.35,1245.72,1.3,
Agara Lake,2023-08-29 13:45:00,2023-08-29 23:30:00,8.03,27.8,1.78,122.81,24.79,5.21,53.8,716.43,17.19,15.97,120.03,2.41,
Varthur Lake,2023-08-29 19:15:00,2023-08-30 00:30:00,7.37,28.0,0.5,525.94,111.26,0.79,34.1,1336.0,243.16,23.05,403.12,1.29,
Bellandhur Lake,2023-08-29 19:30:00,2023-08-30 00:30:00,6.25,28.8,183.12,615.84,168.13,0.75,50.11,1213.0,100.71,22.4,998.0,1.3,
Agara Lake,2023-08-29 13:45:00,2023-08-30 00:30:00,8.03,27.8,1.78,122.81,24.79,5.21,53.8,716.43,17.19,15.97,120.03,2.41,
Varthur Lake,2023-08-29,2023-08-30 01:30:00,7.38,27.7,0.44,521.11,111.93,0.79,35.33,1336.0,240.59,22.37,402.12,1.29,20:15:00
Bellandhur Lake,2023-08-29,2023-08-30 01:30:00,6.23,28.7,199.86,676.21,182.9,0.75,47.21,1236.0,97.84,22.41,1193.63,1.3,20:30:00
Agara Lake,2023-08-29 13:45:00,2023-08-30 01:30:00,8.03,27.8,1.78,122.81,24.79,5.21,53.8,716.43,17.19,15.97,120.03,2.41,
Varthur Lake,2023-08-29 21:15:00,2023-08-30 02:30:00,7.4,27.6,0.47,513.65,110.82,0.79,34.67,1337.0,236.97,21.59,398.96,1.29,
Bellandhur Lake,2023-08-29 21:30:00,2023-08-30 02:30:00,6.24,28.5,197.88,643.24,173.83,0.75,53.12,1216.0,103.4,22.41,1082.05,1.3,
Agara Lake,2023-08-29 13:45:00,2023-08-30 02:30:00,8.03,27.8,1.78,122.81,24.79,5.21,53.8,716.43,17.19,15.97,120.03,2.41,
Varthur Lake,2023-08-29 22:30:00,2023-08-30 03:30:00,7.61,27.1,0.3,527.99,115.3,0.86,34.23,1336.0,243.73,22.03,404.69,1.29,
Bellandhur Lake,2023-08-29 22:30:00,2023-08-30 03:30:00,6.27,28.2,192.07,659.43,176.04,0.76,54.27,1195.0,104.7,22.41,1121.53,1.3,
Agara Lake,2023-08-29 13:45:00,2023-08-30 03:30:00,8.03,27.8,1.78,122.81,24.79,5.21,53.8,716.43,17.19,15.97,120.03,2.41,
Varthur Lake,2023-08-29 23:15:00,2023-08-30 04:30:00,7.57,27.2,0.4,542.55,117.21,0.82,34.92,1336.0,250.37,22.62,410.79,1.29,
Bellandhur Lake,2023-08-29 23:30:00,2023-08-30 04:30:00,6.27,27.9,198.34,660.35,173.97,0.76,50.19,1202.0,99.84,22.39,1140.21,1.3,
Agara Lake,2023-08-29 13:45:00,2023-08-30 04:30:00,8.03,27.8,1.78,122.81,24.79,5.21,53.8,716.43,17.19,15.97,120.03,2.41,
Varthur Lake,2023-08-30 00:15:00,2023-08-30 05:30:00,7.28,27.2,0.4,549.01,118.82,0.79,32.9,1337.0,253.25,22.72,413.74,1.29,
Bellandhur Lake,2023-08-30 00:30:00,2023-08-30 05:30:00,6.27,27.6,199.41,672.11,181.46,0.76,55.25,1207.0,104.95,22.44,1156.43,1.3,
Agara Lake,2023-08-29 13:45:00,2023-08-30 05:30:00,8.03,27.8,1.78,122.81,24.79,5.21,53.8,716.43,17.19,15.97,120.03,2.41,
Varthur Lake,2023-08-30 01:15:00,2023-08-30 06:30:00,7.27,27.2,0.45,557.94,122.35,0.79,33.29,1336.0,256.25,20.24,422.46,1.29,
Bellandhur Lake,2023-08-30 01:30:00,2023-08-30 06:30:00,6.27,27.4,198.66,622.27,166.24,0.77,51.25,1187.0,101.29,22.38,1038.81,1.3,
Agara Lake,2023-08-29 13:45:00,2023-08-30 06:30:00,8.03,27.8,1.78,122.81,24.79,5.21,53.8,716.43,17.19,15.97,120.03,2.41,
Varthur Lake,2023-08-30 02:30:00,2023-08-30 07:30:00,7.25,27.1,0.53,556.71,119.71,0.79,33.96,1336.0,256.25,20.63,422.43,1.29,
Bellandhur Lake,2023-08-30 02:30:00,2023-08-30 07:30:00,6.27,27.2,189.17,635.42,168.78,0.77,55.21,1167.0,104.66,22.44,1064.0,1.3,
Agara Lake,2023-08-29 13:45:00,2023-08-30 07:30:00,8.03,27.8,1.78,122.81,24.79,5.21,53.8,716.43,17.19,15.97,120.03,2.41,
Varthur Lake,2023-08-30 03:15:00,2023-08-30 08:30:00,7.25,27.0,0.62,641.14,139.16,0.79,29.82,1335.0,293.15,19.07,465.04,1.29,
Bellandhur Lake,2023-08-30 03:30:00,2023-08-30 08:30:00,6.24,27.1,187.26,686.74,179.39,0.77,55.62,1171.0,104.57,22.41,1199.07,1.3,
Agara Lake,2023-08-29 13:45:00,2023-08-30 08:30:00,8.03,27.8,1.78,122.81,24.79,5.21,53.8,716.43,17.19,15.97,120.03,2.41,
Varthur Lake,2023-08-30 04:15:00,2023-08-30 09:30:00,7.32,27.0,0.64,600.01,139.71,0.79,31.33,1336.0,272.04,13.67,450.54,1.29,
Bellandhur Lake,2023-08-30 04:30:00,2023-08-30 09:30:00,6.21,27.0,181.75,651.54,170.51,0.77,50.01,1170.0,99.95,22.38,1102.88,1.3,
Agara Lake,2023-08-29 13:45:00,2023-08-30 09:30:00,8.03,27.8,1.78,122.81,24.79,5.21,53.8,716.43,17.19,15.97,120.03,2.41,
Varthur Lake,2023-08-30 05:15:00,2023-08-30 10:30:00,7.68,26.5,0.47,551.76,124.0,0.85,32.97,1335.0,251.73,16.65,425.87,1.29,
Bellandhur Lake,2023-08-30 05:30:00,2023-08-30 10:30:00,6.24,26.8,188.91,1088.91,284.94,0.78,99.15,1193.0,143.45,22.06,2206.8,1.3,
Agara Lake,2023-08-29 13:45:00,2023-08-30 10:30:00,8.03,27.8,1.78,122.81,24.79,5.21,53.8,716.43,17.19,15.97,120.03,2.41,
Varthur Lake,2023-08-30 06:15:00,2023-08-30 11:30:00,7.38,24.8,0.36,553.7,124.77,7.17,34.45,1335.0,254.18,20.96,423.45,1.29,
Bellandhur Lake,2023-08-30 06:30:00,2023-08-30 11:30:00,6.23,26.8,190.59,-,-,0.78,-,1195.0,-,-,3546.24,1.3,
Agara Lake,2023-08-29 13:45:00,2023-08-30 11:30:00,8.03,27.8,1.78,122.81,24.79,5.21,53.8,716.43,17.19,15.97,120.03,2.41,
Varthur Lake,2023-08-30 07:15:00,2023-08-30 12:30:00,4.98,25.5,0.04,528.71,119.71,8.95,36.35,1336.0,242.98,21.29,407.02,1.29,
Bellandhur Lake,2023-08-30 07:30:00,2023-08-30 12:30:00,6.25,26.9,188.71,-,-,0.77,-,1227.0,-,-,-,1.3,
Agara Lake,2023-08-29 13:45:00,2023-08-30 12:30:00,8.03,27.8,1.78,122.81,24.79,5.21,53.8,716.43,17.19,15.97,120.03,2.41,
Varthur Lake,2023-08-30 08:15:00,2023-08-30 13:30:00,4.26,24.8,0.11,531.25,118.88,9.18,35.5,1335.0,243.67,18.59,411.86,1.29,
Bellandhur Lake,2023-08-30 08:30:00,2023-08-30 13:30:00,6.3,27.2,188.79,-,-,0.77,-,1287.0,-,-,-,1.3,
Agara Lake,2023-08-29 13:45:00,2023-08-30 13:30:00,8.03,27.8,1.78,122.81,24.79,5.21,53.8,716.43,17.19,15.97,120.03,2.41,
Varthur Lake,2023-08-30 09:15:00,2023-08-30 14:30:00,4.07,25.0,0.27,562.58,124.14,9.59,34.33,1336.0,257.87,21.1,429.03,1.29,
Bellandhur Lake,2023-08-30 09:30:00,2023-08-30 14:30:00,6.35,27.3,172.9,-,-,0.77,-,1311.0,-,-,-,1.3,
Agara Lake,2023-08-29 13:45:00,2023-08-30 14:30:00,8.03,27.8,1.78,122.81,24.79,5.21,53.8,716.43,17.19,15.97,120.03,2.41,
Varthur Lake,2023-08-30 10:15:00,2023-08-30 15:30:00,4.1,26.8,0.47,566.12,127.15,9.38,34.41,1336.0,259.79,21.03,426.19,1.29,
Bellandhur Lake,2023-08-30 10:30:00,2023-08-30 15:30:00,6.36,27.3,175.18,-,-,0.77,-,1278.0,-,-,-,1.3,
Agara Lake,2023-08-30 10:30:00,2023-08-30 15:30:00,8.01,27.1,1.88,136.34,27.57,5.95,59.83,705.24,19.09,17.72,128.93,2.4,
Varthur Lake,2023-08-30 11:15:00,2023-08-30 16:30:00,6.55,27.3,0.43,549.63,123.35,5.35,35.12,1337.0,253.08,22.32,414.07,1.29,
Bellandhur Lake,2023-08-30 11:30:00,2023-08-30 16:30:00,6.37,27.2,181.12,-,-,0.77,-,1253.0,-,-,-,1.3,
Agara Lake,2023-08-30 11:30:00,2023-08-30 16:30:00,8.01,27.4,1.94,139.32,28.19,5.97,61.17,706.16,19.51,18.11,130.8,2.4,
Varthur Lake,2023-08-30 12:15:00,2023-08-30 17:30:00,7.51,27.9,0.3,541.07,122.79,0.85,35.92,1338.0,248.41,20.54,411.73,1.29,
Bellandhur Lake,2023-08-30 12:30:00,2023-08-30 17:30:00,6.35,27.4,184.19,-,-,0.77,-,1197.0,-,-,-,1.3,
Agara Lake,2023-08-30 12:30:00,2023-08-30 17:30:00,8.01,27.9,2.08,140.91,28.49,7.7,61.81,701.83,19.73,18.32,131.93,2.4,
Varthur Lake,2023-08-30 13:15:00,2023-08-30 18:30:00,7.19,28.5,0.44,573.63,127.4,0.78,33.36,1341.0,263.77,21.79,426.65,1.29,
Bellandhur Lake,2023-08-30 13:30:00,2023-08-30 18:30:00,6.35,27.9,192.93,-,-,0.76,-,1111.0,-,-,-,1.3,
Agara Lake,2023-08-30 13:30:00,2023-08-30 18:30:00,8.01,28.3,2.1,125.95,25.46,7.95,55.24,701.9,17.63,16.37,122.08,2.4,
Varthur Lake,2023-08-30 14:15:00,2023-08-30 19:30:00,7.23,28.8,0.42,547.34,128.63,0.78,33.88,1342.0,249.34,17.46,420.87,1.29,
Bellandhur Lake,2023-08-30 14:30:00,2023-08-30 19:30:00,6.35,28.6,204.59,-,-,0.75,-,1232.0,-,-,-,1.3,
Agara Lake,2023-08-30 14:30:00,2023-08-30 19:30:00,8.01,28.3,2.11,127.55,25.77,7.51,55.92,700.08,17.86,16.58,123.16,2.4,
Varthur Lake,2023-08-30 15:15:00,2023-08-30 20:30:00,7.22,29.2,0.46,559.19,121.38,0.78,32.3,1342.0,257.09,20.98,423.43,1.29,
Bellandhur Lake,2023-08-30 15:30:00,2023-08-30 20:30:00,6.28,29.0,209.84,-,-,0.75,-,1262.0,-,-,-,1.3,
Agara Lake,2023-08-30 15:30:00,2023-08-30 20:30:00,7.99,28.7,2.17,126.71,25.62,6.54,55.59,700.38,17.74,16.47,122.57,2.4,
Varthur Lake,2023-08-30 16:15:00,2023-08-30 21:30:00,7.21,29.4,0.58,588.62,121.31,0.77,30.66,1342.0,271.73,22.13,435.13,1.29,
Bellandhur Lake,2023-08-30 16:30:00,2023-08-30 21:30:00,6.2,29.4,217.27,688.82,176.17,0.74,65.75,1249.0,113.07,22.42,1145.94,1.3,
Agara Lake,2023-08-30 15:30:00,2023-08-30 21:30:00,7.99,28.7,2.17,126.71,25.62,6.54,55.59,700.38,17.74,16.47,122.57,2.4,
Varthur Lake,2023-08-30 17:15:00,2023-08-30 22:30:00,7.3,29.5,0.6,596.51,121.63,0.78,29.16,1343.0,275.28,22.08,438.97,1.29,
Bellandhur Lake,2023-08-30 17:30:00,2023-08-30 22:30:00,6.18,29.5,215.24,708.36,183.9,0.74,62.51,1185.0,110.57,22.43,1223.85,1.3,
Agara Lake,2023-08-30 15:30:00,2023-08-30 22:30:00,7.99,28.7,2.17,126.71,25.62,6.54,55.59,700.38,17.74,16.47,122.57,2.4,
Varthur Lake,2023-08-30 18:15:00,2023-08-30 23:30:00,7.35,29.2,0.61,583.34,121.87,0.78,30.67,1343.0,268.45,20.28,435.99,1.29,
Bellandhur Lake,2023-08-30 18:30:00,2023-08-30 23:30:00,6.19,29.7,197.93,685.6,180.95,0.74,58.96,1141.0,107.45,22.37,1187.5,1.3,
Agara Lake,2023-08-30 15:30:00,2023-08-30 23:30:00,7.99,28.7,2.17,126.71,25.62,6.54,55.59,700.38,17.74,16.47,122.57,2.4,
Varthur Lake,2023-08-30 19:15:00,2023-08-31 00:30:00,7.39,28.8,0.48,570.29,118.37,0.78,31.53,1342.0,262.55,19.37,430.78,1.29,
Bellandhur Lake,2023-08-30 19:30:00,2023-08-31 00:30:00,6.22,29.6,192.24,696.54,184.01,0.74,54.74,1175.0,104.39,22.36,1216.84,1.3,
Agara Lake,2023-08-30 15:30:00,2023-08-31 00:30:00,7.99,28.7,2.17,126.71,25.62,6.54,55.59,700.38,17.74,16.47,122.57,2.4,
Varthur Lake,2023-08-30,2023-08-31 01:30:00,7.38,28.4,0.43,568.47,120.9,0.79,32.79,1341.0,260.81,18.19,432.56,1.29,20:15:00
Bellandhur Lake,2023-08-30,2023-08-31 01:30:00,6.24,29.3,190.3,637.43,171.94,0.75,50.15,1218.0,101.08,22.43,1070.82,1.3,20:30:00
Agara Lake,2023-08-30 15:30:00,2023-08-31 01:30:00,7.99,28.7,2.17,126.71,25.62,6.54,55.59,700.38,17.74,16.47,122.57,2.4,
Varthur Lake,2023-08-30 21:15:00,2023-08-31 02:30:00,7.31,28.1,0.43,567.74,121.22,0.78,33.44,1343.0,260.76,18.8,431.16,1.29,
Bellandhur Lake,2023-08-30 21:30:00,2023-08-31 02:30:00,6.23,29.0,210.03,685.43,187.99,0.75,51.34,1168.0,101.91,22.37,1189.16,1.3,
Agara Lake,2023-08-30 15:30:00,2023-08-31 02:30:00,7.99,28.7,2.17,126.71,25.62,6.54,55.59,700.38,17.74,16.47,122.57,2.4,
Varthur Lake,2023-08-30 22:15:00,2023-08-31 03:30:00,7.29,27.8,0.48,587.93,125.98,0.79,32.15,1343.0,269.59,17.96,439.75,1.29,
Bellandhur Lake,2023-08-30 22:30:00,2023-08-31 03:30:00,6.22,28.8,215.87,660.26,176.05,0.75,55.63,1140.0,104.97,22.38,1125.74,1.3,
Agara Lake,2023-08-30 15:30:00,2023-08-31 03:30:00,7.99,28.7,2.17,126.71,25.62,6.54,55.59,700.38,17.74,16.47,122.57,2.4,
Varthur Lake,2023-08-30 23:15:00,2023-08-31 04:30:00,7.24,27.7,0.58,594.59,127.65,0.79,32.43,1344.0,272.87,19.73,442.89,1.29,
Bellandhur Lake,2023-08-30 23:30:00,2023-08-31 04:30:00,6.28,28.5,184.2,873.5,235.37,0.76,75.98,1127.0,124.94,22.17,1679.37,1.3,
Agara Lake,2023-08-30 15:30:00,2023-08-31 04:30:00,7.99,28.7,2.17,126.71,25.62,6.54,55.59,700.38,17.74,16.47,122.57,2.4,
Varthur Lake,2023-08-31 00:15:00,2023-08-31 05:30:00,7.23,27.6,0.63,610.69,131.56,0.79,30.56,1342.0,279.24,17.47,454.1,1.29,
Bellandhur Lake,2023-08-31 00:30:00,2023-08-31 05:30:00,7.44,25.8,145.1,594.58,170.97,8.3,0.24,145.0,63.12,22.29,1193.06,1.3,
Agara Lake,2023-08-30 15:30:00,2023-08-31 05:30:00,7.99,28.7,2.17,126.71,25.62,6.54,55.59,700.38,17.74,16.47,122.57,2.4,
Varthur Lake,2023-08-31 01:15:00,2023-08-31 06:30:00,7.22,27.6,0.66,620.56,132.76,0.79,31.21,1342.0,283.03,15.36,463.26,1.29,
Bellandhur Lake,2023-08-31 01:30:00,2023-08-31 06:30:00,7.47,24.4,72.65,619.21,184.0,9.04,9.25,128.0,69.42,22.26,1232.71,1.3,
Agara Lake,2023-08-30 15:30:00,2023-08-31 06:30:00,7.99,28.7,2.17,126.71,25.62,6.54,55.59,700.38,17.74,16.47,122.57,2.4,
Varthur Lake,2023-08-31 02:15:00,2023-08-31 07:30:00,7.23,27.5,0.74,769.9,180.87,0.79,25.97,1342.0,347.95,9.49,527.07,1.29,
Bellandhur Lake,2023-08-31 02:30:00,2023-08-31 07:30:00,7.41,23.8,53.18,618.14,181.39,9.24,11.62,142.0,71.07,22.26,1230.6,1.3,
Agara Lake,2023-08-30 15:30:00,2023-08-31 07:30:00,7.99,28.7,2.17,126.71,25.62,6.54,55.59,700.38,17.74,16.47,122.57,2.4,
Varthur Lake,2023-08-31 03:15:00,2023-08-31 08:30:00,7.25,27.5,0.72,739.5,172.99,0.79,25.98,1343.0,334.34,9.95,512.68,1.29,
Bellandhur Lake,2023-08-31 03:30:00,2023-08-31 08:30:00,7.35,24.0,42.13,622.01,182.21,9.29,12.98,117.0,72.08,22.24,1233.12,1.3,
Agara Lake,2023-08-30 15:30:00,2023-08-31 08:30:00,7.99,28.7,2.17,126.71,25.62,6.54,55.59,700.38,17.74,16.47,122.57,2.4,
Varthur Lake,2023-08-31 04:15:00,2023-08-31 09:30:00,7.26,27.5,0.68,649.98,148.77,0.79,29.39,1342.0,294.74,13.71,474.36,1.29,
Bellandhur Lake,2023-08-31 04:30:00,2023-08-31 09:30:00,7.32,24.2,31.65,645.92,195.41,9.22,62.22,142.0,109.43,22.41,994.76,1.3,
