stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,updated_on
60 MLD V.Valley TTP,2022-09-23 09:00:00,7.63,25.60,6.00,19.20,21.15,2.75,3.97,5.86,4.90,2022092313
KR Puram STP 20 MLD,2022-09-23 13:00:00,7.09,25.60,1.67,3.34,50.03,7.00,32.77,8.15,2.59,2022092313
1.5 MLD Lalbagh TTP,2022-09-23 13:00:00,7.23,43.70,0.49,2.47,17.48,1.37,0.87,3.42,4.87,2022092313
35MLD Agaram STP,2022-09-23 13:00:00,7.03,27.50,3.79,15.54,21.40,4.30,4.10,3.87,-,2022092313
Chikka_Bagur_5_MLD_STP,2022-09-23 13:04:00,-,27.00,-,-,-,-,-,-,-,2022092313
2MLD Ulsoor STP,2022-09-23 14:00:00,7.27,26.90,0.37,1.66,30.1,2.1,4.0,6.02,4.20,2022092314
CHIKKABANAVARA 5 MLD,2022-09-23 14:00:00,7.28,26.70,0.65,3.80,39.15,7.66,11.1,14.22,4.14,2022092314
KADUGODI 6 MLD STP,2022-08-11 04:15:00,7.51,24.60,0.70,2.88,271.76,128.67,26.06,7.49,15.75,2022092314
HORAMAVU 20 MLD,2022-09-05 10:15:00,7.23,26.90,0.98,2.20,28.21,5.9,10.69,8.86,0.00,2022092314
K AND C VALLEY 60 MLD,2022-09-23 13:45:00,7.31,27.50,0.39,3.80,50.42,0.0,16.66,6.47,-,2022092314
NAGASANDRA 20 MLD,2022-09-09 23:30:00,6.81,26.60,0.37,2.00,40.86,5.45,6.35,12.33,3.99,2022092314
RAJACANAL 40 MLD,2022-09-23 13:45:00,7.02,27.20,0.95,3.40,30.17,3.63,6.77,8.08,4.56,2022092314
YELLAMALAPACHETTY 15 MLD,2022-09-23 14:00:00,7.16,27.10,0.23,1.20,33.59,5.23,5.55,4.76,4.99,2022092314
BELLANDUR 90 MLD,2022-08-22 14:00:00,7.75,27.30,0.51,1.00,25.39,2.83,6.65,8.81,-,2022092314
DODDABELE 20 MLD,2022-09-23 13:15:00,7.04,26.50,0.14,2.40,37.68,6.99,5.65,11.86,3.80,2022092314
MALLATHALLI 5 MLD,2022-09-06 16:15:00,6.35,28.30,199.11,696.89,36.12,0.0,51.88,0.00,4.31,2022092314
NAGASANDRA OLD 20 MLD,2022-09-23 14:00:00,6.85,26.20,3.71,5.57,53.08,7.71,27.12,9.63,4.02,2022092314
4MLD Cubbon Park TTP,2022-09-23 14:00:00,7.03,27.30,0.74,4.66,17.3,1.16,0.92,5.02,2.96,2022092314
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.0,0.0,0.0,-,-,2022092314
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.0,0.0,0.0,-,-,2022092314
KADABEESANAHALLI 50 MLD,2022-09-03 23:00:00,8.07,24.60,0.85,4.25,55.94,9.5,17.38,7.52,5.65,2022092314
STP Sarakki 5 MLD,2022-09-23 09:30:00,7.01,27.00,-,-,18.66,4.74,5.68,3.73,-,2022092314
Kempambudhi STP 1 MLD,2022-09-23 14:00:00,7.24,22.80,0.45,4.55,38.04,4.22,7.85,5.39,3.49,2022092314
Mailasandra STP 75 MLD,2022-09-23 13:45:00,7.79,25.30,1.36,2.54,39.57,8.98,9.17,2.16,2.12,2022092314
60 MLD V.Valley TTP,2022-09-23 09:00:00,7.63,25.60,6.00,19.20,21.15,2.75,3.97,5.86,4.90,2022092314
KR Puram STP 20 MLD,2022-09-23 14:00:00,7.09,25.70,1.69,3.38,49.1,6.87,29.51,9.25,2.23,2022092314
1.5 MLD Lalbagh TTP,2022-09-23 14:00:00,7.2,41.90,0.47,2.38,17.48,1.37,0.87,3.43,5.04,2022092314
35MLD Agaram STP,2022-09-23 14:00:00,7.04,27.60,1.05,4.30,24.3,4.1,6.6,3.69,-,2022092314
Chikka_Bagur_5_MLD_STP,2022-09-23 14:04:00,7.69,27.20,-,-,40.9,6.4,6.5,12.80,-,2022092314
2MLD Ulsoor STP,2022-09-23 15:00:00,7.22,26.90,0.37,1.66,29.50,2.10,3.8,5.90,3.78,2022092315
CHIKKABANAVARA 5 MLD,2022-09-23 14:30:00,7.27,26.60,0.65,3.80,38.64,7.90,10.6,14.46,4.02,2022092315
KADUGODI 6 MLD STP,2022-08-11 04:15:00,7.51,24.60,0.70,2.88,271.76,128.67,26.06,7.49,15.75,2022092315
HORAMAVU 20 MLD,2022-09-05 10:15:00,7.23,26.90,0.98,2.20,28.21,5.90,10.69,8.86,0.00,2022092315
K AND C VALLEY 60 MLD,2022-09-23 14:45:00,7.27,27.60,0.45,3.60,50.56,0.00,16.64,11.03,-,2022092315
NAGASANDRA 20 MLD,2022-09-09 23:30:00,6.81,26.60,0.37,2.00,40.86,5.45,6.35,12.33,3.99,2022092315
RAJACANAL 40 MLD,2022-09-23 14:45:00,7.02,27.00,0.95,3.40,30.22,3.63,6.87,8.09,4.56,2022092315
YELLAMALAPACHETTY 15 MLD,2022-09-23 15:00:00,7.19,26.70,0.23,1.20,33.62,5.25,5.77,4.79,5.09,2022092315
BELLANDUR 90 MLD,2022-08-22 14:00:00,7.75,27.30,0.51,1.00,25.39,2.83,6.65,8.81,-,2022092315
DODDABELE 20 MLD,2022-09-23 13:15:00,7.04,26.50,0.14,2.40,37.68,6.99,5.65,11.86,3.80,2022092315
MALLATHALLI 5 MLD,2022-09-06 16:15:00,6.35,28.30,199.11,696.89,36.12,0.00,51.88,0.00,4.31,2022092315
NAGASANDRA OLD 20 MLD,2022-09-23 14:45:00,6.87,26.20,3.83,5.74,53.33,7.72,28.12,9.46,3.82,2022092315
4MLD Cubbon Park TTP,2022-09-23 15:00:00,7.05,27.30,0.75,4.66,17.31,1.16,0.92,5.02,3.00,2022092315
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.0,-,-,2022092315
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.0,-,-,2022092315
KADABEESANAHALLI 50 MLD,2022-09-03 23:00:00,8.07,24.60,0.85,4.25,55.94,9.50,17.38,7.52,5.65,2022092315
STP Sarakki 5 MLD,2022-09-23 09:30:00,7.01,27.00,-,-,18.66,4.74,5.68,3.73,-,2022092315
Kempambudhi STP 1 MLD,2022-09-23 15:00:00,7.22,22.90,0.46,4.65,37.87,4.23,7.82,5.35,3.08,2022092315
Mailasandra STP 75 MLD,2022-09-23 14:45:00,7.8,25.60,1.37,1.48,39.90,9.03,9.13,0.92,1.23,2022092315
60 MLD V.Valley TTP,2022-09-23 14:00:00,7.62,26.10,5.91,18.91,-,-,4.36,6.62,4.86,2022092315
KR Puram STP 20 MLD,2022-09-23 14:45:00,7.1,25.70,1.60,3.20,49.22,6.89,29.97,8.85,1.74,2022092315
1.5 MLD Lalbagh TTP,2022-09-23 15:00:00,7.19,39.40,0.49,2.38,17.49,1.37,0.87,3.62,5.19,2022092315
35MLD Agaram STP,2022-09-23 14:45:00,6.99,27.70,0.72,2.95,23.30,4.60,5.3,4.14,-,2022092315
Chikka_Bagur_5_MLD_STP,2022-09-23 15:02:00,7.98,26.90,-,-,-,6.40,6.6,-,-,2022092315
2MLD Ulsoor STP,2022-09-23 16:00:00,7.23,26.90,0.37,1.66,29.40,2.10,3.8,5.88,3.77,2022092316
CHIKKABANAVARA 5 MLD,2022-09-23 15:45:00,7.23,26.70,0.65,3.80,38.67,7.91,10.62,14.69,3.78,2022092316
KADUGODI 6 MLD STP,2022-08-11 04:15:00,7.51,24.60,0.70,2.88,271.76,128.67,26.06,7.49,15.75,2022092316
HORAMAVU 20 MLD,2022-09-05 10:15:00,7.23,26.90,0.98,2.20,28.21,5.90,10.69,8.86,0.00,2022092316
K AND C VALLEY 60 MLD,2022-09-23 15:45:00,7.23,27.60,0.55,3.40,50.77,0.00,16.72,9.85,-,2022092316
NAGASANDRA 20 MLD,2022-09-09 23:30:00,6.81,26.60,0.37,2.00,40.86,5.45,6.35,12.33,3.99,2022092316
RAJACANAL 40 MLD,2022-09-23 15:45:00,7.02,26.80,0.94,3.40,30.13,3.64,6.64,8.12,4.56,2022092316
YELLAMALAPACHETTY 15 MLD,2022-09-23 16:00:00,7.15,26.60,0.22,1.20,33.60,5.23,5.62,4.77,4.83,2022092316
BELLANDUR 90 MLD,2022-08-22 14:00:00,7.75,27.30,0.51,1.00,25.39,2.83,6.65,8.81,-,2022092316
DODDABELE 20 MLD,2022-09-23 13:15:00,7.04,26.50,0.14,2.40,37.68,6.99,5.65,11.86,3.80,2022092316
MALLATHALLI 5 MLD,2022-09-06 16:15:00,6.35,28.30,199.11,696.89,36.12,0.00,51.88,0.00,4.31,2022092316
NAGASANDRA OLD 20 MLD,2022-09-23 16:00:00,6.87,26.40,3.94,5.91,53.85,7.61,30.58,9.06,3.84,2022092316
4MLD Cubbon Park TTP,2022-09-23 16:00:00,7.01,27.30,0.76,4.66,17.30,1.16,0.92,5.02,3.04,2022092316
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.0,-,-,2022092316
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.0,-,-,2022092316
KADABEESANAHALLI 50 MLD,2022-09-03 23:00:00,8.07,24.60,0.85,4.25,55.94,9.50,17.38,7.52,5.65,2022092316
STP Sarakki 5 MLD,2022-09-23 09:30:00,7.01,27.00,-,-,18.66,4.74,5.68,3.73,-,2022092316
Kempambudhi STP 1 MLD,2022-09-23 16:00:00,7.32,23.00,0.45,4.55,38.05,4.24,7.86,5.49,5.46,2022092316
Mailasandra STP 75 MLD,2022-09-23 15:45:00,7.8,25.40,1.40,1.15,40.05,9.13,9.05,1.70,0.96,2022092316
60 MLD V.Valley TTP,2022-09-23 14:00:00,7.62,26.10,5.91,18.91,-,-,4.36,6.62,4.86,2022092316
KR Puram STP 20 MLD,2022-09-23 15:45:00,7.09,25.50,1.52,3.04,49.74,6.96,30.98,9.07,1.71,2022092316
1.5 MLD Lalbagh TTP,2022-09-23 16:00:00,7.19,38.10,0.53,2.40,17.49,1.37,0.87,3.72,5.35,2022092316
35MLD Agaram STP,2022-09-23 15:45:00,7.14,27.80,0.85,3.49,25.20,4.70,7.9,4.23,-,2022092316
Chikka_Bagur_5_MLD_STP,2022-09-23 16:01:00,7.69,-,-,-,41.20,6.50,6.6,13.00,-,2022092316
2MLD Ulsoor STP,2022-09-23 17:00:00,7.24,26.80,0.37,1.66,29.50,2.10,3.8,5.90,3.69,2022092317
CHIKKABANAVARA 5 MLD,2022-09-23 16:45:00,7.3,26.50,0.65,3.80,38.67,7.91,10.61,14.76,4.21,2022092317
KADUGODI 6 MLD STP,2022-09-23 17:00:00,7.59,25.40,0.70,2.34,41.44,7.94,10.94,9.43,5.48,2022092317
HORAMAVU 20 MLD,2022-09-05 10:15:00,7.23,26.90,0.98,2.20,28.21,5.90,10.69,8.86,0.00,2022092317
K AND C VALLEY 60 MLD,2022-09-23 16:45:00,7.26,27.10,0.45,3.60,50.73,0.00,16.72,9.46,-,2022092317
NAGASANDRA 20 MLD,2022-09-09 23:30:00,6.81,26.60,0.37,2.00,40.86,5.45,6.35,12.33,3.99,2022092317
RAJACANAL 40 MLD,2022-09-23 16:45:00,7.02,26.70,0.94,3.40,29.74,3.63,5.97,8.10,4.56,2022092317
YELLAMALAPACHETTY 15 MLD,2022-09-23 17:00:00,7.17,26.50,0.22,1.20,33.61,5.25,5.65,4.79,5.20,2022092317
BELLANDUR 90 MLD,2022-08-22 14:00:00,7.75,27.30,0.51,1.00,25.39,2.83,6.65,8.81,-,2022092317
DODDABELE 20 MLD,2022-09-23 13:15:00,7.04,26.50,0.14,2.40,37.68,6.99,5.65,11.86,3.80,2022092317
MALLATHALLI 5 MLD,2022-09-06 16:15:00,6.35,28.30,199.11,696.89,36.12,0.00,51.88,0.00,4.31,2022092317
NAGASANDRA OLD 20 MLD,2022-09-23 16:45:00,6.86,26.00,4.00,6.00,54.30,7.68,32.25,9.03,3.98,2022092317
4MLD Cubbon Park TTP,2022-09-23 17:00:00,6.98,27.40,0.76,4.67,17.31,1.17,0.92,5.02,3.04,2022092317
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.0,-,-,2022092317
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.0,-,-,2022092317
KADABEESANAHALLI 50 MLD,2022-09-03 23:00:00,8.07,24.60,0.85,4.25,55.94,9.50,17.38,7.52,5.65,2022092317
STP Sarakki 5 MLD,2022-09-23 09:30:00,7.01,27.00,-,-,18.66,4.74,5.68,3.73,-,2022092317
Kempambudhi STP 1 MLD,2022-09-23 17:00:00,7.35,23.00,0.46,4.65,41.58,4.35,8.58,5.70,5.95,2022092317
Mailasandra STP 75 MLD,2022-09-23 16:45:00,7.8,25.00,1.37,1.24,39.93,9.07,9.11,1.38,1.03,2022092317
60 MLD V.Valley TTP,2022-09-23 14:00:00,7.62,26.10,5.91,18.91,-,-,4.36,6.62,4.86,2022092317
KR Puram STP 20 MLD,2022-09-23 16:45:00,7.1,25.40,1.45,2.90,48.39,6.78,27.79,8.56,1.67,2022092317
1.5 MLD Lalbagh TTP,2022-09-23 17:00:00,7.21,35.00,0.60,2.90,17.49,1.37,0.88,3.79,5.54,2022092317
35MLD Agaram STP,2022-09-23 17:00:00,7.03,27.60,0.44,1.80,21.50,4.40,5.0,3.96,-,2022092317
Chikka_Bagur_5_MLD_STP,2022-09-23 17:04:00,7.55,27.20,-,-,41.00,6.50,6.5,13.00,-,2022092317
2MLD Ulsoor STP,2022-09-23 18:00:00,7.3,26.90,0.37,1.66,29.50,2.10,3.8,5.90,4.14,2022092318
CHIKKABANAVARA 5 MLD,2022-09-23 17:45:00,7.26,26.50,0.64,3.80,38.61,7.91,10.56,14.56,3.86,2022092318
KADUGODI 6 MLD STP,2022-09-23 18:00:00,7.59,25.50,0.70,2.35,41.34,7.75,10.76,9.49,4.87,2022092318
HORAMAVU 20 MLD,2022-09-05 10:15:00,7.23,26.90,0.98,2.20,28.21,5.90,10.69,8.86,0.00,2022092318
K AND C VALLEY 60 MLD,2022-09-23 17:45:00,7.27,27.00,0.43,3.50,50.86,0.00,16.77,6.32,-,2022092318
NAGASANDRA 20 MLD,2022-09-09 23:30:00,6.81,26.60,0.37,2.00,40.86,5.45,6.35,12.33,3.99,2022092318
RAJACANAL 40 MLD,2022-09-23 17:45:00,7.02,26.60,0.93,3.40,30.07,3.64,6.6,8.12,4.55,2022092318
YELLAMALAPACHETTY 15 MLD,2022-09-23 18:00:00,7.12,26.60,0.23,1.20,33.65,5.25,5.85,4.76,5.14,2022092318
BELLANDUR 90 MLD,2022-08-22 14:00:00,7.75,27.30,0.51,1.00,25.39,2.83,6.65,8.81,-,2022092318
DODDABELE 20 MLD,2022-09-23 17:45:00,7.11,27.60,0.15,2.30,37.62,6.95,5.54,11.84,6.42,2022092318
MALLATHALLI 5 MLD,2022-09-06 16:15:00,6.35,28.30,199.11,696.89,36.12,0.00,51.88,0.00,4.31,2022092318
NAGASANDRA OLD 20 MLD,2022-09-23 18:00:00,6.86,26.10,4.06,6.09,54.49,7.58,33.31,8.37,3.60,2022092318
4MLD Cubbon Park TTP,2022-09-23 18:00:00,6.96,27.40,0.77,4.66,17.30,1.16,0.91,5.02,3.08,2022092318
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.0,-,-,2022092318
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.0,-,-,2022092318
KADABEESANAHALLI 50 MLD,2022-09-03 23:00:00,8.07,24.60,0.85,4.25,55.94,9.50,17.38,7.52,5.65,2022092318
STP Sarakki 5 MLD,2022-09-23 18:00:00,6.82,27.30,-,-,18.69,4.79,5.72,3.74,-,2022092318
Kempambudhi STP 1 MLD,2022-09-23 18:00:00,7.37,23.00,0.46,4.65,37.15,4.18,7.72,5.29,6.50,2022092318
Mailasandra STP 75 MLD,2022-09-23 17:45:00,7.79,24.60,1.36,0.82,40.37,9.32,9.3,3.46,0.68,2022092318
60 MLD V.Valley TTP,2022-09-23 14:00:00,7.62,26.10,5.91,18.91,-,-,4.36,6.62,4.86,2022092318
KR Puram STP 20 MLD,2022-09-23 18:00:00,7.09,25.20,1.44,2.88,48.58,6.80,28.46,8.31,1.65,2022092318
1.5 MLD Lalbagh TTP,2022-09-23 18:00:00,7.25,31.60,0.61,3.05,17.50,1.37,0.88,4.00,5.85,2022092318
35MLD Agaram STP,2022-09-23 18:00:00,7.07,27.60,2.33,9.55,21.70,4.40,5.1,3.96,-,2022092318
Chikka_Bagur_5_MLD_STP,2022-09-23 18:04:00,7.91,26.90,-,-,41.10,6.50,6.6,13.00,-,2022092318
2MLD Ulsoor STP,2022-09-23 19:00:00,7.29,26.80,0.37,1.66,29.50,2.10,3.8,5.90,3.81,2022092319
CHIKKABANAVARA 5 MLD,2022-09-23 18:45:00,7.23,26.40,0.64,3.80,38.63,7.91,10.57,14.63,4.02,2022092319
KADUGODI 6 MLD STP,2022-09-23 19:00:00,7.59,25.50,0.70,2.29,41.06,5.81,10.96,9.52,5.43,2022092319
HORAMAVU 20 MLD,2022-09-05 10:15:00,7.23,26.90,0.98,2.20,28.21,5.90,10.69,8.86,0.00,2022092319
K AND C VALLEY 60 MLD,2022-09-23 18:45:00,7.28,27.00,0.41,3.50,50.54,0.00,16.68,5.80,-,2022092319
NAGASANDRA 20 MLD,2022-09-09 23:30:00,6.81,26.60,0.37,2.00,40.86,5.45,6.35,12.33,3.99,2022092319
RAJACANAL 40 MLD,2022-09-23 18:45:00,7.02,26.50,0.93,3.40,30.07,3.63,6.58,8.08,4.56,2022092319
YELLAMALAPACHETTY 15 MLD,2022-09-23 19:00:00,7.17,26.40,0.22,1.20,33.63,5.26,5.71,4.79,5.11,2022092319
BELLANDUR 90 MLD,2022-08-22 14:00:00,7.75,27.30,0.51,1.00,25.39,2.83,6.65,8.81,-,2022092319
DODDABELE 20 MLD,2022-09-23 18:45:00,7.05,27.10,0.15,2.30,37.68,6.95,5.65,11.83,5.12,2022092319
MALLATHALLI 5 MLD,2022-09-06 16:15:00,6.35,28.30,199.11,696.89,36.12,0.00,51.88,0.00,4.31,2022092319
NAGASANDRA OLD 20 MLD,2022-09-23 18:45:00,6.87,26.00,4.11,6.16,54.66,7.59,34.05,8.57,3.44,2022092319
4MLD Cubbon Park TTP,2022-09-23 19:00:00,6.96,27.40,0.77,4.67,17.31,1.17,0.92,5.02,3.08,2022092319
