stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,updated_on
NAGASANDRA 20 MLD,2022-11-01 01:00:00,7.02,26.40,0.69,3.30,47.73,3.95,13.68,5.85,3.95,2022110101
RAJACANAL 40 MLD,2022-11-01 00:45:00,7.11,25.70,0.91,3.30,30.41,3.51,7.58,8.00,4.62,2022110101
YELLAMALAPACHETTY 15 MLD,2022-11-01 01:00:00,6.95,25.00,0.37,0.80,34.10,5.59,5.89,5.32,-,2022110101
BELLANDUR 90 MLD,2022-10-12 08:45:00,7.45,26.10,0.39,0.50,26.49,3.90,6.63,8.17,-,2022110101
DODDABELE 20 MLD,2022-10-31 20:00:00,7.18,25.70,0.14,2.10,37.57,7.55,4.65,11.69,-,2022110101
MALLATHALLI 5 MLD,2022-10-11 09:20:00,7.29,26.80,0.37,0.93,20.98,1.67,15.98,12.05,3.93,2022110101
NAGASANDRA OLD 20 MLD,2022-11-01 00:45:00,6.92,25.20,6.70,10.05,57.70,7.64,53.61,10.62,5.27,2022110101
4MLD Cubbon Park TTP,2022-11-01 01:00:00,7.09,27.00,3.22,4.66,17.30,1.16,0.92,5.02,12.88,2022110101
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.0,-,-,2022110101
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.0,-,-,2022110101
KADABEESANAHALLI 50 MLD,2022-10-20 21:15:00,8.17,24.30,1.06,5.30,115.15,10.57,47.08,12.23,5.72,2022110101
STP Sarakki 5 MLD,2022-11-01 01:00:00,5.97,26.90,-,-,-,-,22.21,-,-,2022110101
Kempambudhi STP 1 MLD,2022-11-01 01:00:00,11.21,22.30,0.61,1.89,31.96,4.08,7.08,5.57,11.86,2022110101
Mailasandra STP 75 MLD,2022-11-01 01:00:00,7.41,22.50,1.19,1.06,43.63,7.94,13.21,12.47,0.88,2022110101
60 MLD V.Valley TTP,2022-10-31 20:15:00,7.72,25.40,3.84,12.29,20.48,2.13,3.58,4.80,5.00,2022110101
KR Puram STP 20 MLD,2022-11-01 01:00:00,7.39,24.20,0.28,0.56,72.92,10.21,100.24,3.30,1.70,2022110101
1.5 MLD Lalbagh TTP,2022-11-01 01:00:00,7.69,23.80,0.56,2.88,18.01,1.57,0.96,4.69,6.72,2022110101
35MLD Agaram STP,2022-11-01 01:00:00,7.0,26.50,1.42,5.82,31.80,2.50,16.5,2.25,-,2022110101
Chikka_Bagur_5_MLD_STP,2022-11-01 01:04:00,7.83,26.80,-,-,-,7.30,7.8,14.60,-,2022110101
2MLD Ulsoor STP,2022-11-01 02:15:00,7.54,25.20,0.48,2.16,31.50,2.20,4.40,6.30,3.92,2022110102
CHIKKABANAVARA 5 MLD,2022-11-01 01:45:00,7.28,24.60,0.85,2.60,39.36,7.39,10.90,15.58,3.36,2022110102
KADUGODI 6 MLD STP,2022-11-01 01:45:00,7.67,25.00,0.60,2.33,-,-,145.61,-,4.97,2022110102
HORAMAVU 20 MLD,2022-11-01 01:45:00,7.27,26.20,0.86,4.00,30.78,6.83,20.51,11.82,4.30,2022110102
K AND C VALLEY 60 MLD,2022-11-01 02:00:00,7.33,26.20,1.94,4.40,36.67,0.00,12.58,8.30,4.85,2022110102
NAGASANDRA 20 MLD,2022-11-01 02:00:00,7.04,26.20,0.69,3.50,47.55,3.94,13.62,5.67,3.94,2022110102
RAJACANAL 40 MLD,2022-11-01 01:45:00,7.11,25.70,0.91,3.30,30.40,3.51,7.54,7.99,4.62,2022110102
YELLAMALAPACHETTY 15 MLD,2022-11-01 02:00:00,6.97,25.10,0.38,0.80,34.10,5.59,5.88,5.31,-,2022110102
BELLANDUR 90 MLD,2022-10-12 08:45:00,7.45,26.10,0.39,0.50,26.49,3.90,6.63,8.17,-,2022110102
DODDABELE 20 MLD,2022-10-31 20:00:00,7.18,25.70,0.14,2.10,37.57,7.55,4.65,11.69,-,2022110102
MALLATHALLI 5 MLD,2022-10-11 09:20:00,7.29,26.80,0.37,0.93,20.98,1.67,15.98,12.05,3.93,2022110102
NAGASANDRA OLD 20 MLD,2022-11-01 01:45:00,6.94,25.20,6.89,10.34,57.53,7.56,52.90,9.91,13.79,2022110102
4MLD Cubbon Park TTP,2022-11-01 02:00:00,7.12,27.00,3.23,4.66,17.30,1.16,0.92,5.02,12.92,2022110102
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2022110102
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.00,-,-,2022110102
KADABEESANAHALLI 50 MLD,2022-10-20 21:15:00,8.17,24.30,1.06,5.30,115.15,10.57,47.08,12.23,5.72,2022110102
STP Sarakki 5 MLD,2022-11-01 02:00:00,5.97,26.90,-,-,26.20,16.02,21.85,5.24,-,2022110102
Kempambudhi STP 1 MLD,2022-11-01 02:00:00,11.38,22.30,0.61,1.89,33.02,4.07,7.28,5.19,11.71,2022110102
Mailasandra STP 75 MLD,2022-11-01 02:00:00,7.41,22.50,1.20,1.03,43.61,7.93,13.21,12.53,0.86,2022110102
60 MLD V.Valley TTP,2022-11-01 01:45:00,7.72,25.30,3.78,12.10,20.81,2.35,3.83,4.99,4.79,2022110102
KR Puram STP 20 MLD,2022-11-01 02:00:00,7.39,24.10,0.28,0.56,72.39,10.14,99.58,0.46,1.73,2022110102
1.5 MLD Lalbagh TTP,2022-11-01 02:00:00,7.7,23.60,0.54,2.73,18.01,1.57,0.96,4.72,6.75,2022110102
35MLD Agaram STP,2022-11-01 02:00:00,6.99,26.60,0.63,2.58,28.40,2.20,13.30,1.98,-,2022110102
Chikka_Bagur_5_MLD_STP,2022-11-01 02:04:00,7.89,26.70,-,-,-,-,-,14.60,-,2022110102
2MLD Ulsoor STP,2022-11-01 03:15:00,7.54,25.10,0.48,2.16,31.70,2.10,4.6,6.34,3.83,2022110103
CHIKKABANAVARA 5 MLD,2022-11-01 02:45:00,7.27,24.50,0.84,2.60,39.37,7.39,10.91,15.56,3.32,2022110103
KADUGODI 6 MLD STP,2022-11-01 02:45:00,7.73,24.90,0.60,2.29,-,-,145.33,-,5.70,2022110103
HORAMAVU 20 MLD,2022-11-01 02:45:00,7.26,26.40,0.87,4.00,30.69,6.82,19.85,11.73,4.35,2022110103
K AND C VALLEY 60 MLD,2022-11-01 03:00:00,7.33,26.20,1.95,4.40,36.00,0.00,12.33,8.56,4.88,2022110103
NAGASANDRA 20 MLD,2022-11-01 03:00:00,7.06,26.10,0.68,3.50,47.86,3.96,13.76,5.86,3.92,2022110103
RAJACANAL 40 MLD,2022-11-01 02:45:00,7.11,25.70,0.90,3.40,30.43,3.51,7.59,8.01,4.62,2022110103
YELLAMALAPACHETTY 15 MLD,2022-11-01 03:00:00,6.97,25.20,0.38,0.80,34.11,5.61,5.91,5.34,-,2022110103
BELLANDUR 90 MLD,2022-10-12 08:45:00,7.45,26.10,0.39,0.50,26.49,3.90,6.63,8.17,-,2022110103
DODDABELE 20 MLD,2022-10-31 20:00:00,7.18,25.70,0.14,2.10,37.57,7.55,4.65,11.69,-,2022110103
MALLATHALLI 5 MLD,2022-10-11 09:20:00,7.29,26.80,0.37,0.93,20.98,1.67,15.98,12.05,3.93,2022110103
NAGASANDRA OLD 20 MLD,2022-11-01 02:45:00,7.0,25.10,7.07,10.61,57.50,7.52,52.88,9.26,17.54,2022110103
4MLD Cubbon Park TTP,2022-11-01 03:00:00,7.11,27.00,3.23,4.66,17.30,1.16,0.92,5.02,12.92,2022110103
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.0,-,-,2022110103
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.0,-,-,2022110103
KADABEESANAHALLI 50 MLD,2022-10-20 21:15:00,8.17,24.30,1.06,5.30,115.15,10.57,47.08,12.23,5.72,2022110103
STP Sarakki 5 MLD,2022-11-01 02:45:00,5.97,26.90,-,-,-,-,28.0,-,-,2022110103
Kempambudhi STP 1 MLD,2022-11-01 03:00:00,11.45,22.30,0.61,1.90,31.93,4.11,7.07,5.55,11.50,2022110103
Mailasandra STP 75 MLD,2022-11-01 03:00:00,7.41,22.50,1.20,1.03,43.60,7.94,13.24,12.45,0.86,2022110103
60 MLD V.Valley TTP,2022-11-01 01:45:00,7.72,25.30,3.78,12.10,20.81,2.35,3.83,4.99,4.79,2022110103
KR Puram STP 20 MLD,2022-11-01 02:45:00,7.39,24.10,0.27,0.54,72.25,10.12,97.26,0.35,1.71,2022110103
1.5 MLD Lalbagh TTP,2022-11-01 03:00:00,7.71,23.30,0.52,2.62,18.01,1.57,0.97,4.74,6.78,2022110103
35MLD Agaram STP,2022-11-01 03:00:00,7.01,26.50,0.93,3.81,29.80,2.90,13.6,2.61,-,2022110103
Chikka_Bagur_5_MLD_STP,2022-11-01 03:04:00,7.91,26.70,-,-,42.90,7.30,7.6,14.60,-,2022110103
2MLD Ulsoor STP,2022-11-01 04:15:00,7.54,25.10,0.49,2.20,31.80,2.10,4.6,6.36,3.77,2022110104
CHIKKABANAVARA 5 MLD,2022-11-01 03:45:00,7.27,24.50,0.84,2.60,39.37,7.40,10.91,15.66,3.26,2022110104
KADUGODI 6 MLD STP,2022-11-01 02:45:00,7.73,24.90,0.60,2.29,-,-,145.33,-,5.70,2022110104
HORAMAVU 20 MLD,2022-11-01 03:45:00,7.26,26.30,0.87,3.90,30.95,7.43,19.96,12.26,4.35,2022110104
K AND C VALLEY 60 MLD,2022-11-01 04:00:00,7.33,26.20,1.94,4.40,35.71,0.00,12.25,8.12,4.85,2022110104
NAGASANDRA 20 MLD,2022-11-01 04:00:00,7.06,26.20,0.69,3.60,47.86,3.97,13.75,5.89,3.93,2022110104
RAJACANAL 40 MLD,2022-11-01 03:45:00,7.11,25.70,0.91,3.40,30.42,3.52,7.62,8.04,4.62,2022110104
YELLAMALAPACHETTY 15 MLD,2022-11-01 04:00:00,7.0,24.90,0.38,0.80,34.12,5.60,5.91,5.34,-,2022110104
BELLANDUR 90 MLD,2022-10-12 08:45:00,7.45,26.10,0.39,0.50,26.49,3.90,6.63,8.17,-,2022110104
DODDABELE 20 MLD,2022-10-31 20:00:00,7.18,25.70,0.14,2.10,37.57,7.55,4.65,11.69,-,2022110104
MALLATHALLI 5 MLD,2022-10-11 09:20:00,7.29,26.80,0.37,0.93,20.98,1.67,15.98,12.05,3.93,2022110104
NAGASANDRA OLD 20 MLD,2022-11-01 03:45:00,7.07,21.60,6.22,9.33,57.40,7.77,52.77,11.50,22.47,2022110104
4MLD Cubbon Park TTP,2022-11-01 04:00:00,7.11,26.90,3.22,4.66,17.30,1.16,0.92,5.02,12.88,2022110104
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.0,-,-,2022110104
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.0,-,-,2022110104
KADABEESANAHALLI 50 MLD,2022-10-20 21:15:00,8.17,24.30,1.06,5.30,115.15,10.57,47.08,12.23,5.72,2022110104
STP Sarakki 5 MLD,2022-11-01 04:00:00,5.97,26.80,-,-,26.08,15.81,22.09,5.22,-,2022110104
Kempambudhi STP 1 MLD,2022-11-01 04:00:00,11.31,22.30,0.62,1.91,32.03,4.10,7.1,5.51,11.23,2022110104
Mailasandra STP 75 MLD,2022-11-01 04:00:00,7.41,22.40,1.20,0.94,43.46,7.90,13.25,12.44,0.78,2022110104
60 MLD V.Valley TTP,2022-11-01 01:45:00,7.72,25.30,3.78,12.10,20.81,2.35,3.83,4.99,4.79,2022110104
KR Puram STP 20 MLD,2022-11-01 04:00:00,7.4,24.00,0.28,0.56,72.63,10.17,91.27,0.68,1.75,2022110104
1.5 MLD Lalbagh TTP,2022-11-01 04:00:00,7.7,23.00,0.50,2.55,18.01,1.57,0.96,4.76,6.81,2022110104
35MLD Agaram STP,2022-11-01 04:00:00,7.09,26.50,1.54,6.31,27.50,3.00,11.2,2.70,-,2022110104
Chikka_Bagur_5_MLD_STP,2022-11-01 04:04:00,7.82,26.80,-,-,42.80,7.20,7.6,14.40,-,2022110104
2MLD Ulsoor STP,2022-11-01 05:15:00,7.54,25.10,0.49,2.20,31.80,2.10,4.6,6.36,3.66,2022110105
CHIKKABANAVARA 5 MLD,2022-11-01 04:45:00,7.27,24.40,0.84,2.60,39.37,7.40,10.91,15.70,3.12,2022110105
KADUGODI 6 MLD STP,2022-11-01 04:45:00,7.62,25.00,0.60,2.34,-,-,146.01,-,5.14,2022110105
HORAMAVU 20 MLD,2022-11-01 04:45:00,7.33,26.20,0.89,3.90,30.65,6.95,19.46,11.86,4.45,2022110105
K AND C VALLEY 60 MLD,2022-11-01 05:00:00,7.33,26.10,1.95,4.40,35.78,0.00,12.22,8.76,4.88,2022110105
NAGASANDRA 20 MLD,2022-11-01 04:45:00,7.08,26.10,0.69,3.60,47.84,3.96,13.76,5.84,3.91,2022110105
RAJACANAL 40 MLD,2022-11-01 04:45:00,7.11,25.60,0.91,3.30,30.57,3.52,7.92,8.01,4.62,2022110105
YELLAMALAPACHETTY 15 MLD,2022-11-01 05:00:00,6.91,25.10,0.46,0.70,34.18,5.59,6.44,5.32,-,2022110105
BELLANDUR 90 MLD,2022-10-12 08:45:00,7.45,26.10,0.39,0.50,26.49,3.90,6.63,8.17,-,2022110105
DODDABELE 20 MLD,2022-10-31 20:00:00,7.18,25.70,0.14,2.10,37.57,7.55,4.65,11.69,-,2022110105
MALLATHALLI 5 MLD,2022-10-11 09:20:00,7.29,26.80,0.37,0.93,20.98,1.67,15.98,12.05,3.93,2022110105
NAGASANDRA OLD 20 MLD,2022-11-01 04:45:00,7.14,19.80,5.28,7.92,57.65,7.46,53.88,9.35,24.07,2022110105
4MLD Cubbon Park TTP,2022-11-01 05:00:00,7.11,26.90,3.21,4.66,17.30,1.16,0.92,5.02,12.84,2022110105
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.0,-,-,2022110105
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.0,-,-,2022110105
KADABEESANAHALLI 50 MLD,2022-10-20 21:15:00,8.17,24.30,1.06,5.30,115.15,10.57,47.08,12.23,5.72,2022110105
STP Sarakki 5 MLD,2022-11-01 05:00:00,5.97,26.90,-,-,26.15,15.86,22.68,5.23,-,2022110105
Kempambudhi STP 1 MLD,2022-11-01 05:00:00,10.61,22.30,0.62,1.93,30.27,4.16,6.8,5.43,11.14,2022110105
Mailasandra STP 75 MLD,2022-11-01 05:00:00,7.4,22.40,1.20,0.96,43.40,7.89,13.23,12.57,0.80,2022110105
60 MLD V.Valley TTP,2022-11-01 01:45:00,7.72,25.30,3.78,12.10,20.81,2.35,3.83,4.99,4.79,2022110105
KR Puram STP 20 MLD,2022-11-01 04:45:00,7.4,24.00,0.28,0.56,66.86,9.36,78.19,5.50,1.71,2022110105
1.5 MLD Lalbagh TTP,2022-11-01 05:00:00,7.71,22.70,0.49,2.50,18.01,1.57,0.96,4.79,6.86,2022110105
35MLD Agaram STP,2022-11-01 05:00:00,6.98,26.50,1.16,4.76,25.10,3.50,8.5,3.15,-,2022110105
Chikka_Bagur_5_MLD_STP,2022-11-01 05:04:00,7.81,26.70,-,-,42.90,7.30,7.6,-,-,2022110105
2MLD Ulsoor STP,2022-11-01 06:15:00,7.55,24.90,0.48,2.16,32.10,2.10,4.7,6.42,3.61,2022110106
CHIKKABANAVARA 5 MLD,2022-11-01 05:45:00,7.27,24.30,0.84,2.60,39.37,7.38,10.92,15.49,3.16,2022110106
KADUGODI 6 MLD STP,2022-11-01 05:45:00,7.67,25.00,0.60,2.38,-,-,144.9,-,6.00,2022110106
HORAMAVU 20 MLD,2022-11-01 05:45:00,7.32,26.30,0.88,3.90,30.64,7.00,19.41,11.92,4.40,2022110106
K AND C VALLEY 60 MLD,2022-11-01 06:00:00,7.34,26.10,1.95,4.40,35.58,0.00,12.15,9.06,4.88,2022110106
NAGASANDRA 20 MLD,2022-11-01 06:00:00,7.09,25.70,0.66,3.70,48.01,3.96,13.86,5.86,3.87,2022110106
RAJACANAL 40 MLD,2022-11-01 05:45:00,7.11,25.60,0.91,3.30,30.49,3.51,7.75,7.98,4.62,2022110106
YELLAMALAPACHETTY 15 MLD,2022-11-01 06:00:00,6.92,25.00,0.40,0.60,34.13,5.61,5.97,5.34,-,2022110106
BELLANDUR 90 MLD,2022-10-12 08:45:00,7.45,26.10,0.39,0.50,26.49,3.90,6.63,8.17,-,2022110106
DODDABELE 20 MLD,2022-10-31 20:00:00,7.18,25.70,0.14,2.10,37.57,7.55,4.65,11.69,-,2022110106
MALLATHALLI 5 MLD,2022-10-11 09:20:00,7.29,26.80,0.37,0.93,20.98,1.67,15.98,12.05,3.93,2022110106
NAGASANDRA OLD 20 MLD,2022-11-01 05:45:00,6.98,24.80,5.32,7.98,61.55,7.36,68.83,4.69,4.32,2022110106
4MLD Cubbon Park TTP,2022-11-01 06:00:00,7.11,26.90,3.24,4.66,17.30,1.16,0.92,5.02,12.96,2022110106
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.0,-,-,2022110106
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.0,-,-,2022110106
KADABEESANAHALLI 50 MLD,2022-10-20 21:15:00,8.17,24.30,1.06,5.30,115.15,10.57,47.08,12.23,5.72,2022110106
STP Sarakki 5 MLD,2022-11-01 06:00:00,5.97,26.80,-,-,25.98,15.59,21.49,5.20,-,2022110106
Kempambudhi STP 1 MLD,2022-11-01 06:00:00,10.71,22.30,0.63,1.94,30.61,4.11,6.86,5.27,10.73,2022110106
Mailasandra STP 75 MLD,2022-11-01 06:00:00,7.41,22.20,1.19,1.76,43.50,7.89,13.19,12.20,1.47,2022110106
60 MLD V.Valley TTP,2022-11-01 01:45:00,7.72,25.30,3.78,12.10,20.81,2.35,3.83,4.99,4.79,2022110106
KR Puram STP 20 MLD,2022-11-01 05:45:00,7.39,24.00,0.27,0.54,69.72,9.76,84.98,2.89,1.70,2022110106
1.5 MLD Lalbagh TTP,2022-11-01 06:00:00,7.71,22.50,0.48,2.42,18.01,1.57,0.96,4.81,6.89,2022110106
35MLD Agaram STP,2022-11-01 06:00:00,7.11,26.50,0.67,2.75,24.90,3.30,8.8,2.97,-,2022110106
Chikka_Bagur_5_MLD_STP,2022-11-01 06:04:00,7.82,26.70,-,-,43.00,7.30,7.7,14.60,-,2022110106
2MLD Ulsoor STP,2022-11-01 07:15:00,7.64,25.60,0.49,2.20,31.30,2.20,4.30,6.26,4.37,2022110107
CHIKKABANAVARA 5 MLD,2022-11-01 06:45:00,7.27,24.30,0.84,2.60,39.40,7.39,10.93,15.60,3.25,2022110107
KADUGODI 6 MLD STP,2022-11-01 06:45:00,7.66,25.00,0.60,2.40,-,-,144.61,-,5.23,2022110107
HORAMAVU 20 MLD,2022-11-01 06:45:00,7.28,26.40,0.86,3.90,30.52,7.04,18.80,11.93,4.30,2022110107
K AND C VALLEY 60 MLD,2022-11-01 07:00:00,7.33,26.10,1.94,4.40,36.04,0.00,12.34,8.01,4.85,2022110107
NAGASANDRA 20 MLD,2022-11-01 07:00:00,7.07,25.90,0.65,3.70,48.37,3.99,13.99,5.85,3.86,2022110107
RAJACANAL 40 MLD,2022-11-01 06:45:00,7.12,25.60,0.91,3.30,30.51,3.51,7.79,7.97,4.63,2022110107
YELLAMALAPACHETTY 15 MLD,2022-11-01 07:00:00,7.01,24.90,0.42,0.70,34.13,5.62,5.91,5.35,-,2022110107
BELLANDUR 90 MLD,2022-10-12 08:45:00,7.45,26.10,0.39,0.50,26.49,3.90,6.63,8.17,-,2022110107
DODDABELE 20 MLD,2022-10-31 20:00:00,7.18,25.70,0.14,2.10,37.57,7.55,4.65,11.69,-,2022110107
MALLATHALLI 5 MLD,2022-10-11 09:20:00,7.29,26.80,0.37,0.93,20.98,1.67,15.98,12.05,3.93,2022110107
NAGASANDRA OLD 20 MLD,2022-11-01 06:45:00,7.05,19.90,3.62,5.43,-,-,-,-,22.55,2022110107
4MLD Cubbon Park TTP,2022-11-01 07:00:00,7.11,27.00,3.24,4.66,17.30,1.16,0.92,5.02,12.96,2022110107
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2022110107
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.00,-,-,2022110107
KADABEESANAHALLI 50 MLD,2022-10-20 21:15:00,8.17,24.30,1.06,5.30,115.15,10.57,47.08,12.23,5.72,2022110107
STP Sarakki 5 MLD,2022-11-01 07:00:00,5.97,26.80,-,-,26.05,15.76,21.49,5.21,-,2022110107
Kempambudhi STP 1 MLD,2022-11-01 07:00:00,10.83,22.30,0.61,1.91,31.01,4.12,6.94,5.55,10.38,2022110107
Mailasandra STP 75 MLD,2022-11-01 07:00:00,7.39,22.40,1.20,3.26,43.47,7.90,13.23,12.08,2.72,2022110107
60 MLD V.Valley TTP,2022-11-01 01:45:00,7.72,25.30,3.78,12.10,20.81,2.35,3.83,4.99,4.79,2022110107
KR Puram STP 20 MLD,2022-11-01 06:45:00,7.39,23.90,0.28,0.56,70.47,9.87,85.82,2.51,1.73,2022110107
1.5 MLD Lalbagh TTP,2022-11-01 06:45:00,7.71,22.40,0.47,2.38,18.01,1.57,0.96,4.84,6.90,2022110107
35MLD Agaram STP,2022-11-01 07:00:00,7.03,26.40,0.78,3.20,28.10,2.80,12.20,2.52,-,2022110107
Chikka_Bagur_5_MLD_STP,2022-11-01 07:00:00,7.81,26.80,-,-,42.90,7.20,7.70,14.40,-,2022110107
2MLD Ulsoor STP,2022-11-01 08:15:00,7.57,25.80,0.52,2.34,31.00,2.10,4.20,6.20,4.40,2022110108
CHIKKABANAVARA 5 MLD,2022-11-01 07:45:00,7.27,24.20,0.84,2.60,39.40,7.38,10.94,15.58,4.59,2022110108
KADUGODI 6 MLD STP,2022-11-01 07:30:00,7.61,25.00,0.60,2.38,-,-,145.02,-,5.54,2022110108
HORAMAVU 20 MLD,2022-11-01 07:45:00,7.29,26.40,0.87,3.90,30.70,7.21,19.42,12.03,4.35,2022110108
K AND C VALLEY 60 MLD,2022-11-01 08:00:00,7.35,26.10,1.91,4.40,35.61,0.00,12.16,8.84,4.78,2022110108
NAGASANDRA 20 MLD,2022-11-01 08:00:00,7.07,25.90,0.67,3.80,47.97,3.98,13.88,5.99,3.90,2022110108
RAJACANAL 40 MLD,2022-11-01 07:45:00,7.09,25.70,0.91,3.40,30.45,3.52,7.69,7.99,4.62,2022110108
YELLAMALAPACHETTY 15 MLD,2022-11-01 08:00:00,6.89,25.10,0.40,0.70,34.16,5.65,6.01,5.38,-,2022110108
BELLANDUR 90 MLD,2022-10-12 08:45:00,7.45,26.10,0.39,0.50,26.49,3.90,6.63,8.17,-,2022110108
DODDABELE 20 MLD,2022-10-31 20:00:00,7.18,25.70,0.14,2.10,37.57,7.55,4.65,11.69,-,2022110108
MALLATHALLI 5 MLD,2022-10-11 09:20:00,7.29,26.80,0.37,0.93,20.98,1.67,15.98,12.05,3.93,2022110108
NAGASANDRA OLD 20 MLD,2022-11-01 07:45:00,7.05,24.60,4.14,6.21,-,-,-,-,24.20,2022110108
4MLD Cubbon Park TTP,2022-11-01 08:00:00,7.14,26.90,3.24,4.66,17.30,1.16,0.92,5.02,12.96,2022110108
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2022110108
