stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,total_phosphorus,updated_on,outlet_flow,inlet_flow
BELLANDUR 90 MLD,2023-12-21 11:45:00,7.75,25.10,0.54,1.7,28.69,2.74,20.92,5.74,3.02,-,2023122112,-,-
DODDABELE 20 MLD,2023-12-21 11:45:00,7.17,24.90,0.88,6.9,47.57,6.98,14.63,11.73,4.30,-,2023122112,-,-
NAGASANDRA OLD 20 MLD,2023-12-21 11:45:00,7.16,23.20,1.49,2.24,640.56,0.0,614.02,0.00,4.11,-,2023122112,-,-
4MLD Cubbon Park TTP,2023-12-21 11:45:00,6.98,27.50,0.75,4.73,17.34,1.23,0.94,5.03,3.75,-,2023122112,-,-
KADABEESANAHALLI 50 MLD,2023-12-17 13:00:00,6.72,22.60,0.87,3.9,50.19,8.67,10.76,8.09,3.47,-,2023122112,-,-
STP Sarakki 5 MLD,2023-12-21 11:45:00,7.88,26.10,0.57,1.14,18.86,5.03,5.86,3.77,-,-,2023122112,-,-
Mailasandra STP 75 MLD,2023-12-21 11:45:00,7.33,21.40,7.3,13.14,45.63,8.5,18.67,13.31,2.81,-,2023122112,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023122112,-,-
KR Puram STP 20 MLD,2023-12-21 11:45:00,7.23,24.10,1.33,2.66,49.55,6.91,19.61,6.94,6.91,-,2023122112,-,-
1.5 MLD Lalbagh TTP,2023-12-21 12:00:00,7.38,26.40,0.31,1.58,17.90,1.36,1.01,3.97,2.68,-,2023122112,-,-
35MLD Agaram STP,2023-12-21 11:45:00,7.3,24.20,0.82,3.36,29.93,5.11,4.51,6.57,-,-,2023122112,-,-
Chikka_Bagur_5_MLD_STP,2023-12-21 12:00:00,7.68,24.60,5.26,10.5,43.10,6.6,7.8,13.20,-,-,2023122112,-,-
Yelahanka 10MLD TTP,2023-12-21 09:15:00,7.36,23.40,3.41,9.51,41.60,6.3,4.1,8.32,3.09,0.19,2023122112,-,-
40MLD OLD Rajacanal STP,2023-12-21 12:00:00,7.62,22.70,1.5,4.95,25.50,6.5,7.7,6.38,5.25,0.75,2023122112,-,-
Hennur 1MLD TTP,2023-12-21 12:00:00,7.46,25.60,1.64,2.46,25.80,5.0,5.0,5.29,4.19,0.33,2023122112,-,-
4_MLD_Madiwala_STP,2023-12-21 12:00:00,7.64,23.00,1.54,4.47,34.36,2.48,3.61,8.59,-,-,2023122112,-,-
150MLD STP_K&C valley,2023-12-11 15:40:00,8.18,-,3.52,0.93,-,6.39,9.56,-,-,1.91,2023122112,-,-
20Mld KR Puram STP New,2023-12-21 11:45:00,8.18,-,3.36,4.96,41.46,6.34,6.83,9.36,-,-,2023122112,1.56,4.53
10 MLD STP HULIMAVU,2023-12-08 22:45:00,7.6,-,4.24,4.59,-,1.52,4.37,1.20,-,-,2023122112,2.18,2.31
2MLD Ulsoor STP,2023-12-21 12:30:00,7.43,25.70,0.34,1.7,32.62,4.57,5.22,6.52,4.66,-,2023122113,-,-
CHIKKABANAVARA 5 MLD,2023-12-21 12:30:00,7.47,22.80,0.39,3.1,28.67,4.55,4.57,12.43,3.12,-,2023122113,-,-
KADUGODI 6 MLD STP,2023-12-21 12:45:00,7.86,25.20,0.5,3.44,36.77,6.92,9.56,6.56,2.95,-,2023122113,-,-
HORAMAVU 20 MLD,2023-12-21 12:45:00,7.69,27.10,0.97,4.3,56.69,8.84,19.71,6.95,3.88,-,2023122113,-,-
K AND C VALLEY 60 MLD,2023-12-21 12:30:00,6.87,26.20,0.63,3.9,34.88,11.99,5.98,11.23,5.23,-,2023122113,-,-
NAGASANDRA 20 MLD,2023-12-21 12:45:00,7.7,24.70,1.06,4.24,49.21,7.4,11.02,5.56,3.67,-,2023122113,-,-
RAJACANAL 40 MLD,2023-12-21 12:45:00,7.68,25.30,0.89,4.0,28.24,3.43,3.97,7.90,4.27,-,2023122113,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-20 15:59:30,7.03,26.05,0.52,2.08,18.29,4.5,3.55,3.88,3.47,-,2023122113,-,-
BELLANDUR 90 MLD,2023-12-21 12:45:00,7.75,25.10,0.54,1.7,28.82,2.74,22.15,5.76,3.02,-,2023122113,-,-
DODDABELE 20 MLD,2023-12-21 12:45:00,7.14,25.60,0.9,6.8,46.92,6.99,13.32,11.82,4.28,-,2023122113,-,-
NAGASANDRA OLD 20 MLD,2023-12-21 12:45:00,7.16,23.30,1.49,2.24,659.45,1.27,625.17,0.00,3.97,-,2023122113,-,-
4MLD Cubbon Park TTP,2023-12-21 12:45:00,6.97,27.50,0.75,4.73,17.34,1.23,0.94,5.03,3.75,-,2023122113,-,-
KADABEESANAHALLI 50 MLD,2023-12-17 13:00:00,6.72,22.60,0.87,3.9,50.19,8.67,10.76,8.09,3.47,-,2023122113,-,-
STP Sarakki 5 MLD,2023-12-21 12:30:00,7.8,26.20,0.57,1.14,18.88,5.06,5.92,3.78,-,-,2023122113,-,-
Mailasandra STP 75 MLD,2023-12-21 12:45:00,7.29,21.20,7.3,13.15,45.65,8.52,18.67,13.25,2.41,-,2023122113,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023122113,-,-
KR Puram STP 20 MLD,2023-12-21 12:45:00,7.22,24.10,1.32,2.64,49.90,7.13,20.62,6.99,3.99,-,2023122113,-,-
1.5 MLD Lalbagh TTP,2023-12-21 12:45:00,7.38,26.80,0.3,1.55,17.89,1.36,1.01,3.94,2.56,-,2023122113,-,-
35MLD Agaram STP,2023-12-21 12:45:00,7.24,24.40,0.84,3.44,29.68,5.07,4.62,6.52,-,-,2023122113,-,-
Chikka_Bagur_5_MLD_STP,2023-12-21 13:00:00,7.72,24.60,6.06,12.1,43.20,6.6,8.0,13.20,-,-,2023122113,-,-
Yelahanka 10MLD TTP,2023-12-21 09:15:00,7.36,23.40,3.41,9.51,41.60,6.3,4.1,8.32,3.09,0.19,2023122113,-,-
40MLD OLD Rajacanal STP,2023-12-21 12:45:00,7.63,22.70,1.51,4.98,25.50,6.7,8.1,6.38,5.28,0.75,2023122113,-,-
Hennur 1MLD TTP,2023-12-21 13:00:00,7.47,25.50,1.72,2.58,25.70,4.9,4.9,5.29,4.19,0.34,2023122113,-,-
4_MLD_Madiwala_STP,2023-12-21 12:45:00,7.64,23.00,1.55,4.49,34.36,2.52,3.6,8.59,-,-,2023122113,-,-
150MLD STP_K&C valley,2023-12-11 15:40:00,8.18,-,3.52,0.93,-,6.39,9.56,-,-,1.91,2023122113,-,-
20Mld KR Puram STP New,2023-12-21 13:00:00,8.15,-,3.48,4.98,41.49,6.34,6.82,9.25,-,-,2023122113,2.16,5.19
10 MLD STP HULIMAVU,2023-12-08 22:45:00,7.6,-,4.24,4.59,-,1.52,4.37,1.20,-,-,2023122113,2.18,2.31
2MLD Ulsoor STP,2023-12-21 13:15:00,7.43,25.60,0.34,1.7,32.55,4.56,5.21,6.51,4.65,-,2023122114,-,-
CHIKKABANAVARA 5 MLD,2023-12-21 13:30:00,7.49,23.00,0.4,3.0,28.69,4.57,4.57,12.62,3.20,-,2023122114,-,-
KADUGODI 6 MLD STP,2023-12-21 13:45:00,7.86,25.10,0.5,3.44,36.86,6.92,9.94,6.55,2.95,-,2023122114,-,-
HORAMAVU 20 MLD,2023-12-21 13:45:00,7.68,27.40,0.97,4.3,57.01,8.55,21.55,6.15,3.88,-,2023122114,-,-
K AND C VALLEY 60 MLD,2023-12-21 13:30:00,6.88,26.20,0.63,3.9,34.95,11.98,6.09,11.07,5.23,-,2023122114,-,-
NAGASANDRA 20 MLD,2023-12-21 13:45:00,7.7,24.80,1.12,4.48,43.88,9.07,8.9,6.71,3.71,-,2023122114,-,-
RAJACANAL 40 MLD,2023-12-21 13:45:00,7.68,25.30,0.89,4.0,28.24,3.46,3.99,7.99,4.27,-,2023122114,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-20 15:59:30,7.03,26.05,0.52,2.08,18.29,4.5,3.55,3.88,3.47,-,2023122114,-,-
BELLANDUR 90 MLD,2023-12-21 13:45:00,7.75,25.20,0.55,1.7,28.96,3.16,22.74,5.79,3.08,-,2023122114,-,-
DODDABELE 20 MLD,2023-12-21 13:45:00,7.12,25.60,0.9,6.8,46.60,6.98,12.91,11.74,4.27,-,2023122114,-,-
NAGASANDRA OLD 20 MLD,2023-12-21 13:45:00,7.16,23.40,1.46,2.19,711.05,1.53,661.76,0.00,3.67,-,2023122114,-,-
4MLD Cubbon Park TTP,2023-12-21 13:45:00,6.99,27.50,0.75,4.72,17.33,1.22,0.94,5.03,3.75,-,2023122114,-,-
KADABEESANAHALLI 50 MLD,2023-12-17 13:00:00,6.72,22.60,0.87,3.9,50.19,8.67,10.76,8.09,3.47,-,2023122114,-,-
STP Sarakki 5 MLD,2023-12-21 13:30:00,7.86,26.20,0.57,1.14,18.87,5.04,5.88,3.77,-,-,2023122114,-,-
Mailasandra STP 75 MLD,2023-12-21 13:45:00,7.29,21.50,7.3,13.14,45.63,8.47,18.65,13.26,1.20,-,2023122114,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023122114,-,-
KR Puram STP 20 MLD,2023-12-21 13:45:00,7.22,24.20,1.27,2.54,50.50,7.05,23.9,7.07,1.71,-,2023122114,-,-
1.5 MLD Lalbagh TTP,2023-12-21 13:45:00,7.36,27.20,0.44,2.12,17.89,1.36,1.0,0.00,0.00,-,2023122114,-,-
35MLD Agaram STP,2023-12-21 13:45:00,7.22,24.40,0.84,3.44,29.60,5.05,4.62,6.50,-,-,2023122114,-,-
Chikka_Bagur_5_MLD_STP,2023-12-21 14:00:00,7.73,24.60,6.05,12.1,44.00,6.6,9.1,13.20,-,-,2023122114,-,-
Yelahanka 10MLD TTP,2023-12-21 09:15:00,7.36,23.40,3.41,9.51,41.60,6.3,4.1,8.32,3.09,0.19,2023122114,-,-
40MLD OLD Rajacanal STP,2023-12-21 13:45:00,7.69,22.60,1.54,5.08,25.50,6.7,8.1,6.38,5.39,0.77,2023122114,-,-
Hennur 1MLD TTP,2023-12-21 14:00:00,7.48,25.50,1.81,2.71,25.90,4.9,5.0,5.30,4.19,0.36,2023122114,-,-
4_MLD_Madiwala_STP,2023-12-21 13:45:00,7.64,23.00,1.54,4.47,34.37,2.5,3.61,8.59,-,-,2023122114,-,-
150MLD STP_K&C valley,2023-12-11 15:40:00,8.18,-,3.52,0.93,-,6.39,9.56,-,-,1.91,2023122114,-,-
20Mld KR Puram STP New,2023-12-21 14:00:00,8.15,-,3.48,4.98,41.49,6.34,6.82,9.25,-,-,2023122114,2.36,6.12
10 MLD STP HULIMAVU,2023-12-08 22:45:00,7.6,-,4.24,4.59,-,1.52,4.37,1.20,-,-,2023122114,2.18,2.31
2MLD Ulsoor STP,2023-12-21 14:45:00,7.43,25.60,0.34,1.7,32.27,4.52,5.16,6.45,4.61,-,2023122115,-,-
CHIKKABANAVARA 5 MLD,2023-12-21 14:30:00,7.49,23.00,0.4,3.0,28.74,4.56,4.58,12.48,3.20,-,2023122115,-,-
KADUGODI 6 MLD STP,2023-12-21 14:30:00,7.78,25.00,0.5,3.4,36.57,6.93,8.89,6.58,2.95,-,2023122115,-,-
HORAMAVU 20 MLD,2023-12-21 14:45:00,7.66,27.30,0.98,4.3,56.49,8.63,19.81,6.67,3.92,-,2023122115,-,-
K AND C VALLEY 60 MLD,2023-12-21 14:30:00,6.85,26.20,0.62,3.9,34.89,11.99,5.93,11.23,5.15,-,2023122115,-,-
NAGASANDRA 20 MLD,2023-12-21 14:45:00,7.69,24.90,1.15,4.6,42.56,8.89,8.47,6.68,3.72,-,2023122115,-,-
RAJACANAL 40 MLD,2023-12-21 14:45:00,7.68,25.40,0.9,4.0,28.23,3.46,3.98,7.99,4.32,-,2023122115,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-20 15:59:30,7.03,26.05,0.52,2.08,18.29,4.5,3.55,3.88,3.47,-,2023122115,-,-
BELLANDUR 90 MLD,2023-12-21 14:45:00,7.75,25.30,0.55,1.7,28.87,3.29,22.06,5.77,3.08,-,2023122115,-,-
DODDABELE 20 MLD,2023-12-21 14:30:00,7.14,25.80,0.91,6.8,46.54,6.99,12.85,11.81,4.28,-,2023122115,-,-
NAGASANDRA OLD 20 MLD,2023-12-21 14:45:00,7.16,23.40,1.4,2.1,844.95,0.0,758.17,0.00,3.83,-,2023122115,-,-
4MLD Cubbon Park TTP,2023-12-21 14:45:00,6.95,27.50,0.75,4.73,17.34,1.23,0.94,5.03,3.75,-,2023122115,-,-
KADABEESANAHALLI 50 MLD,2023-12-17 13:00:00,6.72,22.60,0.87,3.9,50.19,8.67,10.76,8.09,3.47,-,2023122115,-,-
STP Sarakki 5 MLD,2023-12-21 14:30:00,7.87,26.40,0.57,1.14,18.85,5.02,5.84,3.77,-,-,2023122115,-,-
Mailasandra STP 75 MLD,2023-12-21 14:45:00,7.29,21.90,7.3,13.14,45.64,8.46,18.63,13.32,0.69,-,2023122115,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023122115,-,-
KR Puram STP 20 MLD,2023-12-21 14:45:00,7.21,24.30,1.29,2.58,50.63,7.28,23.93,7.09,1.88,-,2023122115,-,-
1.5 MLD Lalbagh TTP,2023-12-21 14:45:00,7.35,27.60,0.45,2.25,17.88,1.36,1.0,0.00,0.00,-,2023122115,-,-
35MLD Agaram STP,2023-12-21 14:45:00,7.17,24.50,0.85,3.49,29.40,5.02,4.68,6.45,-,-,2023122115,-,-
Chikka_Bagur_5_MLD_STP,2023-12-21 14:45:00,7.65,24.60,5.9,11.8,43.70,6.5,8.7,13.00,-,-,2023122115,-,-
Yelahanka 10MLD TTP,2023-12-21 15:00:00,7.34,23.30,3.59,10.32,41.80,6.4,4.1,8.38,3.10,0.19,2023122115,-,-
40MLD OLD Rajacanal STP,2023-12-21 14:45:00,7.62,22.80,1.5,4.95,25.50,6.5,7.5,6.38,5.25,0.75,2023122115,-,-
Hennur 1MLD TTP,2023-12-21 15:00:00,7.49,25.50,1.91,2.87,26.00,5.0,5.0,5.30,4.19,0.38,2023122115,-,-
4_MLD_Madiwala_STP,2023-12-21 14:45:00,7.64,23.00,1.51,4.38,34.36,2.52,3.6,8.59,-,-,2023122115,-,-
150MLD STP_K&C valley,2023-12-11 15:40:00,8.18,-,3.52,0.93,-,6.39,9.56,-,-,1.91,2023122115,-,-
20Mld KR Puram STP New,2023-12-21 15:00:00,8.15,-,3.48,4.98,41.49,6.34,6.82,9.25,-,-,2023122115,2.92,6.59
10 MLD STP HULIMAVU,2023-12-08 22:45:00,7.6,-,4.24,4.59,-,1.52,4.37,1.20,-,-,2023122115,2.18,2.31
2MLD Ulsoor STP,2023-12-21 15:30:00,7.43,25.60,0.33,1.65,32.41,4.54,5.19,6.48,4.63,-,2023122116,-,-
CHIKKABANAVARA 5 MLD,2023-12-21 15:30:00,7.46,23.10,0.4,3.1,28.75,4.56,4.58,12.48,3.20,-,2023122116,-,-
KADUGODI 6 MLD STP,2023-12-21 15:30:00,7.76,25.00,0.5,3.4,36.56,6.94,8.79,6.59,2.95,-,2023122116,-,-
HORAMAVU 20 MLD,2023-12-21 15:45:00,7.69,27.30,0.98,4.3,57.10,8.58,20.44,6.77,3.92,-,2023122116,-,-
K AND C VALLEY 60 MLD,2023-12-21 15:30:00,6.83,26.20,0.62,3.8,34.70,11.96,5.73,10.87,5.15,-,2023122116,-,-
NAGASANDRA 20 MLD,2023-12-21 15:45:00,7.71,24.40,1.13,4.52,41.97,9.04,8.41,6.97,3.66,-,2023122116,-,-
RAJACANAL 40 MLD,2023-12-21 15:30:00,7.68,25.50,0.9,4.0,28.24,3.46,3.98,8.00,4.32,-,2023122116,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-20 15:59:30,7.03,26.05,0.52,2.08,18.29,4.5,3.55,3.88,3.47,-,2023122116,-,-
BELLANDUR 90 MLD,2023-12-21 15:45:00,7.75,25.30,0.55,1.7,28.96,3.13,22.71,5.79,3.08,-,2023122116,-,-
DODDABELE 20 MLD,2023-12-21 15:30:00,7.1,25.90,0.91,6.9,46.60,7.02,12.97,11.81,4.26,-,2023122116,-,-
NAGASANDRA OLD 20 MLD,2023-12-21 15:30:00,7.14,23.50,1.4,2.1,872.71,0.0,773.35,0.00,6.55,-,2023122116,-,-
4MLD Cubbon Park TTP,2023-12-21 15:45:00,6.92,27.50,0.75,4.73,17.34,1.23,0.93,5.03,3.75,-,2023122116,-,-
KADABEESANAHALLI 50 MLD,2023-12-17 13:00:00,6.72,22.60,0.87,3.9,50.19,8.67,10.76,8.09,3.47,-,2023122116,-,-
STP Sarakki 5 MLD,2023-12-21 15:30:00,7.78,26.40,0.6,1.2,18.86,5.03,5.86,3.77,-,-,2023122116,-,-
Mailasandra STP 75 MLD,2023-12-21 15:45:00,7.33,22.70,7.3,13.14,45.64,8.46,18.62,13.31,0.48,-,2023122116,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023122116,-,-
KR Puram STP 20 MLD,2023-12-21 15:45:00,7.2,24.40,1.35,2.7,51.36,6.5,28.6,7.19,1.85,-,2023122116,-,-
1.5 MLD Lalbagh TTP,2023-12-21 15:45:00,7.34,28.30,0.43,2.25,17.88,1.36,1.0,0.00,0.00,-,2023122116,-,-
35MLD Agaram STP,2023-12-21 15:30:00,7.16,24.50,0.85,3.49,29.36,5.01,4.68,6.44,-,-,2023122116,-,-
Chikka_Bagur_5_MLD_STP,2023-12-21 15:45:00,7.75,24.80,5.84,11.7,44.30,6.6,9.3,13.20,-,-,2023122116,-,-
Yelahanka 10MLD TTP,2023-12-21 16:00:00,7.34,23.30,3.44,9.73,40.90,9.9,9.8,8.26,3.10,0.19,2023122116,-,-
40MLD OLD Rajacanal STP,2023-12-21 15:45:00,7.54,22.80,1.54,5.08,25.50,6.5,7.4,6.38,5.39,0.77,2023122116,-,-
Hennur 1MLD TTP,2023-12-21 16:00:00,7.51,25.60,1.98,2.97,26.10,5.0,5.0,5.30,4.19,0.40,2023122116,-,-
4_MLD_Madiwala_STP,2023-12-21 15:45:00,7.63,23.00,1.58,4.58,34.35,2.43,3.58,8.59,-,-,2023122116,-,-
150MLD STP_K&C valley,2023-12-11 15:40:00,8.18,-,3.52,0.93,-,6.39,9.56,-,-,1.91,2023122116,-,-
20Mld KR Puram STP New,2023-12-21 16:00:00,8.15,-,3.48,4.98,41.49,6.34,6.82,9.25,-,-,2023122116,2.92,7.41
10 MLD STP HULIMAVU,2023-12-08 22:45:00,7.6,-,4.24,4.59,-,1.52,4.37,1.20,-,-,2023122116,2.18,2.31
2MLD Ulsoor STP,2023-12-21 16:15:00,7.31,25.90,0.33,1.65,32.34,4.53,5.17,6.47,4.62,-,2023122117,-,-
CHIKKABANAVARA 5 MLD,2023-12-21 16:15:00,7.45,23.00,0.4,3.1,28.88,4.51,4.63,12.17,3.20,-,2023122117,-,-
KADUGODI 6 MLD STP,2023-12-21 16:15:00,7.87,24.90,0.5,3.58,36.79,6.93,9.61,6.56,2.95,-,2023122117,-,-
HORAMAVU 20 MLD,2023-12-21 16:30:00,7.7,27.20,0.97,4.3,58.28,8.39,22.53,5.99,3.88,-,2023122117,-,-
K AND C VALLEY 60 MLD,2023-12-21 16:15:00,6.82,26.10,0.63,3.7,34.85,12.03,5.81,11.44,5.23,-,2023122117,-,-
NAGASANDRA 20 MLD,2023-12-21 16:30:00,7.71,24.60,1.14,4.56,43.63,9.16,8.46,6.66,3.69,-,2023122117,-,-
RAJACANAL 40 MLD,2023-12-21 16:30:00,7.68,25.30,0.89,4.0,28.25,3.45,4.0,7.98,4.27,-,2023122117,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-20 15:59:30,7.03,26.05,0.52,2.08,18.29,4.5,3.55,3.88,3.47,-,2023122117,-,-
BELLANDUR 90 MLD,2023-12-21 16:30:00,7.75,25.40,0.55,1.7,29.66,3.91,26.46,5.93,3.08,-,2023122117,-,-
DODDABELE 20 MLD,2023-12-21 16:30:00,7.07,25.90,0.9,6.9,46.07,7.0,12.2,11.79,4.24,-,2023122117,-,-
NAGASANDRA OLD 20 MLD,2023-12-21 16:30:00,7.14,23.40,1.42,2.13,839.71,0.75,738.62,0.00,6.28,-,2023122117,-,-
4MLD Cubbon Park TTP,2023-12-21 16:30:00,6.91,27.50,0.75,4.73,17.35,1.23,0.94,5.03,3.75,-,2023122117,-,-
KADABEESANAHALLI 50 MLD,2023-12-17 13:00:00,6.72,22.60,0.87,3.9,50.19,8.67,10.76,8.09,3.47,-,2023122117,-,-
STP Sarakki 5 MLD,2023-12-21 16:30:00,7.86,26.30,0.58,1.16,18.88,5.07,5.95,3.78,-,-,2023122117,-,-
Mailasandra STP 75 MLD,2023-12-21 16:30:00,7.33,22.80,7.3,13.15,45.64,8.46,18.59,13.15,0.18,-,2023122117,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023122117,-,-
KR Puram STP 20 MLD,2023-12-21 16:30:00,7.19,24.40,1.38,2.76,51.67,6.92,29.51,7.23,1.42,-,2023122117,-,-
1.5 MLD Lalbagh TTP,2023-12-21 16:30:00,7.34,28.20,0.46,2.3,17.89,1.36,1.01,0.00,0.00,-,2023122117,-,-
35MLD Agaram STP,2023-12-21 16:30:00,7.17,24.60,0.85,3.49,29.40,5.02,4.68,6.45,-,-,2023122117,-,-
Chikka_Bagur_5_MLD_STP,2023-12-21 16:45:00,7.6,24.80,6.09,12.2,44.30,6.5,9.4,13.00,-,-,2023122117,-,-
Yelahanka 10MLD TTP,2023-12-21 16:45:00,7.3,23.70,3.51,9.65,41.00,9.4,9.7,8.10,3.18,0.19,2023122117,-,-
40MLD OLD Rajacanal STP,2023-12-21 16:45:00,7.53,22.90,1.63,5.38,25.50,6.6,7.7,6.38,5.70,0.81,2023122117,-,-
Hennur 1MLD TTP,2023-12-21 16:45:00,7.52,25.60,2.07,3.11,26.20,5.1,5.0,5.31,4.18,0.41,2023122117,-,-
4_MLD_Madiwala_STP,2023-12-21 16:45:00,7.65,23.00,1.56,4.52,34.33,2.46,3.56,8.58,-,-,2023122117,-,-
150MLD STP_K&C valley,2023-12-11 15:40:00,8.18,-,3.52,0.93,-,6.39,9.56,-,-,1.91,2023122117,-,-
20Mld KR Puram STP New,2023-12-21 16:30:00,8.16,-,3.25,4.85,41.31,6.34,6.8,9.32,-,-,2023122117,2.92,7.41
10 MLD STP HULIMAVU,2023-12-08 22:45:00,7.6,-,4.24,4.59,-,1.52,4.37,1.20,-,-,2023122117,2.18,2.31
2MLD Ulsoor STP,2023-12-21 17:00:00,7.19,26.00,0.34,1.7,30.66,4.29,4.91,6.13,4.38,-,2023122118,-,-
CHIKKABANAVARA 5 MLD,2023-12-21 17:15:00,7.46,22.90,0.39,3.0,28.75,4.55,4.58,12.29,3.12,-,2023122118,-,-
KADUGODI 6 MLD STP,2023-12-21 17:30:00,7.78,24.80,0.5,3.37,36.54,6.93,8.78,6.56,2.95,-,2023122118,-,-
HORAMAVU 20 MLD,2023-12-21 17:30:00,7.72,27.20,0.97,4.3,57.62,8.31,21.75,5.73,3.88,-,2023122118,-,-
K AND C VALLEY 60 MLD,2023-12-21 17:15:00,6.79,26.10,0.62,3.8,35.18,12.07,6.21,11.39,5.15,-,2023122118,-,-
NAGASANDRA 20 MLD,2023-12-21 17:30:00,7.7,24.50,1.15,4.6,46.25,9.76,8.69,7.03,3.67,-,2023122118,-,-
RAJACANAL 40 MLD,2023-12-21 17:30:00,7.67,25.20,0.88,4.0,28.24,3.46,3.98,8.00,4.22,-,2023122118,-,-
YELLAMALAPACHETTY 15 MLD,2023-12-20 15:59:30,7.03,26.05,0.52,2.08,18.29,4.5,3.55,3.88,3.47,-,2023122118,-,-
BELLANDUR 90 MLD,2023-12-21 17:30:00,7.75,25.20,0.54,1.7,29.66,3.85,26.53,5.93,3.02,-,2023122118,-,-
DODDABELE 20 MLD,2023-12-21 17:30:00,7.11,25.70,0.9,6.9,46.12,7.04,12.21,11.88,4.27,-,2023122118,-,-
NAGASANDRA OLD 20 MLD,2023-12-21 17:30:00,7.27,23.40,3.5,5.25,49.81,11.04,13.45,7.76,6.48,-,2023122118,-,-
4MLD Cubbon Park TTP,2023-12-21 17:30:00,6.92,27.50,0.74,4.73,17.34,1.23,0.93,5.03,3.70,-,2023122118,-,-
KADABEESANAHALLI 50 MLD,2023-12-17 13:00:00,6.72,22.60,0.87,3.9,50.19,8.67,10.76,8.09,3.47,-,2023122118,-,-
STP Sarakki 5 MLD,2023-12-21 17:15:00,7.86,26.40,0.58,1.16,18.87,5.05,5.88,3.77,-,-,2023122118,-,-
Mailasandra STP 75 MLD,2023-12-21 17:30:00,7.31,22.90,7.3,13.15,45.65,8.48,18.6,13.33,0.25,-,2023122118,-,-
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,2023122118,-,-
KR Puram STP 20 MLD,2023-12-21 17:00:00,7.19,24.40,1.37,2.74,52.05,6.15,31.91,7.29,1.41,-,2023122118,-,-
1.5 MLD Lalbagh TTP,2023-12-21 17:30:00,7.35,26.90,0.48,2.33,17.91,1.36,1.01,2.05,2.85,-,2023122118,-,-
35MLD Agaram STP,2023-12-21 17:30:00,7.18,24.60,0.84,3.44,29.44,5.03,4.62,6.46,-,-,2023122118,-,-
Chikka_Bagur_5_MLD_STP,2023-12-21 17:45:00,7.61,24.70,6.32,12.6,44.10,6.4,9.3,12.80,-,-,2023122118,-,-
Yelahanka 10MLD TTP,2023-12-21 17:45:00,7.27,23.60,3.74,10.15,40.90,9.5,9.8,8.20,3.18,0.19,2023122118,-,-
40MLD OLD Rajacanal STP,2023-12-21 17:30:00,7.52,22.90,1.7,5.61,25.50,6.5,7.4,6.38,5.95,0.85,2023122118,-,-
Hennur 1MLD TTP,2023-12-21 17:45:00,7.52,25.60,2.04,3.06,26.10,5.1,5.0,5.30,4.18,0.41,2023122118,-,-
4_MLD_Madiwala_STP,2023-12-21 17:45:00,7.65,23.00,1.56,4.52,34.33,2.39,3.56,8.58,-,-,2023122118,-,-
150MLD STP_K&C valley,2023-12-11 15:40:00,8.18,-,3.52,0.93,-,6.39,9.56,-,-,1.91,2023122118,-,-
20Mld KR Puram STP New,2023-12-21 18:00:00,8.16,-,3.25,4.85,41.31,6.34,6.8,9.32,-,-,2023122118,3.83,7.41
10 MLD STP HULIMAVU,2023-12-08 22:45:00,7.6,-,4.24,4.59,-,1.52,4.37,1.20,-,-,2023122118,2.18,2.31
2MLD Ulsoor STP,2023-12-21 18:30:00,7.19,25.90,0.34,1.7,29.47,4.13,4.72,5.89,4.21,-,2023122119,-,-
CHIKKABANAVARA 5 MLD,2023-12-21 18:15:00,7.43,22.70,0.38,3.1,28.78,4.54,4.6,12.39,3.04,-,2023122119,-,-
KADUGODI 6 MLD STP,2023-12-21 18:30:00,7.78,24.90,0.5,3.36,36.56,6.93,8.73,6.58,2.95,-,2023122119,-,-
HORAMAVU 20 MLD,2023-12-21 18:30:00,7.68,27.20,0.97,4.3,57.53,8.47,21.98,6.28,3.88,-,2023122119,-,-
K AND C VALLEY 60 MLD,2023-12-21 18:30:00,6.87,26.00,0.62,3.8,35.57,12.13,6.38,11.26,5.15,-,2023122119,-,-
