stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,total_phosphorus,outlet_flow,inlet_flow,updated_on
40MLD OLD Rajacanal STP,2024-04-03 08:00:00,7.68,27.10,3.63,9.08,27.50,7.5,10.1,6.88,3.84,1.82,-,-,2024040308
Hennur 1MLD TTP,2024-04-02 22:15:00,7.19,30.10,0.32,0.48,22.30,3.2,4.0,5.11,4.18,0.06,-,-,2024040308
4_MLD_Madiwala_STP,2024-04-03 08:00:00,7.71,28.50,0.67,1.9,35.31,3.48,5.15,8.83,-,-,-,-,2024040308
150MLD STP_K&C valley,2024-04-03 07:45:00,7.41,-,1.04,5.73,-,4.5,9.69,-,-,0.98,-,-,2024040308
20Mld KR Puram STP New,2024-03-29 16:15:00,7.46,-,2.84,3.44,41.12,6.31,6.76,9.17,-,-,2.34,5.81,2024040308
10 MLD STP HULIMAVU,2024-04-03 07:45:00,7.94,-,3.73,3.83,22.17,1.33,3.43,1.20,-,-,0.00,0.32,2024040308
2MLD Ulsoor STP,2024-04-03 08:00:00,6.99,29.60,0.53,2.65,26.67,3.73,4.27,5.33,3.81,-,-,-,2024040309
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024040309
KADUGODI 6 MLD STP,2024-04-02 11:00:00,7.83,29.40,0.3,9.34,39.97,7.65,12.67,6.91,1.77,-,-,-,2024040309
HORAMAVU 20 MLD,2024-04-03 08:45:00,7.63,31.70,1.07,3.2,42.26,7.82,13.34,4.73,4.28,-,-,-,2024040309
K AND C VALLEY 60 MLD,2024-04-03 08:53:30,6.72,30.10,0.89,3.7,60.27,15.77,8.71,17.84,7.39,-,-,-,2024040309
NAGASANDRA 20 MLD,2024-04-03 08:45:00,7.47,28.10,1.04,4.16,46.85,9.75,11.02,12.24,4.22,-,-,-,2024040309
RAJACANAL 40 MLD,2024-04-03 08:45:00,7.63,29.40,1.2,2.6,28.65,3.68,4.09,8.14,5.76,-,-,-,2024040309
YELLAMALAPACHETTY 15 MLD,2024-04-03 09:00:00,7.55,29.03,0.55,2.21,53.00,9.29,9.38,5.83,2.83,-,-,-,2024040309
BELLANDUR 90 MLD,2024-03-28 13:00:00,7.71,30.00,1.04,1.5,27.91,6.82,10.41,5.58,5.82,-,-,-,2024040309
DODDABELE 20 MLD,2024-04-01 15:15:00,6.76,30.30,0.43,1.1,47.53,7.45,16.84,10.57,4.06,-,-,-,2024040309
NAGASANDRA OLD 20 MLD,2024-04-03 08:45:00,6.78,26.50,2.01,3.01,47.41,7.98,13.99,0.00,5.03,-,-,-,2024040309
4MLD Cubbon Park TTP,2024-04-03 08:45:00,6.75,31.30,0.7,4.72,17.32,1.22,0.92,5.02,3.50,-,-,-,2024040309
KADABEESANAHALLI 50 MLD,2024-04-01 15:45:00,9.06,26.60,1.11,3.77,67.44,9.67,34.33,8.33,4.99,-,-,-,2024040309
STP Sarakki 5 MLD,2024-04-03 08:45:00,7.68,30.20,1.07,2.14,20.95,8.24,8.18,4.19,-,-,-,-,2024040309
Mailasandra STP 75 MLD,2024-04-03 08:45:00,7.54,26.80,15.91,25.46,53.36,18.85,14.95,4.51,0.82,-,-,-,2024040309
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024040309
KR Puram STP 20 MLD,2024-04-03 08:45:00,6.84,27.20,3.08,6.16,49.97,8.53,19.23,7.00,-0.68,-,-,-,2024040309
1.5 MLD Lalbagh TTP,2024-04-03 08:45:00,7.19,29.30,0.34,1.8,20.04,2.12,2.22,12.41,7.65,-,-,-,2024040309
35MLD Agaram STP,2024-04-03 08:45:00,7.2,28.80,0.61,2.5,29.52,5.04,3.36,6.48,-,-,-,-,2024040309
Chikka_Bagur_5_MLD_STP,2024-04-03 09:00:00,7.85,28.50,0.97,1.9,43.80,7.1,7.6,14.20,-,-,-,-,2024040309
Yelahanka 10MLD TTP,2024-04-03 09:00:00,7.52,25.60,15.84,44.62,35.20,4.9,5.2,7.03,2.28,0.20,-,-,2024040309
40MLD OLD Rajacanal STP,2024-04-03 09:00:00,7.55,27.20,3.51,8.77,27.70,7.3,9.6,6.93,3.78,1.75,-,-,2024040309
Hennur 1MLD TTP,2024-04-03 09:00:00,7.16,30.10,0.37,0.56,21.40,2.7,4.0,5.07,4.19,0.07,-,-,2024040309
4_MLD_Madiwala_STP,2024-04-03 09:00:00,7.72,28.40,0.67,1.9,35.27,3.45,5.09,8.82,-,-,-,-,2024040309
150MLD STP_K&C valley,2024-04-03 08:45:00,7.35,-,1.03,5.73,-,4.5,9.69,-,-,0.98,-,-,2024040309
20Mld KR Puram STP New,2024-03-29 16:15:00,7.46,-,2.84,3.44,41.12,6.31,6.76,9.17,-,-,2.34,5.81,2024040309
10 MLD STP HULIMAVU,2024-04-03 08:45:00,7.94,-,3.73,3.83,22.17,1.33,3.43,1.20,-,-,2.10,2.33,2024040309
2MLD Ulsoor STP,2024-04-03 08:00:00,6.99,29.60,0.53,2.65,26.67,3.73,4.27,5.33,3.81,-,-,-,2024040310
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024040310
KADUGODI 6 MLD STP,2024-04-02 11:00:00,7.83,29.40,0.3,9.34,39.97,7.65,12.67,6.91,1.77,-,-,-,2024040310
HORAMAVU 20 MLD,2024-04-03 09:45:00,7.69,31.80,1.08,3.2,42.38,7.84,13.39,4.73,4.32,-,-,-,2024040310
K AND C VALLEY 60 MLD,2024-04-03 09:52:00,6.69,30.30,0.88,3.6,60.16,15.72,8.68,17.56,7.30,-,-,-,2024040310
NAGASANDRA 20 MLD,2024-04-03 09:45:00,7.48,28.90,1.04,4.16,46.88,9.74,11.02,11.72,4.30,-,-,-,2024040310
RAJACANAL 40 MLD,2024-04-03 09:45:00,7.62,29.60,1.22,2.6,28.66,3.68,4.11,8.16,5.86,-,-,-,2024040310
YELLAMALAPACHETTY 15 MLD,2024-04-03 10:00:00,7.68,29.54,0.56,2.25,23.11,1.56,9.42,5.86,3.39,-,-,-,2024040310
BELLANDUR 90 MLD,2024-03-28 13:00:00,7.71,30.00,1.04,1.5,27.91,6.82,10.41,5.58,5.82,-,-,-,2024040310
DODDABELE 20 MLD,2024-04-01 15:15:00,6.76,30.30,0.43,1.1,47.53,7.45,16.84,10.57,4.06,-,-,-,2024040310
NAGASANDRA OLD 20 MLD,2024-04-03 09:45:00,6.85,26.60,1.77,2.65,44.49,9.03,10.02,7.70,4.43,-,-,-,2024040310
4MLD Cubbon Park TTP,2024-04-03 09:45:00,6.77,31.30,0.69,4.72,17.32,1.22,0.92,5.02,3.45,-,-,-,2024040310
KADABEESANAHALLI 50 MLD,2024-04-01 15:45:00,9.06,26.60,1.11,3.77,67.44,9.67,34.33,8.33,4.99,-,-,-,2024040310
STP Sarakki 5 MLD,2024-04-03 09:45:00,7.63,30.30,1.03,2.06,20.99,8.29,8.29,4.20,-,-,-,-,2024040310
Mailasandra STP 75 MLD,2024-04-03 09:45:00,7.63,27.60,17.39,27.82,53.52,19.0,14.75,3.64,1.07,-,-,-,2024040310
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024040310
KR Puram STP 20 MLD,2024-04-03 09:30:00,6.83,27.30,3.22,6.44,49.87,7.98,19.22,6.98,-0.68,-,-,-,2024040310
1.5 MLD Lalbagh TTP,2024-04-03 09:45:00,7.18,30.70,0.23,1.17,18.37,1.44,0.97,18.63,12.23,-,-,-,2024040310
35MLD Agaram STP,2024-04-03 09:45:00,7.19,28.80,0.61,2.5,29.48,5.03,3.36,6.47,-,-,-,-,2024040310
Chikka_Bagur_5_MLD_STP,2024-04-03 10:00:00,7.74,28.20,0.82,1.6,44.30,7.3,8.0,14.60,-,-,-,-,2024040310
Yelahanka 10MLD TTP,2024-04-03 10:00:00,7.55,25.60,16.27,44.93,35.20,4.9,5.2,7.02,2.28,0.20,-,-,2024040310
40MLD OLD Rajacanal STP,2024-04-03 10:00:00,7.55,27.40,3.45,8.62,27.80,7.5,10.2,6.95,3.78,1.73,-,-,2024040310
Hennur 1MLD TTP,2024-04-03 10:00:00,7.13,30.10,0.35,0.52,21.50,2.8,4.0,5.07,4.19,0.07,-,-,2024040310
4_MLD_Madiwala_STP,2024-04-03 10:00:00,7.72,28.40,0.67,1.9,40.26,7.43,10.29,10.06,-,-,-,-,2024040310
150MLD STP_K&C valley,2024-04-03 09:45:00,7.44,-,1.04,5.73,-,4.47,9.69,-,-,0.98,-,-,2024040310
20Mld KR Puram STP New,2024-03-29 16:15:00,7.46,-,2.84,3.44,41.12,6.31,6.76,9.17,-,-,2.34,5.81,2024040310
10 MLD STP HULIMAVU,2024-04-03 09:45:00,7.94,-,3.73,3.83,22.17,1.33,3.43,1.20,-,-,2.10,2.53,2024040310
2MLD Ulsoor STP,2024-04-03 08:00:00,6.99,29.60,0.53,2.65,26.67,3.73,4.27,5.33,3.81,-,-,-,2024040311
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024040311
KADUGODI 6 MLD STP,2024-04-02 11:00:00,7.83,29.40,0.3,9.34,39.97,7.65,12.67,6.91,1.77,-,-,-,2024040311
HORAMAVU 20 MLD,2024-04-03 10:45:00,7.63,32.00,1.06,3.2,42.45,7.85,13.44,4.68,4.24,-,-,-,2024040311
K AND C VALLEY 60 MLD,2024-04-03 10:53:30,6.68,30.60,0.89,3.6,60.43,15.74,9.32,17.55,7.39,-,-,-,2024040311
NAGASANDRA 20 MLD,2024-04-03 10:45:00,7.51,29.30,1.06,4.24,46.92,9.78,11.05,12.10,4.37,-,-,-,2024040311
RAJACANAL 40 MLD,2024-04-03 10:45:00,7.63,30.00,1.25,2.6,28.65,3.68,4.1,8.16,6.00,-,-,-,2024040311
YELLAMALAPACHETTY 15 MLD,2024-04-03 11:00:00,7.75,29.80,0.57,2.26,19.82,0.0,9.47,5.85,7.16,-,-,-,2024040311
BELLANDUR 90 MLD,2024-03-28 13:00:00,7.71,30.00,1.04,1.5,27.91,6.82,10.41,5.58,5.82,-,-,-,2024040311
DODDABELE 20 MLD,2024-04-01 15:15:00,6.76,30.30,0.43,1.1,47.53,7.45,16.84,10.57,4.06,-,-,-,2024040311
NAGASANDRA OLD 20 MLD,2024-04-03 10:45:00,6.82,26.80,1.9,2.85,44.67,9.03,10.24,7.59,4.75,-,-,-,2024040311
4MLD Cubbon Park TTP,2024-04-03 10:45:00,6.74,31.40,0.7,4.72,17.32,1.22,0.92,5.02,3.50,-,-,-,2024040311
KADABEESANAHALLI 50 MLD,2024-04-01 15:45:00,9.06,26.60,1.11,3.77,67.44,9.67,34.33,8.33,4.99,-,-,-,2024040311
STP Sarakki 5 MLD,2024-04-03 10:45:00,7.59,30.30,1.07,2.14,20.88,8.09,7.7,4.18,-,-,-,-,2024040311
Mailasandra STP 75 MLD,2024-04-03 10:45:00,7.66,28.10,18.59,29.74,53.52,18.98,14.66,2.38,0.82,-,-,-,2024040311
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024040311
KR Puram STP 20 MLD,2024-04-03 10:45:00,6.9,28.00,2.96,5.92,50.56,7.97,22.34,7.08,-0.65,-,-,-,2024040311
1.5 MLD Lalbagh TTP,2024-04-03 10:45:00,7.13,31.20,0.21,1.1,18.36,1.44,0.99,6.73,0.00,-,-,-,2024040311
35MLD Agaram STP,2024-04-03 10:45:00,7.23,28.90,0.62,2.54,29.64,5.06,3.41,6.51,-,-,-,-,2024040311
Chikka_Bagur_5_MLD_STP,2024-04-03 11:00:00,7.65,28.30,2.78,5.6,43.90,7.2,7.7,14.40,-,-,-,-,2024040311
Yelahanka 10MLD TTP,2024-04-03 11:00:00,7.51,25.60,14.74,42.32,35.20,4.9,5.2,7.04,2.30,0.20,-,-,2024040311
40MLD OLD Rajacanal STP,2024-04-03 11:00:00,7.57,27.40,3.45,8.62,28.00,7.6,10.6,7.00,3.79,1.73,-,-,2024040311
Hennur 1MLD TTP,2024-04-03 11:00:00,7.13,30.10,0.37,0.56,21.60,2.8,4.0,5.08,4.19,0.07,-,-,2024040311
4_MLD_Madiwala_STP,2024-04-03 11:00:00,7.72,28.50,0.66,1.9,36.17,7.56,5.73,9.04,-,-,-,-,2024040311
150MLD STP_K&C valley,2024-04-03 10:45:00,7.34,-,1.04,5.72,-,4.5,9.69,-,-,0.98,-,-,2024040311
20Mld KR Puram STP New,2024-03-29 16:15:00,7.46,-,2.84,3.44,41.12,6.31,6.76,9.17,-,-,2.34,5.81,2024040311
10 MLD STP HULIMAVU,2024-04-03 10:45:00,7.94,-,3.73,3.83,22.17,1.33,3.43,1.20,-,-,2.10,2.66,2024040311
2MLD Ulsoor STP,2024-04-03 10:45:00,6.95,29.50,0.54,2.7,25.69,3.6,4.11,5.14,3.67,-,-,-,2024040312
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024040312
KADUGODI 6 MLD STP,2024-04-02 11:00:00,7.83,29.40,0.3,9.34,39.97,7.65,12.67,6.91,1.77,-,-,-,2024040312
HORAMAVU 20 MLD,2024-04-03 11:45:00,7.6,32.00,1.11,3.1,42.38,7.86,13.34,4.67,4.44,-,-,-,2024040312
K AND C VALLEY 60 MLD,2024-04-03 11:55:00,6.68,30.80,0.89,3.6,60.29,15.78,9.23,17.77,7.39,-,-,-,2024040312
NAGASANDRA 20 MLD,2024-04-03 11:45:00,7.47,29.40,1.1,4.4,46.91,9.79,11.05,12.52,4.35,-,-,-,2024040312
RAJACANAL 40 MLD,2024-04-03 11:45:00,7.62,30.20,1.27,2.6,28.66,3.67,4.09,8.14,6.10,-,-,-,2024040312
YELLAMALAPACHETTY 15 MLD,2024-04-03 12:00:00,7.78,29.91,0.57,2.27,13.16,0.0,9.39,5.85,2.74,-,-,-,2024040312
BELLANDUR 90 MLD,2024-03-28 13:00:00,7.71,30.00,1.04,1.5,27.91,6.82,10.41,5.58,5.82,-,-,-,2024040312
DODDABELE 20 MLD,2024-04-01 15:15:00,6.76,30.30,0.43,1.1,47.53,7.45,16.84,10.57,4.06,-,-,-,2024040312
NAGASANDRA OLD 20 MLD,2024-04-03 11:45:00,6.81,27.00,1.98,2.97,44.99,9.04,10.62,7.10,4.95,-,-,-,2024040312
4MLD Cubbon Park TTP,2024-04-03 11:45:00,6.73,31.40,0.7,4.73,17.32,1.23,0.92,5.02,3.50,-,-,-,2024040312
KADABEESANAHALLI 50 MLD,2024-04-01 15:45:00,9.06,26.60,1.11,3.77,67.44,9.67,34.33,8.33,4.99,-,-,-,2024040312
STP Sarakki 5 MLD,2024-04-03 11:45:00,7.65,30.50,1.06,2.12,20.87,8.09,7.7,4.17,-,-,-,-,2024040312
Mailasandra STP 75 MLD,2024-04-03 11:30:00,7.7,28.60,20.2,32.32,53.30,18.67,14.79,2.68,1.18,-,-,-,2024040312
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024040312
KR Puram STP 20 MLD,2024-04-03 11:45:00,6.9,28.40,2.9,5.8,49.55,7.55,18.6,6.94,0.23,-,-,-,2024040312
1.5 MLD Lalbagh TTP,2024-04-03 11:45:00,7.11,31.50,0.22,1.07,18.37,1.45,1.0,0.00,0.00,-,-,-,2024040312
35MLD Agaram STP,2024-04-03 11:45:00,7.16,29.00,0.62,2.54,29.36,5.01,3.41,6.44,-,-,-,-,2024040312
Chikka_Bagur_5_MLD_STP,2024-04-03 12:00:00,7.95,28.60,1.0,2.0,43.80,7.1,7.7,14.20,-,-,-,-,2024040312
Yelahanka 10MLD TTP,2024-04-03 12:00:00,7.48,25.60,14.66,41.23,35.40,5.0,5.2,7.05,2.29,0.20,-,-,2024040312
40MLD OLD Rajacanal STP,2024-04-03 12:00:00,7.57,27.40,3.52,8.8,28.20,8.1,11.8,7.05,3.79,1.76,-,-,2024040312
Hennur 1MLD TTP,2024-04-03 12:00:00,7.14,30.10,0.42,0.63,21.70,2.9,4.0,5.08,4.20,0.08,-,-,2024040312
4_MLD_Madiwala_STP,2024-04-03 12:00:00,7.72,28.60,0.65,1.9,34.65,4.95,3.71,8.66,-,-,-,-,2024040312
150MLD STP_K&C valley,2024-04-03 11:45:00,7.28,-,1.04,5.73,-,4.5,9.69,-,-,0.98,-,-,2024040312
20Mld KR Puram STP New,2024-03-29 16:15:00,7.46,-,2.84,3.44,41.12,6.31,6.76,9.17,-,-,2.34,5.81,2024040312
10 MLD STP HULIMAVU,2024-04-03 11:45:00,8.31,-,4.21,5.3,37.17,2.23,5.05,1.20,-,-,2.46,2.66,2024040312
2MLD Ulsoor STP,2024-04-03 10:45:00,6.95,29.50,0.54,2.7,25.69,3.6,4.11,5.14,3.67,-,-,-,2024040313
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024040313
KADUGODI 6 MLD STP,2024-04-02 11:00:00,7.83,29.40,0.3,9.34,39.97,7.65,12.67,6.91,1.77,-,-,-,2024040313
HORAMAVU 20 MLD,2024-04-03 12:45:00,7.59,32.30,1.1,3.2,42.38,7.84,13.42,4.71,4.40,-,-,-,2024040313
K AND C VALLEY 60 MLD,2024-04-03 12:53:30,6.68,30.90,0.89,3.5,60.54,15.75,9.5,17.44,7.39,-,-,-,2024040313
NAGASANDRA 20 MLD,2024-04-03 12:45:00,7.39,29.70,1.13,4.52,46.93,9.8,11.04,11.85,4.39,-,-,-,2024040313
RAJACANAL 40 MLD,2024-04-03 12:45:00,7.62,30.30,1.27,2.6,28.66,3.68,4.09,8.17,6.10,-,-,-,2024040313
YELLAMALAPACHETTY 15 MLD,2024-04-03 12:45:00,7.84,30.14,0.57,2.29,0.00,0.0,9.31,5.86,2.78,-,-,-,2024040313
BELLANDUR 90 MLD,2024-03-28 13:00:00,7.71,30.00,1.04,1.5,27.91,6.82,10.41,5.58,5.82,-,-,-,2024040313
DODDABELE 20 MLD,2024-04-01 15:15:00,6.76,30.30,0.43,1.1,47.53,7.45,16.84,10.57,4.06,-,-,-,2024040313
NAGASANDRA OLD 20 MLD,2024-04-03 12:45:00,6.78,27.20,2.18,3.27,45.14,9.0,10.77,6.93,5.45,-,-,-,2024040313
4MLD Cubbon Park TTP,2024-04-03 12:45:00,6.74,31.40,0.7,4.73,17.32,1.23,0.92,5.02,3.50,-,-,-,2024040313
KADABEESANAHALLI 50 MLD,2024-04-01 15:45:00,9.06,26.60,1.11,3.77,67.44,9.67,34.33,8.33,4.99,-,-,-,2024040313
STP Sarakki 5 MLD,2024-04-03 12:45:00,7.66,30.60,1.05,2.1,20.88,8.1,7.73,4.18,-,-,-,-,2024040313
Mailasandra STP 75 MLD,2024-04-03 12:45:00,7.76,29.00,21.49,34.38,51.83,17.12,15.23,4.19,1.26,-,-,-,2024040313
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024040313
KR Puram STP 20 MLD,2024-04-03 12:45:00,6.91,28.60,2.68,5.36,52.63,8.07,31.68,7.37,0.10,-,-,-,2024040313
1.5 MLD Lalbagh TTP,2024-04-03 12:45:00,7.12,31.70,0.31,1.6,18.41,1.46,1.01,0.00,0.00,-,-,-,2024040313
35MLD Agaram STP,2024-04-03 12:45:00,7.11,29.10,0.62,2.54,29.15,4.98,3.41,6.40,-,-,-,-,2024040313
Chikka_Bagur_5_MLD_STP,2024-04-03 13:00:00,7.9,28.60,0.85,1.7,44.70,7.4,8.6,14.80,-,-,-,-,2024040313
Yelahanka 10MLD TTP,2024-04-03 13:00:00,7.47,25.60,10.79,35.6,35.10,5.2,5.4,7.04,2.31,0.20,-,-,2024040313
40MLD OLD Rajacanal STP,2024-04-03 13:00:00,7.57,27.40,3.53,8.82,28.30,8.4,12.4,7.07,3.79,1.76,-,-,2024040313
Hennur 1MLD TTP,2024-04-03 13:00:00,7.15,30.10,0.42,0.63,21.80,2.9,4.0,5.09,4.20,0.08,-,-,2024040313
4_MLD_Madiwala_STP,2024-04-03 13:00:00,7.71,28.70,0.66,1.9,34.61,4.67,3.67,8.65,-,-,-,-,2024040313
150MLD STP_K&C valley,2024-04-03 12:45:00,7.34,-,1.04,5.73,-,4.47,9.69,-,-,0.98,-,-,2024040313
20Mld KR Puram STP New,2024-03-29 16:15:00,7.46,-,2.84,3.44,41.12,6.31,6.76,9.17,-,-,2.34,5.81,2024040313
10 MLD STP HULIMAVU,2024-04-03 12:45:00,8.31,-,4.21,5.3,37.17,2.23,5.05,1.20,-,-,2.46,2.83,2024040313
2MLD Ulsoor STP,2024-04-03 13:30:00,7.02,29.70,0.54,2.7,25.90,3.63,4.14,5.18,3.70,-,-,-,2024040314
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024040314
KADUGODI 6 MLD STP,2024-04-02 11:00:00,7.83,29.40,0.3,9.34,39.97,7.65,12.67,6.91,1.77,-,-,-,2024040314
HORAMAVU 20 MLD,2024-04-03 13:45:00,7.67,32.20,1.11,3.1,42.40,7.84,13.42,4.69,4.44,-,-,-,2024040314
K AND C VALLEY 60 MLD,2024-04-03 13:55:00,6.68,31.00,0.92,3.5,60.14,15.76,8.61,17.64,7.64,-,-,-,2024040314
NAGASANDRA 20 MLD,2024-04-03 13:45:00,7.38,29.90,1.13,4.52,46.91,9.74,11.06,11.34,4.45,-,-,-,2024040314
RAJACANAL 40 MLD,2024-04-03 13:45:00,7.62,30.40,1.28,2.5,28.66,3.68,4.09,8.15,6.14,-,-,-,2024040314
YELLAMALAPACHETTY 15 MLD,2024-04-03 14:00:00,7.89,30.34,0.58,2.31,10.93,3.32,9.36,5.87,2.65,-,-,-,2024040314
BELLANDUR 90 MLD,2024-03-28 13:00:00,7.71,30.00,1.04,1.5,27.91,6.82,10.41,5.58,5.82,-,-,-,2024040314
DODDABELE 20 MLD,2024-04-01 15:15:00,6.76,30.30,0.43,1.1,47.53,7.45,16.84,10.57,4.06,-,-,-,2024040314
NAGASANDRA OLD 20 MLD,2024-04-03 13:45:00,6.76,27.30,2.27,3.4,45.44,8.96,11.12,6.13,5.68,-,-,-,2024040314
4MLD Cubbon Park TTP,2024-04-03 13:45:00,6.74,31.40,0.7,4.73,17.32,1.23,0.92,5.02,-,-,-,-,2024040314
KADABEESANAHALLI 50 MLD,2024-04-01 15:45:00,9.06,26.60,1.11,3.77,67.44,9.67,34.33,8.33,4.99,-,-,-,2024040314
STP Sarakki 5 MLD,2024-04-03 13:45:00,7.62,30.70,1.09,2.18,20.92,8.15,7.72,4.18,-,-,-,-,2024040314
Mailasandra STP 75 MLD,2024-04-03 13:45:00,7.78,29.20,22.15,35.44,51.75,16.97,15.16,4.35,0.84,-,-,-,2024040314
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024040314
KR Puram STP 20 MLD,2024-04-03 13:45:00,6.89,28.80,2.73,5.46,51.34,6.9,27.66,7.19,-0.64,-,-,-,2024040314
1.5 MLD Lalbagh TTP,2024-04-03 13:45:00,7.13,31.90,0.29,1.45,18.44,1.46,1.01,0.00,0.00,-,-,-,2024040314
35MLD Agaram STP,2024-04-03 13:45:00,7.19,29.30,0.63,2.58,29.48,5.03,3.46,6.47,-,-,-,-,2024040314
Chikka_Bagur_5_MLD_STP,2024-04-03 14:00:00,7.86,28.60,0.89,1.8,45.10,7.5,9.0,15.00,-,-,-,-,2024040314
Yelahanka 10MLD TTP,2024-04-03 14:00:00,7.46,25.90,7.13,23.74,35.30,5.2,5.4,7.05,2.52,0.20,-,-,2024040314
40MLD OLD Rajacanal STP,2024-04-03 14:00:00,7.61,27.50,3.62,9.05,28.10,8.1,11.8,7.03,3.81,1.81,-,-,2024040314
Hennur 1MLD TTP,2024-04-03 14:00:00,7.16,30.10,0.4,0.6,21.80,3.0,4.0,5.09,4.19,0.08,-,-,2024040314
4_MLD_Madiwala_STP,2024-04-03 14:00:00,7.71,28.70,0.66,1.9,34.60,4.91,3.65,8.65,-,-,-,-,2024040314
150MLD STP_K&C valley,2024-04-03 13:45:00,7.41,-,1.04,5.72,-,4.5,9.69,-,-,0.98,-,-,2024040314
20Mld KR Puram STP New,2024-03-29 16:15:00,7.46,-,2.84,3.44,41.12,6.31,6.76,9.17,-,-,2.34,5.81,2024040314
10 MLD STP HULIMAVU,2024-04-03 13:45:00,8.31,-,4.21,5.3,37.17,2.23,5.05,1.20,-,-,2.55,3.02,2024040314
2MLD Ulsoor STP,2024-04-03 13:30:00,7.02,29.70,0.54,2.7,25.90,3.63,4.14,5.18,3.70,-,-,-,2024040315
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024040315
KADUGODI 6 MLD STP,2024-04-02 11:00:00,7.83,29.40,0.3,9.34,39.97,7.65,12.67,6.91,1.77,-,-,-,2024040315
HORAMAVU 20 MLD,2024-04-03 14:30:00,7.64,32.30,1.11,3.1,-,-,-,-,4.44,-,-,-,2024040315
K AND C VALLEY 60 MLD,2024-04-03 14:52:00,6.68,31.00,0.9,3.5,60.30,15.80,8.87,17.96,7.47,-,-,-,2024040315
NAGASANDRA 20 MLD,2024-04-03 14:45:00,7.4,30.00,1.1,4.4,46.87,9.80,11.03,12.54,4.50,-,-,-,2024040315
RAJACANAL 40 MLD,2024-04-03 14:45:00,7.62,30.30,1.28,2.5,28.66,3.69,4.09,8.17,6.14,-,-,-,2024040315
YELLAMALAPACHETTY 15 MLD,2024-04-03 15:00:00,7.9,30.40,0.58,2.31,24.76,4.85,9.42,5.87,3.54,-,-,-,2024040315
BELLANDUR 90 MLD,2024-03-28 13:00:00,7.71,30.00,1.04,1.5,27.91,6.82,10.41,5.58,5.82,-,-,-,2024040315
DODDABELE 20 MLD,2024-04-01 15:15:00,6.76,30.30,0.43,1.1,47.53,7.45,16.84,10.57,4.06,-,-,-,2024040315
NAGASANDRA OLD 20 MLD,2024-04-03 14:45:00,6.78,27.50,2.26,3.39,46.06,8.81,12.05,3.54,5.65,-,-,-,2024040315
4MLD Cubbon Park TTP,2024-04-03 14:45:00,6.75,31.40,0.7,4.72,17.32,1.22,0.92,5.02,-,-,-,-,2024040315
KADABEESANAHALLI 50 MLD,2024-04-01 15:45:00,9.06,26.60,1.11,3.77,67.44,9.67,34.33,8.33,4.99,-,-,-,2024040315
STP Sarakki 5 MLD,2024-04-03 14:45:00,7.65,30.80,1.1,2.2,20.88,8.09,7.68,4.18,-,-,-,-,2024040315
Mailasandra STP 75 MLD,2024-04-03 14:45:00,7.79,29.50,22.93,36.69,51.63,16.80,15.18,4.77,0.77,-,-,-,2024040315
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024040315
KR Puram STP 20 MLD,2024-04-03 14:45:00,6.9,29.30,2.69,5.38,50.26,7.89,21.24,7.04,-0.48,-,-,-,2024040315
1.5 MLD Lalbagh TTP,2024-04-03 14:45:00,7.13,32.00,0.27,1.35,18.47,1.47,1.02,0.00,0.00,-,-,-,2024040315
