stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,total_phosphorus,outlet_flow,inlet_flow,updated_on
4MLD Cubbon Park TTP,2024-04-01 01:45:00,6.71,31.10,0.69,4.72,17.32,1.22,0.92,5.02,3.45,-,-,-,2024040102
KADABEESANAHALLI 50 MLD,2024-04-01 01:45:00,8.92,25.10,0.93,3.16,66.90,9.61,34.48,7.91,4.18,-,-,-,2024040102
STP Sarakki 5 MLD,2024-04-01 01:45:00,7.81,29.70,1.12,2.24,20.88,8.12,7.73,4.18,-,-,-,-,2024040102
Mailasandra STP 75 MLD,2024-04-01 01:45:00,7.6,27.00,16.44,26.3,50.79,15.53,15.64,3.97,0.79,-,-,-,2024040102
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024040102
KR Puram STP 20 MLD,2024-04-01 01:45:00,6.99,26.80,1.63,3.26,50.33,8.36,21.92,7.05,-0.69,-,-,-,2024040102
1.5 MLD Lalbagh TTP,2024-04-01 01:45:00,7.18,29.20,0.34,1.7,18.56,1.49,1.01,19.45,12.62,-,-,-,2024040102
35MLD Agaram STP,2024-04-01 01:45:00,7.14,28.30,0.61,2.5,29.27,5.0,3.36,6.43,-,-,-,-,2024040102
Chikka_Bagur_5_MLD_STP,2024-03-27 14:15:00,8.15,27.50,0.94,1.9,43.50,7.1,7.4,14.20,-,-,-,-,2024040102
Yelahanka 10MLD TTP,2024-04-01 02:00:00,7.36,25.50,4.34,12.15,33.40,5.1,5.6,6.72,2.45,0.21,-,-,2024040102
40MLD OLD Rajacanal STP,2024-04-01 02:00:00,7.65,26.20,1.77,4.43,27.70,7.6,10.4,6.93,3.83,0.88,-,-,2024040102
Hennur 1MLD TTP,2024-03-30 21:15:00,7.2,29.40,0.25,0.38,21.10,2.7,4.0,5.06,4.25,0.05,-,-,2024040102
4_MLD_Madiwala_STP,2024-04-01 02:00:00,7.68,26.90,0.65,1.9,34.56,4.83,3.61,8.64,-,-,-,-,2024040102
150MLD STP_K&C valley,2024-04-01 02:00:00,7.28,-,1.04,5.72,-,4.5,9.69,-,-,0.98,-,-,2024040102
20Mld KR Puram STP New,2024-03-29 16:15:00,7.46,-,2.84,3.44,41.12,6.31,6.76,9.17,-,-,2.34,5.81,2024040102
10 MLD STP HULIMAVU,2024-04-01 01:45:00,7.18,-,4.86,6.43,44.46,2.66,5.03,1.20,-,-,0.00,0.12,2024040102
2MLD Ulsoor STP,2024-04-01 02:15:00,6.85,28.60,0.56,2.8,1.47,0.21,0.24,0.29,0.21,-,-,-,2024040103
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024040103
KADUGODI 6 MLD STP,2024-04-01 02:45:00,7.86,28.30,0.3,8.82,40.36,7.64,15.17,6.90,1.77,-,-,-,2024040103
HORAMAVU 20 MLD,2024-04-01 02:45:00,7.62,31.00,1.0,3.5,39.49,7.57,11.58,3.70,4.00,-,-,-,2024040103
K AND C VALLEY 60 MLD,2024-04-01 02:52:00,6.82,28.90,0.61,3.9,58.80,15.42,8.18,18.15,5.06,-,-,-,2024040103
NAGASANDRA 20 MLD,2024-04-01 02:45:00,7.41,28.10,1.23,4.92,46.42,8.92,10.94,7.41,4.19,-,-,-,2024040103
RAJACANAL 40 MLD,2024-04-01 02:45:00,7.65,28.90,1.2,2.7,28.69,3.64,4.2,8.17,5.76,-,-,-,2024040103
YELLAMALAPACHETTY 15 MLD,2024-04-01 03:00:00,7.44,28.61,0.54,2.17,43.27,9.17,9.46,5.78,2.77,-,-,-,2024040103
BELLANDUR 90 MLD,2024-03-28 13:00:00,7.71,30.00,1.04,1.5,27.91,6.82,10.41,5.58,5.82,-,-,-,2024040103
DODDABELE 20 MLD,2024-04-01 02:45:00,6.81,29.20,0.4,1.2,47.16,7.56,16.36,10.75,4.09,-,-,-,2024040103
NAGASANDRA OLD 20 MLD,2024-04-01 02:45:00,7.13,20.90,0.92,1.38,48.24,8.35,15.96,0.00,2.30,-,-,-,2024040103
4MLD Cubbon Park TTP,2024-04-01 02:45:00,6.8,31.10,0.69,4.72,17.32,1.22,0.92,5.02,3.45,-,-,-,2024040103
KADABEESANAHALLI 50 MLD,2024-04-01 02:45:00,9.0,25.00,0.99,3.37,67.22,9.62,40.07,7.92,4.45,-,-,-,2024040103
STP Sarakki 5 MLD,2024-04-01 02:45:00,7.78,29.60,1.1,2.2,20.83,8.03,7.68,4.17,-,-,-,-,2024040103
Mailasandra STP 75 MLD,2024-04-01 02:30:00,7.63,27.00,16.44,26.3,50.78,15.52,15.67,4.47,0.79,-,-,-,2024040103
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024040103
KR Puram STP 20 MLD,2024-04-01 02:45:00,6.98,26.70,1.64,3.28,50.27,8.27,21.57,7.04,-0.69,-,-,-,2024040103
1.5 MLD Lalbagh TTP,2024-04-01 02:30:00,7.18,29.10,0.33,1.7,18.57,1.49,1.01,17.62,13.05,-,-,-,2024040103
35MLD Agaram STP,2024-04-01 02:45:00,7.14,28.20,0.61,2.5,29.27,5.0,3.36,6.43,-,-,-,-,2024040103
Chikka_Bagur_5_MLD_STP,2024-03-27 14:15:00,8.15,27.50,0.94,1.9,43.50,7.1,7.4,14.20,-,-,-,-,2024040103
Yelahanka 10MLD TTP,2024-04-01 03:00:00,7.37,25.50,4.55,12.28,33.60,5.0,5.6,6.72,2.29,0.21,-,-,2024040103
40MLD OLD Rajacanal STP,2024-04-01 03:00:00,7.65,26.20,1.75,4.38,27.70,7.6,10.5,6.93,3.83,0.88,-,-,2024040103
Hennur 1MLD TTP,2024-03-30 21:15:00,7.2,29.40,0.25,0.38,21.10,2.7,4.0,5.06,4.25,0.05,-,-,2024040103
4_MLD_Madiwala_STP,2024-04-01 03:00:00,7.68,26.90,0.65,1.9,34.56,4.86,3.61,8.64,-,-,-,-,2024040103
150MLD STP_K&C valley,2024-04-01 03:00:00,7.31,-,1.03,5.73,-,4.5,9.69,-,-,0.99,-,-,2024040103
20Mld KR Puram STP New,2024-03-29 16:15:00,7.46,-,2.84,3.44,41.12,6.31,6.76,9.17,-,-,2.34,5.81,2024040103
10 MLD STP HULIMAVU,2024-04-01 02:45:00,7.18,-,4.86,6.43,44.46,2.66,5.03,1.20,-,-,0.00,0.22,2024040103
2MLD Ulsoor STP,2024-04-01 02:15:00,6.85,28.60,0.56,2.8,1.47,0.21,0.24,0.29,0.21,-,-,-,2024040104
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024040104
KADUGODI 6 MLD STP,2024-04-01 03:45:00,7.83,28.50,0.3,8.77,40.44,7.65,15.65,6.90,1.77,-,-,-,2024040104
HORAMAVU 20 MLD,2024-04-01 03:45:00,7.7,30.90,1.03,3.5,39.64,7.61,11.56,3.87,4.12,-,-,-,2024040104
K AND C VALLEY 60 MLD,2024-04-01 03:56:30,6.88,29.30,0.94,3.7,58.87,15.42,8.31,18.03,7.80,-,-,-,2024040104
NAGASANDRA 20 MLD,2024-04-01 03:45:00,7.42,27.90,1.14,4.56,46.35,8.99,10.87,8.14,4.21,-,-,-,2024040104
RAJACANAL 40 MLD,2024-04-01 03:45:00,7.65,29.00,1.21,2.6,28.65,3.65,4.14,8.18,5.81,-,-,-,2024040104
YELLAMALAPACHETTY 15 MLD,2024-04-01 04:00:00,7.43,28.57,0.54,2.17,45.91,9.2,9.49,5.78,2.67,-,-,-,2024040104
BELLANDUR 90 MLD,2024-03-28 13:00:00,7.71,30.00,1.04,1.5,27.91,6.82,10.41,5.58,5.82,-,-,-,2024040104
DODDABELE 20 MLD,2024-04-01 03:45:00,6.78,29.20,0.39,1.3,47.08,7.55,16.28,10.76,4.07,-,-,-,2024040104
NAGASANDRA OLD 20 MLD,2024-04-01 03:45:00,7.07,20.90,1.05,1.57,48.28,8.34,16.05,0.00,2.62,-,-,-,2024040104
4MLD Cubbon Park TTP,2024-04-01 03:45:00,6.83,30.90,0.68,4.72,17.32,1.22,0.92,5.02,3.40,-,-,-,2024040104
KADABEESANAHALLI 50 MLD,2024-04-01 03:45:00,9.08,24.80,1.05,3.57,67.49,9.61,45.82,7.91,4.72,-,-,-,2024040104
STP Sarakki 5 MLD,2024-04-01 03:45:00,7.78,29.60,1.09,2.18,20.83,8.03,7.65,4.17,-,-,-,-,2024040104
Mailasandra STP 75 MLD,2024-04-01 03:45:00,7.64,27.00,16.6,26.56,50.80,15.53,15.71,4.60,0.79,-,-,-,2024040104
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024040104
KR Puram STP 20 MLD,2024-04-01 03:45:00,6.98,26.60,1.65,3.3,50.32,8.42,21.61,7.05,-0.68,-,-,-,2024040104
1.5 MLD Lalbagh TTP,2024-04-01 03:45:00,7.19,28.80,0.37,1.85,18.62,1.5,1.02,18.05,10.24,-,-,-,2024040104
35MLD Agaram STP,2024-04-01 03:45:00,7.14,28.10,0.61,2.5,29.27,5.0,3.36,6.43,-,-,-,-,2024040104
Chikka_Bagur_5_MLD_STP,2024-03-27 14:15:00,8.15,27.50,0.94,1.9,43.50,7.1,7.4,14.20,-,-,-,-,2024040104
Yelahanka 10MLD TTP,2024-04-01 04:00:00,7.37,25.50,4.62,12.89,33.70,5.0,5.6,6.72,2.30,0.21,-,-,2024040104
40MLD OLD Rajacanal STP,2024-04-01 04:00:00,7.66,26.10,1.67,4.17,27.60,7.7,10.6,6.90,3.83,0.83,-,-,2024040104
Hennur 1MLD TTP,2024-03-30 21:15:00,7.2,29.40,0.25,0.38,21.10,2.7,4.0,5.06,4.25,0.05,-,-,2024040104
4_MLD_Madiwala_STP,2024-04-01 04:00:00,7.67,26.80,0.66,1.9,34.56,4.89,3.6,8.64,-,-,-,-,2024040104
150MLD STP_K&C valley,2024-04-01 04:00:00,7.28,-,1.04,5.72,-,4.47,9.69,-,-,0.98,-,-,2024040104
20Mld KR Puram STP New,2024-03-29 16:15:00,7.46,-,2.84,3.44,41.12,6.31,6.76,9.17,-,-,2.34,5.81,2024040104
10 MLD STP HULIMAVU,2024-04-01 03:45:00,7.18,-,4.86,6.43,44.46,2.66,5.03,1.20,-,-,0.00,0.22,2024040104
2MLD Ulsoor STP,2024-04-01 02:15:00,6.85,28.60,0.56,2.8,1.47,0.21,0.24,0.29,0.21,-,-,-,2024040105
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024040105
KADUGODI 6 MLD STP,2024-04-01 04:45:00,7.74,28.50,0.3,8.63,40.41,7.64,15.42,6.87,1.77,-,-,-,2024040105
HORAMAVU 20 MLD,2024-04-01 04:45:00,7.75,30.80,1.01,3.5,39.53,7.61,11.49,3.93,4.04,-,-,-,2024040105
K AND C VALLEY 60 MLD,2024-04-01 04:52:00,6.82,29.20,0.86,3.6,58.84,15.41,8.25,18.16,7.14,-,-,-,2024040105
NAGASANDRA 20 MLD,2024-04-01 04:45:00,7.42,27.60,1.12,4.48,46.29,9.01,10.84,8.34,4.16,-,-,-,2024040105
RAJACANAL 40 MLD,2024-04-01 04:45:00,7.65,29.00,1.21,2.6,28.66,3.65,4.16,8.18,5.81,-,-,-,2024040105
YELLAMALAPACHETTY 15 MLD,2024-04-01 05:00:00,7.43,28.58,0.54,2.17,47.87,9.19,9.54,5.76,2.63,-,-,-,2024040105
BELLANDUR 90 MLD,2024-03-28 13:00:00,7.71,30.00,1.04,1.5,27.91,6.82,10.41,5.58,5.82,-,-,-,2024040105
DODDABELE 20 MLD,2024-04-01 04:45:00,6.77,29.00,0.38,1.4,46.98,7.51,16.22,10.72,4.06,-,-,-,2024040105
NAGASANDRA OLD 20 MLD,2024-04-01 04:45:00,6.98,20.40,0.97,1.46,48.26,8.36,16.01,0.00,2.43,-,-,-,2024040105
4MLD Cubbon Park TTP,2024-04-01 04:45:00,6.81,31.10,0.69,4.72,17.32,1.22,0.92,5.02,3.45,-,-,-,2024040105
KADABEESANAHALLI 50 MLD,2024-04-01 04:45:00,9.14,24.80,1.13,3.84,68.23,9.6,58.42,7.93,5.09,-,-,-,2024040105
STP Sarakki 5 MLD,2024-04-01 04:45:00,7.78,29.60,1.08,2.16,20.84,8.04,7.7,4.17,-,-,-,-,2024040105
Mailasandra STP 75 MLD,2024-04-01 04:45:00,7.63,27.00,16.57,26.51,50.75,15.53,15.68,3.86,0.79,-,-,-,2024040105
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024040105
KR Puram STP 20 MLD,2024-04-01 04:45:00,6.98,26.50,1.67,3.34,50.24,8.73,21.24,7.03,-0.69,-,-,-,2024040105
1.5 MLD Lalbagh TTP,2024-04-01 04:45:00,7.19,28.70,0.34,1.7,18.56,1.49,1.01,11.40,7.75,-,-,-,2024040105
35MLD Agaram STP,2024-04-01 04:45:00,7.18,28.20,0.62,2.54,29.44,5.03,3.41,6.46,-,-,-,-,2024040105
Chikka_Bagur_5_MLD_STP,2024-03-27 14:15:00,8.15,27.50,0.94,1.9,43.50,7.1,7.4,14.20,-,-,-,-,2024040105
Yelahanka 10MLD TTP,2024-04-01 05:00:00,7.37,25.50,4.63,12.96,33.50,5.0,5.6,6.70,2.29,0.21,-,-,2024040105
40MLD OLD Rajacanal STP,2024-04-01 05:00:00,7.65,26.00,1.63,4.07,27.50,7.7,10.8,6.88,3.83,0.81,-,-,2024040105
Hennur 1MLD TTP,2024-03-30 21:15:00,7.2,29.40,0.25,0.38,21.10,2.7,4.0,5.06,4.25,0.05,-,-,2024040105
4_MLD_Madiwala_STP,2024-04-01 05:00:00,7.67,26.70,0.66,1.9,34.56,4.83,3.61,8.64,-,-,-,-,2024040105
150MLD STP_K&C valley,2024-04-01 05:00:00,7.31,-,1.03,5.72,-,4.47,9.69,-,-,0.98,-,-,2024040105
20Mld KR Puram STP New,2024-03-29 16:15:00,7.46,-,2.84,3.44,41.12,6.31,6.76,9.17,-,-,2.34,5.81,2024040105
10 MLD STP HULIMAVU,2024-04-01 04:45:00,7.18,-,4.86,6.43,44.46,2.66,5.03,1.20,-,-,0.00,0.22,2024040105
2MLD Ulsoor STP,2024-04-01 05:00:00,6.86,28.40,0.56,2.8,0.56,0.08,0.09,0.11,0.08,-,-,-,2024040106
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024040106
KADUGODI 6 MLD STP,2024-04-01 05:45:00,7.84,28.50,0.3,8.84,40.46,7.65,15.62,6.89,1.77,-,-,-,2024040106
HORAMAVU 20 MLD,2024-04-01 05:45:00,7.62,31.10,1.02,3.4,40.29,7.6,12.17,3.98,4.08,-,-,-,2024040106
K AND C VALLEY 60 MLD,2024-04-01 05:53:30,6.8,29.30,0.86,3.6,58.87,15.41,8.2,18.03,7.14,-,-,-,2024040106
NAGASANDRA 20 MLD,2024-04-01 05:45:00,7.42,27.30,1.11,4.44,46.30,9.04,10.84,8.40,4.12,-,-,-,2024040106
RAJACANAL 40 MLD,2024-04-01 05:45:00,7.65,28.90,1.21,2.6,28.66,3.65,4.16,8.18,5.81,-,-,-,2024040106
YELLAMALAPACHETTY 15 MLD,2024-04-01 06:00:00,7.43,28.57,0.54,2.17,48.75,9.21,9.53,5.79,2.59,-,-,-,2024040106
BELLANDUR 90 MLD,2024-03-28 13:00:00,7.71,30.00,1.04,1.5,27.91,6.82,10.41,5.58,5.82,-,-,-,2024040106
DODDABELE 20 MLD,2024-04-01 05:45:00,6.77,28.90,0.38,1.5,47.53,7.45,17.17,10.57,4.06,-,-,-,2024040106
NAGASANDRA OLD 20 MLD,2024-04-01 05:45:00,6.93,21.20,0.85,1.28,48.24,8.36,15.98,0.00,2.12,-,-,-,2024040106
4MLD Cubbon Park TTP,2024-04-01 05:45:00,6.81,31.10,0.69,4.72,17.31,1.22,0.92,5.02,3.45,-,-,-,2024040106
KADABEESANAHALLI 50 MLD,2024-04-01 05:45:00,9.4,24.40,1.49,5.07,68.11,9.58,58.01,7.66,6.70,-,-,-,2024040106
STP Sarakki 5 MLD,2024-04-01 05:45:00,7.78,29.60,1.07,2.14,20.84,8.05,7.73,4.17,-,-,-,-,2024040106
Mailasandra STP 75 MLD,2024-04-01 05:45:00,7.6,27.00,16.52,26.43,50.77,15.54,15.72,4.33,0.79,-,-,-,2024040106
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024040106
KR Puram STP 20 MLD,2024-04-01 05:45:00,6.96,26.40,1.85,3.7,50.17,8.62,21.14,7.02,-0.69,-,-,-,2024040106
1.5 MLD Lalbagh TTP,2024-04-01 05:45:00,7.17,28.80,0.33,1.68,18.54,1.49,1.01,17.88,14.03,-,-,-,2024040106
35MLD Agaram STP,2024-04-01 05:45:00,7.27,28.70,0.63,2.58,29.81,5.09,3.46,6.54,-,-,-,-,2024040106
Chikka_Bagur_5_MLD_STP,2024-03-27 14:15:00,8.15,27.50,0.94,1.9,43.50,7.1,7.4,14.20,-,-,-,-,2024040106
Yelahanka 10MLD TTP,2024-04-01 06:00:00,7.37,25.50,4.68,13.05,33.70,5.0,5.6,6.74,2.29,0.21,-,-,2024040106
40MLD OLD Rajacanal STP,2024-04-01 06:00:00,7.62,26.00,1.58,3.95,27.60,7.6,10.4,6.90,3.81,0.79,-,-,2024040106
