stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,total_phosphorus,outlet_flow,inlet_flow,updated_on
NAGASANDRA OLD 20 MLD,2024-05-02 08:45:00,6.5,28.40,3.09,4.63,-,-,24.64,0.00,7.72,-,-,-,2024050209
4MLD Cubbon Park TTP,2024-05-02 08:45:00,6.58,32.70,0.67,3.73,17.31,1.23,0.91,5.02,3.35,-,-,-,2024050209
KADABEESANAHALLI 50 MLD,2024-05-02 08:45:00,10.15,27.20,9.22,31.35,55.51,9.48,28.77,7.28,41.49,-,-,-,2024050209
STP Sarakki 5 MLD,2024-05-02 08:30:00,7.84,32.60,1.46,2.92,21.05,8.37,7.92,4.21,-,-,-,-,2024050209
Mailasandra STP 75 MLD,2024-05-02 08:45:00,6.8,28.00,8.16,13.06,51.23,15.80,15.53,2.69,0.79,-,-,-,2024050209
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024050209
KR Puram STP 20 MLD,2024-05-02 08:45:00,6.9,28.20,2.51,5.02,49.41,8.77,17.58,6.92,0.00,-,-,-,2024050209
1.5 MLD Lalbagh TTP,2024-05-02 08:45:00,7.35,31.90,0.69,3.47,18.56,1.63,1.51,-,3.33,-,-,-,2024050209
35MLD Agaram STP,2024-05-02 08:45:00,7.09,29.90,0.66,2.71,29.07,4.96,3.63,6.38,-,-,-,-,2024050209
Chikka_Bagur_5_MLD_STP,2024-05-02 09:00:00,7.83,30.30,2.55,5.1,46.00,6.90,10.3,13.80,-,-,-,-,2024050209
Yelahanka 10MLD TTP,2024-04-27 07:15:00,7.42,27.40,34.93,97.5,32.70,8.70,11.4,6.71,2.25,0.21,-,-,2024050209
40MLD OLD Rajacanal STP,2024-04-26 08:15:00,7.63,26.50,3.91,9.78,28.00,8.90,12.6,7.00,3.82,1.96,-,-,2024050209
Hennur 1MLD TTP,2024-04-30 19:30:00,7.04,31.00,1.26,1.89,21.00,2.50,4.0,5.05,4.18,0.25,-,-,2024050209
4_MLD_Madiwala_STP,2024-05-02 09:00:00,7.64,29.00,0.39,1.1,35.56,5.00,4.66,8.89,-,-,-,-,2024050209
150MLD STP_K&C valley,2024-05-02 08:45:00,7.32,-,1.06,6.79,-,5.60,8.38,-,-,0.85,-,-,2024050209
20Mld KR Puram STP New,2024-05-02 04:15:00,0.0,-,0.0,0.0,0.00,0.00,0.0,0.00,-,-,3.32,3.97,2024050209
10 MLD STP HULIMAVU,2024-05-02 08:45:00,7.88,-,3.32,2.85,14.05,0.84,2.45,1.20,-,-,1.70,2.33,2024050209
2MLD Ulsoor STP,2024-05-02 07:30:00,7.03,30.90,0.57,2.85,25.06,3.51,4.01,5.01,3.58,-,-,-,2024050210
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024050210
KADUGODI 6 MLD STP,2024-05-02 09:45:00,7.79,30.90,0.3,8.56,37.06,6.98,11.19,6.59,1.77,-,-,-,2024050210
HORAMAVU 20 MLD,2024-05-02 09:45:00,7.59,33.10,1.17,2.9,40.01,8.56,10.04,5.85,4.68,-,-,-,2024050210
K AND C VALLEY 60 MLD,2024-05-02 09:50:30,6.63,31.70,0.89,3.4,32.93,5.39,6.36,13.04,7.39,-,-,-,2024050210
NAGASANDRA 20 MLD,2024-05-02 09:45:00,7.63,29.80,0.77,3.08,48.81,9.33,12.64,6.21,4.43,-,-,-,2024050210
RAJACANAL 40 MLD,2024-05-02 09:45:00,7.62,31.00,1.47,2.3,28.39,3.51,4.03,8.01,7.06,-,-,-,2024050210
YELLAMALAPACHETTY 15 MLD,2024-05-02 09:59:00,7.95,30.56,0.58,2.32,-,-,8.0,6.88,3.27,-,-,-,2024050210
BELLANDUR 90 MLD,2024-05-02 09:45:00,7.46,31.20,0.57,3.1,27.16,4.88,7.56,5.43,3.19,-,-,-,2024050210
DODDABELE 20 MLD,2024-05-02 09:45:00,6.67,30.80,0.47,4.3,38.23,6.12,10.85,9.67,4.00,-,-,-,2024050210
NAGASANDRA OLD 20 MLD,2024-05-02 09:45:00,6.51,28.60,3.1,4.65,53.64,5.41,23.58,0.00,7.75,-,-,-,2024050210
4MLD Cubbon Park TTP,2024-05-02 09:45:00,6.57,32.70,0.67,3.72,17.31,1.22,0.91,5.02,3.35,-,-,-,2024050210
KADABEESANAHALLI 50 MLD,2024-05-02 09:45:00,7.91,27.20,0.73,2.48,55.75,9.54,27.77,7.31,3.29,-,-,-,2024050210
STP Sarakki 5 MLD,2024-05-02 09:30:00,7.89,32.40,1.44,2.88,21.04,8.37,7.93,4.21,-,-,-,-,2024050210
Mailasandra STP 75 MLD,2024-05-02 09:45:00,6.92,29.10,9.94,15.9,51.22,15.83,15.39,1.66,1.19,-,-,-,2024050210
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024050210
KR Puram STP 20 MLD,2024-05-02 09:45:00,6.89,28.60,2.47,4.94,47.56,9.17,12.28,6.66,1.66,-,-,-,2024050210
1.5 MLD Lalbagh TTP,2024-05-02 09:45:00,7.38,32.00,0.65,3.33,17.80,1.31,0.89,-,0.00,-,-,-,2024050210
35MLD Agaram STP,2024-05-02 09:45:00,7.07,29.90,0.66,2.71,28.99,4.95,3.63,6.36,-,-,-,-,2024050210
Chikka_Bagur_5_MLD_STP,2024-05-02 10:00:00,7.72,30.60,1.9,3.8,43.90,6.80,7.6,13.60,-,-,-,-,2024050210
Yelahanka 10MLD TTP,2024-04-27 07:15:00,7.42,27.40,34.93,97.5,32.70,8.70,11.4,6.71,2.25,0.21,-,-,2024050210
40MLD OLD Rajacanal STP,2024-04-26 08:15:00,7.63,26.50,3.91,9.78,28.00,8.90,12.6,7.00,3.82,1.96,-,-,2024050210
Hennur 1MLD TTP,2024-04-30 19:30:00,7.04,31.00,1.26,1.89,21.00,2.50,4.0,5.05,4.18,0.25,-,-,2024050210
4_MLD_Madiwala_STP,2024-05-02 10:00:00,7.64,29.00,0.39,1.1,35.55,5.01,4.64,8.89,-,-,-,-,2024050210
150MLD STP_K&C valley,2024-05-02 10:00:00,7.26,-,1.06,6.79,-,5.60,8.38,-,-,0.85,-,-,2024050210
20Mld KR Puram STP New,2024-05-02 04:15:00,0.0,-,0.0,0.0,0.00,0.00,0.0,0.00,-,-,3.32,3.97,2024050210
10 MLD STP HULIMAVU,2024-05-02 10:00:00,7.88,-,3.32,2.85,14.05,0.84,2.45,1.20,-,-,1.70,2.42,2024050210
2MLD Ulsoor STP,2024-05-02 07:30:00,7.03,30.90,0.57,2.85,25.06,3.51,4.01,5.01,3.58,-,-,-,2024050211
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024050211
KADUGODI 6 MLD STP,2024-05-02 10:30:00,7.74,31.00,0.3,8.81,37.08,6.98,11.16,6.58,1.77,-,-,-,2024050211
HORAMAVU 20 MLD,2024-05-02 10:30:00,7.59,33.30,1.17,2.9,40.03,8.57,10.01,5.90,4.68,-,-,-,2024050211
K AND C VALLEY 60 MLD,2024-05-02 10:46:00,6.62,32.00,0.91,3.4,33.41,5.49,7.09,13.51,7.55,-,-,-,2024050211
NAGASANDRA 20 MLD,2024-05-02 10:45:00,7.64,30.40,0.73,2.92,48.74,9.40,12.52,6.20,4.54,-,-,-,2024050211
RAJACANAL 40 MLD,2024-05-02 10:30:00,7.62,31.30,1.48,2.3,28.40,3.52,4.05,8.01,7.10,-,-,-,2024050211
YELLAMALAPACHETTY 15 MLD,2024-05-02 11:00:30,8.13,31.28,0.59,2.38,-,-,9.03,6.91,4.68,-,-,-,2024050211
BELLANDUR 90 MLD,2024-05-02 10:45:00,7.46,31.50,0.58,3.1,27.17,4.87,7.69,5.43,3.25,-,-,-,2024050211
DODDABELE 20 MLD,2024-05-02 10:45:00,6.68,31.00,0.47,4.2,38.45,6.10,11.14,9.62,4.01,-,-,-,2024050211
NAGASANDRA OLD 20 MLD,2024-05-02 10:45:00,6.51,28.90,3.12,4.68,54.18,5.83,23.99,0.00,7.80,-,-,-,2024050211
4MLD Cubbon Park TTP,2024-05-02 10:45:00,6.56,32.70,0.66,3.73,17.31,1.23,0.91,5.02,3.30,-,-,-,2024050211
KADABEESANAHALLI 50 MLD,2024-05-02 10:45:00,8.02,28.00,0.78,2.65,55.11,9.47,27.68,7.06,3.51,-,-,-,2024050211
STP Sarakki 5 MLD,2024-05-02 10:30:00,7.81,32.90,1.46,2.92,21.06,8.40,7.97,4.21,-,-,-,-,2024050211
Mailasandra STP 75 MLD,2024-05-02 10:45:00,6.89,28.70,9.6,15.36,55.64,21.53,15.56,0.00,1.55,-,-,-,2024050211
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024050211
KR Puram STP 20 MLD,2024-05-02 10:45:00,6.9,29.10,2.38,4.76,47.63,8.95,12.48,6.67,2.99,-,-,-,2024050211
1.5 MLD Lalbagh TTP,2024-05-02 10:45:00,7.37,32.30,0.6,3.1,17.75,1.31,0.9,-,1.60,-,-,-,2024050211
35MLD Agaram STP,2024-05-02 10:45:00,7.04,30.10,0.66,2.71,28.86,4.93,3.63,6.34,-,-,-,-,2024050211
Chikka_Bagur_5_MLD_STP,2024-05-02 11:00:00,7.85,30.30,2.65,5.3,46.90,8.00,10.1,16.00,-,-,-,-,2024050211
Yelahanka 10MLD TTP,2024-04-27 07:15:00,7.42,27.40,34.93,97.5,32.70,8.70,11.4,6.71,2.25,0.21,-,-,2024050211
40MLD OLD Rajacanal STP,2024-04-26 08:15:00,7.63,26.50,3.91,9.78,28.00,8.90,12.6,7.00,3.82,1.96,-,-,2024050211
Hennur 1MLD TTP,2024-05-02 11:00:00,7.03,31.10,1.38,2.07,20.20,2.20,4.0,5.01,4.32,0.28,-,-,2024050211
4_MLD_Madiwala_STP,2024-05-02 11:00:00,7.64,29.00,0.38,1.1,35.54,5.02,4.64,8.89,-,-,-,-,2024050211
150MLD STP_K&C valley,2024-05-02 10:45:00,7.16,-,1.06,6.79,-,5.60,8.38,-,-,0.84,-,-,2024050211
20Mld KR Puram STP New,2024-05-02 10:45:00,7.53,-,4.84,4.99,41.18,6.31,6.8,9.02,-,-,4.23,9.44,2024050211
10 MLD STP HULIMAVU,2024-05-02 10:45:00,7.88,-,3.32,2.85,14.05,0.84,2.45,1.20,-,-,2.51,2.69,2024050211
2MLD Ulsoor STP,2024-05-02 11:00:00,6.99,30.90,0.57,2.85,-9.94,-1.39,-1.59,-1.99,-1.42,-,-,-,2024050212
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024050212
KADUGODI 6 MLD STP,2024-05-02 11:15:00,7.84,31.20,0.3,8.73,37.13,6.99,11.34,6.58,1.77,-,-,-,2024050212
HORAMAVU 20 MLD,2024-05-02 11:45:00,7.62,33.80,1.18,2.8,40.12,8.60,10.01,5.92,4.72,-,-,-,2024050212
K AND C VALLEY 60 MLD,2024-05-02 11:44:30,6.62,32.20,0.92,3.3,33.15,5.43,6.62,13.06,7.64,-,-,-,2024050212
NAGASANDRA 20 MLD,2024-05-02 11:30:00,7.63,30.80,0.74,2.96,48.72,9.46,12.48,6.55,4.59,-,-,-,2024050212
RAJACANAL 40 MLD,2024-05-02 11:30:00,7.61,31.50,1.49,2.3,28.40,3.52,4.05,8.02,7.15,-,-,-,2024050212
YELLAMALAPACHETTY 15 MLD,2024-05-02 11:59:00,8.17,31.41,0.6,2.39,-,-,8.98,7.07,3.11,-,-,-,2024050212
BELLANDUR 90 MLD,2024-05-02 11:30:00,7.45,31.80,0.59,3.0,27.20,4.81,7.91,5.44,3.30,-,-,-,2024050212
DODDABELE 20 MLD,2024-05-02 11:30:00,6.66,31.00,0.49,4.1,38.29,6.17,10.66,9.72,4.00,-,-,-,2024050212
NAGASANDRA OLD 20 MLD,2024-05-02 11:45:00,6.53,29.00,3.14,4.71,53.95,6.97,23.48,0.00,7.85,-,-,-,2024050212
4MLD Cubbon Park TTP,2024-05-02 11:45:00,6.56,32.70,0.66,3.72,17.31,1.22,0.91,5.02,3.30,-,-,-,2024050212
KADABEESANAHALLI 50 MLD,2024-05-02 11:30:00,9.9,27.80,5.89,20.03,55.38,9.48,28.52,7.11,26.50,-,-,-,2024050212
STP Sarakki 5 MLD,2024-05-02 11:30:00,7.78,32.90,1.48,2.96,21.09,8.44,8.08,4.22,-,-,-,-,2024050212
Mailasandra STP 75 MLD,2024-05-02 11:45:00,6.92,29.20,9.98,15.97,55.45,21.06,15.46,0.00,1.04,-,-,-,2024050212
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024050212
KR Puram STP 20 MLD,2024-05-02 11:45:00,6.93,29.40,2.0,4.0,47.62,9.24,12.47,6.67,2.91,-,-,-,2024050212
1.5 MLD Lalbagh TTP,2024-05-02 11:45:00,7.36,32.70,0.61,3.0,17.77,1.31,0.9,-,2.05,-,-,-,2024050212
35MLD Agaram STP,2024-05-02 11:45:00,7.0,30.20,0.66,2.71,28.70,4.90,3.63,6.30,-,-,-,-,2024050212
Chikka_Bagur_5_MLD_STP,2024-05-02 12:00:00,7.81,30.50,2.4,4.8,44.10,6.80,7.9,13.60,-,-,-,-,2024050212
Yelahanka 10MLD TTP,2024-04-27 07:15:00,7.42,27.40,34.93,97.5,32.70,8.70,11.4,6.71,2.25,0.21,-,-,2024050212
40MLD OLD Rajacanal STP,2024-04-26 08:15:00,7.63,26.50,3.91,9.78,28.00,8.90,12.6,7.00,3.82,1.96,-,-,2024050212
Hennur 1MLD TTP,2024-05-02 11:30:00,7.0,31.20,1.32,1.98,20.20,2.20,3.9,5.01,4.40,0.26,-,-,2024050212
4_MLD_Madiwala_STP,2024-05-02 12:00:00,7.63,29.00,0.39,1.1,35.54,5.11,4.63,8.89,-,-,-,-,2024050212
150MLD STP_K&C valley,2024-05-02 12:00:00,7.1,-,1.06,6.79,-,5.60,8.38,-,-,0.84,-,-,2024050212
20Mld KR Puram STP New,2024-05-02 11:45:00,7.53,-,4.84,4.99,41.18,6.31,6.8,9.02,-,-,4.23,9.44,2024050212
10 MLD STP HULIMAVU,2024-05-02 11:45:00,7.88,-,3.32,2.85,14.05,0.84,2.45,1.20,-,-,3.10,3.69,2024050212
2MLD Ulsoor STP,2024-05-02 14:30:00,6.9,31.10,0.57,2.85,22.47,3.15,3.60,4.49,3.21,-,-,-,2024050217
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024050217
KADUGODI 6 MLD STP,2024-05-02 16:45:00,7.74,31.20,0.3,8.48,37.00,6.99,10.56,6.60,1.77,-,-,-,2024050217
HORAMAVU 20 MLD,2024-05-02 16:45:00,7.62,33.90,1.2,2.8,40.22,8.62,10.08,6.13,4.80,-,-,-,2024050217
K AND C VALLEY 60 MLD,2024-05-02 16:55:00,6.64,32.20,0.94,3.3,33.26,5.53,6.47,13.14,7.80,-,-,-,2024050217
NAGASANDRA 20 MLD,2024-05-02 16:45:00,7.64,32.30,0.88,3.52,48.44,9.69,12.17,8.62,4.75,-,-,-,2024050217
RAJACANAL 40 MLD,2024-05-02 16:45:00,7.62,31.40,0.89,2.3,28.31,3.48,4.01,8.04,4.27,-,-,-,2024050217
YELLAMALAPACHETTY 15 MLD,2024-05-02 17:00:30,8.17,31.41,0.6,2.39,-,-,8.21,6.85,2.57,-,-,-,2024050217
BELLANDUR 90 MLD,2024-05-02 16:15:00,7.45,31.90,0.6,3.0,27.17,4.88,7.63,5.43,3.36,-,-,-,2024050217
DODDABELE 20 MLD,2024-05-02 16:45:00,6.66,31.50,0.53,4.1,41.98,5.97,16.78,9.48,4.00,-,-,-,2024050217
NAGASANDRA OLD 20 MLD,2024-05-02 16:45:00,6.59,29.30,2.87,4.3,-,-,-,-,7.17,-,-,-,2024050217
4MLD Cubbon Park TTP,2024-05-02 16:45:00,6.52,32.80,0.67,3.73,17.31,1.23,0.91,5.02,-,-,-,-,2024050217
KADABEESANAHALLI 50 MLD,2024-05-02 15:45:00,9.69,28.40,4.52,15.37,55.85,9.55,31.20,7.58,20.34,-,-,-,2024050217
STP Sarakki 5 MLD,2024-05-02 16:15:00,7.82,32.90,1.57,3.14,21.07,8.42,8.03,4.21,-,-,-,-,2024050217
Mailasandra STP 75 MLD,2024-05-02 16:30:00,6.95,30.10,12.93,20.69,54.66,19.49,14.77,0.00,1.29,-,-,-,2024050217
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024050217
KR Puram STP 20 MLD,2024-05-02 16:45:00,6.95,29.90,1.92,3.84,47.85,9.72,12.89,6.70,0.00,-,-,-,2024050217
1.5 MLD Lalbagh TTP,2024-05-02 16:30:00,7.32,33.60,0.73,3.7,17.82,1.33,0.92,-,1.42,-,-,-,2024050217
35MLD Agaram STP,2024-05-02 16:30:00,6.93,30.80,0.71,2.91,28.41,4.85,3.90,6.24,-,-,-,-,2024050217
Chikka_Bagur_5_MLD_STP,2024-05-02 16:45:00,7.7,30.60,2.52,5.0,44.20,6.70,8.20,13.40,-,-,-,-,2024050217
Yelahanka 10MLD TTP,2024-04-27 07:15:00,7.42,27.40,34.93,97.5,32.70,8.70,11.40,6.71,2.25,0.21,-,-,2024050217
40MLD OLD Rajacanal STP,2024-05-02 17:00:00,7.7,29.30,1.24,3.1,27.60,8.20,12.50,6.90,3.85,0.62,-,-,2024050217
Hennur 1MLD TTP,2024-05-02 17:00:00,6.95,31.40,1.35,2.03,20.30,2.30,3.90,5.02,4.18,0.27,-,-,2024050217
4_MLD_Madiwala_STP,2024-05-02 17:00:00,7.6,29.00,0.46,1.3,35.55,5.22,4.65,8.89,-,-,-,-,2024050217
150MLD STP_K&C valley,2024-05-02 16:30:00,7.1,-,1.06,6.79,-,5.60,8.38,-,-,0.84,-,-,2024050217
20Mld KR Puram STP New,2024-05-02 12:45:00,7.56,-,3.58,4.05,41.24,6.31,6.81,9.03,-,-,4.89,9.44,2024050217
10 MLD STP HULIMAVU,2024-05-02 16:30:00,7.88,-,3.32,2.85,14.05,0.84,2.45,1.20,-,-,6.18,6.75,2024050217
2MLD Ulsoor STP,2024-05-02 14:30:00,6.9,31.10,0.57,2.85,22.47,3.15,3.60,4.49,3.21,-,-,-,2024050218
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024050218
KADUGODI 6 MLD STP,2024-05-02 17:30:00,7.72,31.30,0.3,8.37,36.88,7.00,9.85,6.59,1.77,-,-,-,2024050218
HORAMAVU 20 MLD,2024-05-02 17:30:00,7.57,33.80,1.21,2.8,40.20,8.60,10.10,5.95,4.84,-,-,-,2024050218
K AND C VALLEY 60 MLD,2024-05-02 17:46:00,6.65,32.10,0.94,3.4,33.62,5.51,6.88,12.98,7.80,-,-,-,2024050218
NAGASANDRA 20 MLD,2024-05-02 17:30:00,7.61,31.40,0.83,3.32,48.38,9.69,12.11,8.42,4.72,-,-,-,2024050218
RAJACANAL 40 MLD,2024-05-02 17:30:00,7.6,31.30,0.87,2.3,28.32,3.48,4.03,8.01,4.18,-,-,-,2024050218
YELLAMALAPACHETTY 15 MLD,2024-05-02 17:51:30,8.16,31.39,0.6,2.39,-,-,8.23,6.74,2.57,-,-,-,2024050218
BELLANDUR 90 MLD,2024-05-02 17:30:00,7.45,31.60,0.6,3.0,27.17,4.91,7.67,5.43,3.36,-,-,-,2024050218
DODDABELE 20 MLD,2024-05-02 17:30:00,6.66,31.50,0.53,4.0,41.21,5.87,16.28,9.44,4.00,-,-,-,2024050218
NAGASANDRA OLD 20 MLD,2024-05-02 17:45:00,6.54,29.20,3.92,5.88,-,-,-,-,9.80,-,-,-,2024050218
4MLD Cubbon Park TTP,2024-05-02 17:45:00,6.53,32.80,0.66,3.73,17.31,1.23,0.91,5.02,3.30,-,-,-,2024050218
KADABEESANAHALLI 50 MLD,2024-05-02 15:45:00,9.69,28.40,4.52,15.37,55.85,9.55,31.20,7.58,20.34,-,-,-,2024050218
STP Sarakki 5 MLD,2024-05-02 17:30:00,7.75,33.00,1.55,3.1,21.08,8.41,7.98,4.22,-,-,-,-,2024050218
Mailasandra STP 75 MLD,2024-05-02 17:45:00,7.24,30.50,14.69,23.5,50.92,15.22,15.13,0.00,1.41,-,-,-,2024050218
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024050218
KR Puram STP 20 MLD,2024-05-02 17:15:00,6.94,29.90,2.07,4.14,50.17,9.60,23.09,7.02,-0.17,-,-,-,2024050218
1.5 MLD Lalbagh TTP,2024-05-02 17:45:00,7.31,33.40,0.75,3.72,17.81,1.32,0.91,-,1.40,-,-,-,2024050218
35MLD Agaram STP,2024-05-02 17:45:00,7.18,30.80,0.69,2.83,29.44,5.03,3.80,6.46,-,-,-,-,2024050218
Chikka_Bagur_5_MLD_STP,2024-05-02 18:00:00,7.69,30.60,2.45,4.9,44.60,7.00,8.10,14.00,-,-,-,-,2024050218
Yelahanka 10MLD TTP,2024-04-27 07:15:00,7.42,27.40,34.93,97.5,32.70,8.70,11.40,6.71,2.25,0.21,-,-,2024050218
40MLD OLD Rajacanal STP,2024-05-02 17:45:00,7.7,29.40,1.26,3.15,27.60,8.10,12.30,6.90,3.85,0.63,-,-,2024050218
Hennur 1MLD TTP,2024-05-02 17:45:00,6.94,31.50,1.18,1.77,20.50,2.30,4.00,5.02,4.31,0.24,-,-,2024050218
4_MLD_Madiwala_STP,2024-05-02 18:00:00,7.59,29.10,0.46,1.3,35.55,5.33,4.64,8.89,-,-,-,-,2024050218
150MLD STP_K&C valley,2024-05-02 17:45:00,7.13,-,1.06,6.79,-,5.60,8.38,-,-,0.84,-,-,2024050218
20Mld KR Puram STP New,2024-05-02 12:45:00,7.56,-,3.58,4.05,41.24,6.31,6.81,9.03,-,-,4.89,9.44,2024050218
10 MLD STP HULIMAVU,2024-05-02 17:45:00,7.88,-,3.32,2.85,14.05,0.84,2.45,1.20,-,-,6.18,6.75,2024050218
2MLD Ulsoor STP,2024-05-02 18:00:00,6.85,31.00,0.56,2.8,15.40,2.16,2.46,3.08,2.20,-,-,-,2024050219
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024050219
KADUGODI 6 MLD STP,2024-05-02 18:00:00,7.85,31.10,0.3,8.63,36.99,6.99,10.35,6.57,1.77,-,-,-,2024050219
HORAMAVU 20 MLD,2024-05-02 18:30:00,7.54,33.20,1.19,2.9,39.90,8.60,9.85,6.14,4.76,-,-,-,2024050219
K AND C VALLEY 60 MLD,2024-05-02 18:22:00,6.65,32.00,0.94,3.3,33.27,5.56,6.30,13.21,7.80,-,-,-,2024050219
NAGASANDRA 20 MLD,2024-05-02 18:30:00,7.6,31.00,0.86,3.44,48.53,9.71,12.21,7.64,4.66,-,-,-,2024050219
RAJACANAL 40 MLD,2024-05-02 18:30:00,7.62,31.10,0.86,2.3,28.31,3.48,4.02,8.03,4.13,-,-,-,2024050219
YELLAMALAPACHETTY 15 MLD,2024-05-02 18:42:30,8.12,31.25,0.59,2.38,-,-,8.32,6.12,2.58,-,-,-,2024050219
BELLANDUR 90 MLD,2024-05-02 18:30:00,7.45,31.50,0.6,3.0,27.20,4.86,7.95,5.44,3.36,-,-,-,2024050219
DODDABELE 20 MLD,2024-05-02 18:15:00,6.68,31.40,0.52,3.9,41.04,5.98,15.44,9.52,4.01,-,-,-,2024050219
NAGASANDRA OLD 20 MLD,2024-05-02 18:30:00,6.56,29.30,3.32,4.98,-,-,-,-,8.30,-,-,-,2024050219
4MLD Cubbon Park TTP,2024-05-02 18:30:00,6.53,32.80,0.66,3.73,17.31,1.23,0.91,5.02,3.30,-,-,-,2024050219
KADABEESANAHALLI 50 MLD,2024-05-02 18:30:00,9.93,28.20,7.03,23.9,56.08,9.56,32.42,7.60,31.64,-,-,-,2024050219
STP Sarakki 5 MLD,2024-05-02 18:15:00,7.79,32.70,1.51,3.02,21.05,8.37,7.89,4.21,-,-,-,-,2024050219
Mailasandra STP 75 MLD,2024-05-02 18:30:00,7.1,30.40,12.7,20.32,50.86,15.17,15.13,0.00,0.77,-,-,-,2024050219
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024050219
KR Puram STP 20 MLD,2024-05-02 18:15:00,6.94,29.70,2.14,4.28,49.91,8.91,22.16,6.99,-0.12,-,-,-,2024050219
1.5 MLD Lalbagh TTP,2024-05-02 18:30:00,7.3,33.20,0.76,3.78,17.79,1.32,0.91,-,1.58,-,-,-,2024050219
35MLD Agaram STP,2024-05-02 18:30:00,7.19,30.80,0.69,2.83,29.48,5.03,3.80,6.47,-,-,-,-,2024050219
Chikka_Bagur_5_MLD_STP,2024-05-02 18:45:00,7.68,30.60,2.31,4.6,44.80,7.00,8.20,14.00,-,-,-,-,2024050219
Yelahanka 10MLD TTP,2024-04-27 07:15:00,7.42,27.40,34.93,97.5,32.70,8.70,11.40,6.71,2.25,0.21,-,-,2024050219
40MLD OLD Rajacanal STP,2024-05-02 18:45:00,7.71,29.40,1.29,3.22,27.40,8.20,12.60,6.85,3.86,0.64,-,-,2024050219
Hennur 1MLD TTP,2024-05-02 18:45:00,6.94,31.50,1.18,1.77,20.60,2.40,4.00,5.03,4.18,0.24,-,-,2024050219
4_MLD_Madiwala_STP,2024-05-02 18:45:00,7.58,29.10,0.48,1.4,35.55,5.22,4.64,8.89,-,-,-,-,2024050219
150MLD STP_K&C valley,2024-05-02 18:30:00,7.2,-,1.06,6.79,-,5.60,8.38,-,-,0.84,-,-,2024050219
20Mld KR Puram STP New,2024-05-02 12:45:00,7.56,-,3.58,4.05,41.24,6.31,6.81,9.03,-,-,4.89,9.44,2024050219
10 MLD STP HULIMAVU,2024-05-02 18:00:00,7.88,-,3.32,2.85,14.05,0.84,2.45,1.20,-,-,6.18,6.75,2024050219
2MLD Ulsoor STP,2024-05-02 18:00:00,6.85,31.00,0.56,2.8,15.40,2.16,2.46,3.08,2.20,-,-,-,2024050220
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024050220
KADUGODI 6 MLD STP,2024-05-02 19:30:00,7.84,31.10,0.3,8.58,36.97,6.99,10.22,6.57,1.77,-,-,-,2024050220
HORAMAVU 20 MLD,2024-05-02 18:30:00,7.54,33.20,1.19,2.9,39.90,8.60,9.85,6.14,4.76,-,-,-,2024050220
K AND C VALLEY 60 MLD,2024-05-02 18:40:00,6.66,32.00,0.93,3.3,33.56,5.54,6.78,12.98,7.72,-,-,-,2024050220
NAGASANDRA 20 MLD,2024-05-02 19:30:00,7.61,30.60,0.89,3.56,48.46,9.76,12.14,7.86,4.61,-,-,-,2024050220
RAJACANAL 40 MLD,2024-05-02 19:30:00,7.63,30.90,0.82,2.3,28.33,3.47,4.03,8.01,3.94,-,-,-,2024050220
