stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,total_phosphorus,outlet_flow,inlet_flow,updated_on
Mailasandra STP 75 MLD,2024-04-30 23:45:00,6.97,28.70,7.06,11.3,50.81,15.14,15.55,2.26,0.78,-,-,-,2024050100
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024050100
KR Puram STP 20 MLD,2024-04-30 23:45:00,6.97,28.30,1.98,3.96,49.02,7.62,15.09,6.86,-0.22,-,-,-,2024050100
1.5 MLD Lalbagh TTP,2024-04-30 23:45:00,7.2,31.90,0.34,1.7,20.82,2.57,3.27,4.39,1.59,-,-,-,2024050100
35MLD Agaram STP,2024-04-30 23:45:00,7.23,30.00,0.65,2.66,29.64,5.06,3.57,6.51,-,-,-,-,2024050100
Chikka_Bagur_5_MLD_STP,2024-05-01 00:00:00,7.5,30.30,1.66,3.3,47.20,6.50,13.3,13.00,-,-,-,-,2024050100
Yelahanka 10MLD TTP,2024-04-27 07:15:00,7.42,27.40,34.93,97.5,32.70,8.70,11.4,6.71,2.25,0.21,-,-,2024050100
40MLD OLD Rajacanal STP,2024-04-26 08:15:00,7.63,26.50,3.91,9.78,28.00,8.90,12.6,7.00,3.82,1.96,-,-,2024050100
Hennur 1MLD TTP,2024-04-30 19:30:00,7.04,31.00,1.26,1.89,21.00,2.50,4.0,5.05,4.18,0.25,-,-,2024050100
4_MLD_Madiwala_STP,2024-05-01 00:11:30,7.71,30.00,0.43,1.2,35.50,4.40,4.71,8.88,-,-,-,-,2024050100
150MLD STP_K&C valley,2024-04-30 23:45:00,7.29,-,1.06,6.79,-,5.60,8.38,-,-,0.85,-,-,2024050100
20Mld KR Puram STP New,2024-04-30 20:45:00,7.62,-,2.41,3.41,41.19,6.31,6.79,9.03,-,-,19.48,20.00,2024050100
10 MLD STP HULIMAVU,2024-04-30 23:45:00,7.82,-,3.02,2.81,14.08,0.84,2.39,1.20,-,-,10.08,10.12,2024050100
2MLD Ulsoor STP,2024-05-01 00:00:00,6.9,30.30,0.56,2.8,15.61,2.19,2.5,3.12,2.23,-,-,-,2024050101
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024050101
KADUGODI 6 MLD STP,2024-05-01 00:45:00,7.76,29.50,0.3,7.84,36.75,6.99,8.95,6.59,1.77,-,-,-,2024050101
HORAMAVU 20 MLD,2024-05-01 00:45:00,7.77,32.50,1.14,3.0,39.81,8.56,9.82,6.09,4.56,-,-,-,2024050101
K AND C VALLEY 60 MLD,2024-05-01 00:50:30,6.82,31.00,0.87,3.8,32.69,5.17,6.56,12.57,7.22,-,-,-,2024050101
NAGASANDRA 20 MLD,2024-05-01 00:45:00,7.63,29.30,0.69,2.76,48.59,9.87,12.22,7.46,4.41,-,-,-,2024050101
RAJACANAL 40 MLD,2024-05-01 00:45:00,7.65,30.30,1.39,2.3,28.38,3.50,4.04,8.04,6.67,-,-,-,2024050101
YELLAMALAPACHETTY 15 MLD,2024-05-01 01:00:30,7.92,30.47,0.58,2.32,-,-,8.42,7.45,3.19,-,-,-,2024050101
BELLANDUR 90 MLD,2024-05-01 00:45:00,7.51,30.60,0.56,3.2,27.16,4.97,7.35,5.43,3.14,-,-,-,2024050101
DODDABELE 20 MLD,2024-05-01 00:45:00,6.73,30.60,0.47,3.3,37.00,6.18,9.05,9.77,4.04,-,-,-,2024050101
NAGASANDRA OLD 20 MLD,2024-05-01 00:45:00,6.63,24.60,5.51,8.27,47.29,7.99,13.78,0.00,13.78,-,-,-,2024050101
4MLD Cubbon Park TTP,2024-05-01 00:45:00,6.52,32.50,0.72,4.73,17.33,1.23,0.92,5.03,3.60,-,-,-,2024050101
KADABEESANAHALLI 50 MLD,2024-05-01 00:45:00,11.83,26.60,355.62,1209.11,55.27,9.47,22.32,7.20,1600.29,-,-,-,2024050101
STP Sarakki 5 MLD,2024-05-01 00:30:00,7.79,32.00,1.39,2.78,20.98,8.26,7.65,4.20,-,-,-,-,2024050101
Mailasandra STP 75 MLD,2024-05-01 00:45:00,6.97,28.70,6.9,11.04,50.79,15.12,15.6,2.48,0.77,-,-,-,2024050101
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024050101
KR Puram STP 20 MLD,2024-05-01 00:45:00,6.95,28.30,2.22,4.44,49.27,7.86,16.24,6.90,-0.33,-,-,-,2024050101
1.5 MLD Lalbagh TTP,2024-05-01 00:45:00,7.19,31.90,0.34,1.73,20.70,2.54,3.2,3.48,3.32,-,-,-,2024050101
35MLD Agaram STP,2024-05-01 00:45:00,7.22,30.00,0.65,2.66,29.60,5.05,3.57,6.50,-,-,-,-,2024050101
Chikka_Bagur_5_MLD_STP,2024-05-01 01:00:00,7.49,30.30,1.71,3.4,47.50,6.00,13.3,12.00,-,-,-,-,2024050101
Yelahanka 10MLD TTP,2024-04-27 07:15:00,7.42,27.40,34.93,97.5,32.70,8.70,11.4,6.71,2.25,0.21,-,-,2024050101
40MLD OLD Rajacanal STP,2024-04-26 08:15:00,7.63,26.50,3.91,9.78,28.00,8.90,12.6,7.00,3.82,1.96,-,-,2024050101
Hennur 1MLD TTP,2024-04-30 19:30:00,7.04,31.00,1.26,1.89,21.00,2.50,4.0,5.05,4.18,0.25,-,-,2024050101
4_MLD_Madiwala_STP,2024-05-01 01:10:00,7.7,29.90,0.43,1.2,35.50,4.68,4.66,8.88,-,-,-,-,2024050101
150MLD STP_K&C valley,2024-05-01 00:45:00,7.32,-,1.06,6.79,-,5.60,8.38,-,-,0.85,-,-,2024050101
20Mld KR Puram STP New,2024-05-01 00:00:00,0.0,-,0.0,0.0,0.00,0.00,0.0,0.00,-,-,3.32,3.84,2024050101
10 MLD STP HULIMAVU,2024-05-01 00:45:00,7.82,-,3.02,2.81,14.08,0.84,2.39,1.20,-,-,0.00,0.26,2024050101
2MLD Ulsoor STP,2024-05-01 00:00:00,6.9,30.30,0.56,2.8,15.61,2.19,2.5,3.12,2.23,-,-,-,2024050102
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024050102
KADUGODI 6 MLD STP,2024-05-01 01:45:00,7.73,29.60,0.3,7.91,36.72,6.99,8.77,6.59,1.77,-,-,-,2024050102
HORAMAVU 20 MLD,2024-05-01 01:30:00,7.78,32.80,1.15,2.9,39.90,8.57,9.88,6.16,4.60,-,-,-,2024050102
K AND C VALLEY 60 MLD,2024-05-01 01:46:00,6.82,31.00,0.85,3.7,32.72,5.22,6.67,12.82,7.06,-,-,-,2024050102
NAGASANDRA 20 MLD,2024-05-01 01:45:00,7.64,29.10,0.68,2.72,48.56,9.83,12.21,7.57,4.37,-,-,-,2024050102
RAJACANAL 40 MLD,2024-05-01 01:30:00,7.65,30.30,1.39,2.3,28.38,3.50,4.04,8.00,6.67,-,-,-,2024050102
YELLAMALAPACHETTY 15 MLD,2024-05-01 01:54:30,7.92,30.45,0.58,2.31,-,-,7.68,7.14,2.80,-,-,-,2024050102
BELLANDUR 90 MLD,2024-05-01 01:45:00,7.5,30.60,0.55,3.2,27.16,4.98,7.33,5.43,3.08,-,-,-,2024050102
DODDABELE 20 MLD,2024-05-01 01:30:00,6.74,30.60,0.47,3.4,36.65,6.16,8.36,9.79,4.04,-,-,-,2024050102
NAGASANDRA OLD 20 MLD,2024-05-01 01:45:00,6.54,24.00,5.91,8.86,47.33,8.08,13.84,0.00,14.77,-,-,-,2024050102
4MLD Cubbon Park TTP,2024-05-01 01:45:00,6.55,32.50,0.72,4.73,17.33,1.23,0.92,5.02,3.60,-,-,-,2024050102
KADABEESANAHALLI 50 MLD,2024-05-01 01:45:00,11.88,26.50,393.73,1338.68,55.23,9.49,19.9,7.34,1771.79,-,-,-,2024050102
STP Sarakki 5 MLD,2024-05-01 01:30:00,7.82,32.30,1.37,2.74,21.01,8.31,7.77,4.20,-,-,-,-,2024050102
Mailasandra STP 75 MLD,2024-05-01 01:45:00,6.96,28.70,6.68,10.69,50.84,15.17,15.59,2.31,0.78,-,-,-,2024050102
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024050102
KR Puram STP 20 MLD,2024-05-01 01:45:00,6.96,28.20,2.1,4.2,52.05,7.35,31.36,7.29,-0.47,-,-,-,2024050102
1.5 MLD Lalbagh TTP,2024-05-01 01:45:00,7.18,31.60,0.34,1.75,20.05,2.27,2.69,3.47,1.53,-,-,-,2024050102
35MLD Agaram STP,2024-05-01 01:45:00,7.2,30.00,0.65,2.66,29.52,5.04,3.57,6.48,-,-,-,-,2024050102
Chikka_Bagur_5_MLD_STP,2024-05-01 02:00:00,7.75,30.20,2.35,4.7,46.60,6.30,13.0,12.60,-,-,-,-,2024050102
Yelahanka 10MLD TTP,2024-04-27 07:15:00,7.42,27.40,34.93,97.5,32.70,8.70,11.4,6.71,2.25,0.21,-,-,2024050102
40MLD OLD Rajacanal STP,2024-04-26 08:15:00,7.63,26.50,3.91,9.78,28.00,8.90,12.6,7.00,3.82,1.96,-,-,2024050102
Hennur 1MLD TTP,2024-04-30 19:30:00,7.04,31.00,1.26,1.89,21.00,2.50,4.0,5.05,4.18,0.25,-,-,2024050102
4_MLD_Madiwala_STP,2024-05-01 02:05:30,7.7,29.80,0.42,1.2,35.50,4.79,4.64,8.88,-,-,-,-,2024050102
150MLD STP_K&C valley,2024-05-01 01:45:00,7.29,-,1.06,6.79,-,5.60,8.38,-,-,0.85,-,-,2024050102
20Mld KR Puram STP New,2024-05-01 00:00:00,0.0,-,0.0,0.0,0.00,0.00,0.0,0.00,-,-,3.32,3.84,2024050102
10 MLD STP HULIMAVU,2024-05-01 01:45:00,7.82,-,3.02,2.81,14.08,0.84,2.39,1.20,-,-,0.00,0.26,2024050102
2MLD Ulsoor STP,2024-05-01 00:00:00,6.9,30.30,0.56,2.8,15.61,2.19,2.5,3.12,2.23,-,-,-,2024050103
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024050103
KADUGODI 6 MLD STP,2024-05-01 02:30:00,7.79,29.40,0.3,7.96,36.80,7.00,9.02,6.60,1.77,-,-,-,2024050103
HORAMAVU 20 MLD,2024-05-01 02:30:00,7.77,32.70,1.16,2.9,39.86,8.55,9.86,5.99,4.64,-,-,-,2024050103
K AND C VALLEY 60 MLD,2024-05-01 02:44:30,6.78,31.00,0.86,3.7,32.73,5.20,6.73,12.69,7.14,-,-,-,2024050103
NAGASANDRA 20 MLD,2024-05-01 02:30:00,7.63,29.00,0.75,3.0,48.55,9.81,12.2,7.33,4.36,-,-,-,2024050103
RAJACANAL 40 MLD,2024-05-01 02:30:00,7.65,30.30,1.39,2.3,28.38,3.50,4.05,8.01,6.67,-,-,-,2024050103
YELLAMALAPACHETTY 15 MLD,2024-05-01 02:51:30,7.89,30.35,0.58,2.31,-,-,7.77,7.10,3.19,-,-,-,2024050103
BELLANDUR 90 MLD,2024-05-01 02:30:00,7.5,30.50,0.55,3.2,27.16,4.94,7.37,5.43,3.08,-,-,-,2024050103
DODDABELE 20 MLD,2024-05-01 02:30:00,6.74,30.60,0.47,3.4,36.47,6.14,8.07,9.74,4.04,-,-,-,2024050103
NAGASANDRA OLD 20 MLD,2024-05-01 02:45:00,6.45,23.90,6.27,9.4,47.34,7.99,13.87,0.00,15.68,-,-,-,2024050103
4MLD Cubbon Park TTP,2024-05-01 02:45:00,6.54,32.50,0.72,4.73,17.32,1.23,0.92,5.02,3.60,-,-,-,2024050103
KADABEESANAHALLI 50 MLD,2024-05-01 02:45:00,11.97,26.40,493.63,1678.34,55.43,9.46,25.13,7.01,2221.33,-,-,-,2024050103
STP Sarakki 5 MLD,2024-05-01 02:30:00,7.81,32.20,1.37,2.74,21.05,8.37,7.91,4.21,-,-,-,-,2024050103
Mailasandra STP 75 MLD,2024-05-01 02:30:00,6.93,28.60,6.65,10.64,50.90,15.22,15.58,1.88,0.78,-,-,-,2024050103
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024050103
KR Puram STP 20 MLD,2024-05-01 02:45:00,6.96,28.10,2.05,4.1,49.55,7.16,18.38,6.94,-0.58,-,-,-,2024050103
1.5 MLD Lalbagh TTP,2024-05-01 02:45:00,7.2,31.40,0.36,1.75,19.78,2.15,2.48,2.39,1.60,-,-,-,2024050103
35MLD Agaram STP,2024-05-01 02:30:00,7.2,30.00,0.65,2.66,29.52,5.04,3.57,6.48,-,-,-,-,2024050103
Chikka_Bagur_5_MLD_STP,2024-05-01 03:00:00,7.71,30.20,2.4,4.8,44.50,6.10,10.0,12.20,-,-,-,-,2024050103
Yelahanka 10MLD TTP,2024-04-27 07:15:00,7.42,27.40,34.93,97.5,32.70,8.70,11.4,6.71,2.25,0.21,-,-,2024050103
40MLD OLD Rajacanal STP,2024-04-26 08:15:00,7.63,26.50,3.91,9.78,28.00,8.90,12.6,7.00,3.82,1.96,-,-,2024050103
Hennur 1MLD TTP,2024-04-30 19:30:00,7.04,31.00,1.26,1.89,21.00,2.50,4.0,5.05,4.18,0.25,-,-,2024050103
4_MLD_Madiwala_STP,2024-05-01 03:02:30,7.7,29.70,0.42,1.2,35.43,5.14,4.5,8.86,-,-,-,-,2024050103
150MLD STP_K&C valley,2024-05-01 02:45:00,7.38,-,1.06,6.79,-,5.60,8.38,-,-,0.85,-,-,2024050103
20Mld KR Puram STP New,2024-05-01 00:00:00,0.0,-,0.0,0.0,0.00,0.00,0.0,0.00,-,-,3.32,3.84,2024050103
10 MLD STP HULIMAVU,2024-05-01 02:45:00,7.82,-,3.02,2.81,14.08,0.84,2.39,1.20,-,-,0.00,0.26,2024050103
2MLD Ulsoor STP,2024-05-01 03:30:00,6.9,30.00,0.56,2.8,11.55,1.62,1.85,2.31,1.65,-,-,-,2024050104
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024050104
KADUGODI 6 MLD STP,2024-05-01 03:30:00,7.78,29.70,0.3,8.0,36.74,7.00,8.83,6.59,1.77,-,-,-,2024050104
HORAMAVU 20 MLD,2024-05-01 03:30:00,7.75,32.50,1.14,3.0,39.84,8.56,9.86,6.16,4.56,-,-,-,2024050104
K AND C VALLEY 60 MLD,2024-05-01 03:40:00,6.82,30.90,0.86,3.7,32.73,5.18,6.7,12.66,7.14,-,-,-,2024050104
NAGASANDRA 20 MLD,2024-05-01 03:30:00,7.64,28.80,0.7,2.8,48.55,9.85,12.2,7.02,4.33,-,-,-,2024050104
RAJACANAL 40 MLD,2024-05-01 03:30:00,7.65,30.30,1.39,2.3,28.39,3.50,4.05,8.01,6.67,-,-,-,2024050104
YELLAMALAPACHETTY 15 MLD,2024-05-01 03:45:30,7.88,30.29,0.58,2.3,-,-,7.84,6.99,2.83,-,-,-,2024050104
BELLANDUR 90 MLD,2024-05-01 03:30:00,7.5,30.50,0.55,3.2,27.17,4.97,7.47,5.43,3.08,-,-,-,2024050104
DODDABELE 20 MLD,2024-05-01 03:30:00,6.75,30.40,0.48,3.5,42.88,6.00,19.86,9.44,4.05,-,-,-,2024050104
NAGASANDRA OLD 20 MLD,2024-05-01 03:30:00,6.41,23.60,6.62,9.93,48.57,7.28,16.07,0.00,16.55,-,-,-,2024050104
4MLD Cubbon Park TTP,2024-05-01 03:30:00,6.55,32.40,0.72,4.73,17.32,1.23,0.92,5.02,3.60,-,-,-,2024050104
KADABEESANAHALLI 50 MLD,2024-05-01 03:30:00,11.99,26.30,527.33,1792.92,55.29,9.48,22.05,7.29,2372.99,-,-,-,2024050104
STP Sarakki 5 MLD,2024-05-01 03:15:00,7.81,32.30,1.37,2.74,21.05,8.38,7.91,4.21,-,-,-,-,2024050104
Mailasandra STP 75 MLD,2024-05-01 03:30:00,6.92,28.50,6.61,10.58,51.03,15.36,15.66,2.82,0.79,-,-,-,2024050104
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024050104
KR Puram STP 20 MLD,2024-05-01 03:30:00,6.97,28.10,1.97,3.94,49.47,7.53,16.17,6.93,-0.65,-,-,-,2024050104
1.5 MLD Lalbagh TTP,2024-05-01 03:30:00,7.2,31.40,0.36,1.8,19.47,2.02,2.23,2.44,1.64,-,-,-,2024050104
35MLD Agaram STP,2024-05-01 03:30:00,7.2,29.90,0.64,2.62,29.52,5.04,3.52,6.48,-,-,-,-,2024050104
Chikka_Bagur_5_MLD_STP,2024-05-01 03:45:00,7.53,30.30,1.8,3.6,44.70,6.00,10.3,12.00,-,-,-,-,2024050104
Yelahanka 10MLD TTP,2024-04-27 07:15:00,7.42,27.40,34.93,97.5,32.70,8.70,11.4,6.71,2.25,0.21,-,-,2024050104
40MLD OLD Rajacanal STP,2024-04-26 08:15:00,7.63,26.50,3.91,9.78,28.00,8.90,12.6,7.00,3.82,1.96,-,-,2024050104
Hennur 1MLD TTP,2024-04-30 19:30:00,7.04,31.00,1.26,1.89,21.00,2.50,4.0,5.05,4.18,0.25,-,-,2024050104
4_MLD_Madiwala_STP,2024-05-01 03:56:30,7.7,29.70,0.42,1.2,35.43,5.06,4.5,8.86,-,-,-,-,2024050104
150MLD STP_K&C valley,2024-05-01 03:30:00,7.32,-,1.06,6.79,-,5.60,8.38,-,-,0.85,-,-,2024050104
20Mld KR Puram STP New,2024-05-01 00:00:00,0.0,-,0.0,0.0,0.00,0.00,0.0,0.00,-,-,3.32,3.84,2024050104
10 MLD STP HULIMAVU,2024-05-01 03:45:00,7.82,-,3.02,2.81,14.08,0.84,2.39,1.20,-,-,0.00,0.26,2024050104
2MLD Ulsoor STP,2024-05-01 03:30:00,6.9,30.00,0.56,2.8,11.55,1.62,1.85,2.31,1.65,-,-,-,2024050105
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024050105
KADUGODI 6 MLD STP,2024-05-01 04:30:00,7.73,29.80,0.3,8.01,36.70,7.00,8.69,6.60,1.77,-,-,-,2024050105
HORAMAVU 20 MLD,2024-05-01 04:30:00,7.75,32.50,1.14,2.9,39.86,8.56,9.87,6.21,4.56,-,-,-,2024050105
K AND C VALLEY 60 MLD,2024-05-01 04:34:00,6.79,30.80,0.85,3.7,32.74,5.19,6.82,12.72,7.06,-,-,-,2024050105
NAGASANDRA 20 MLD,2024-05-01 04:30:00,7.66,28.50,0.64,2.56,48.50,9.79,12.17,7.14,4.29,-,-,-,2024050105
RAJACANAL 40 MLD,2024-05-01 04:30:00,7.65,30.30,1.4,2.3,28.39,3.50,4.06,8.02,6.72,-,-,-,2024050105
YELLAMALAPACHETTY 15 MLD,2024-05-01 04:41:00,7.85,30.18,0.57,2.29,-,-,7.36,6.74,3.44,-,-,-,2024050105
BELLANDUR 90 MLD,2024-05-01 04:30:00,7.5,30.40,0.55,3.2,27.16,4.95,7.35,5.43,3.08,-,-,-,2024050105
DODDABELE 20 MLD,2024-05-01 04:15:00,6.75,30.30,0.47,3.7,36.40,6.13,8.06,9.74,4.05,-,-,-,2024050105
NAGASANDRA OLD 20 MLD,2024-05-01 04:30:00,6.35,23.30,7.0,10.5,49.16,7.30,16.97,0.00,17.50,-,-,-,2024050105
4MLD Cubbon Park TTP,2024-05-01 04:30:00,6.56,32.40,0.72,4.73,17.32,1.23,0.92,5.02,3.60,-,-,-,2024050105
KADABEESANAHALLI 50 MLD,2024-05-01 04:30:00,12.07,26.20,640.44,2177.5,55.71,9.45,33.78,7.04,2881.98,-,-,-,2024050105
STP Sarakki 5 MLD,2024-05-01 04:15:00,7.81,32.20,1.36,2.72,21.05,8.37,7.9,4.21,-,-,-,-,2024050105
Mailasandra STP 75 MLD,2024-05-01 04:30:00,6.91,28.60,6.66,10.66,52.17,16.76,15.0,0.00,0.82,-,-,-,2024050105
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024050105
KR Puram STP 20 MLD,2024-05-01 04:30:00,6.96,28.00,1.97,3.94,49.44,7.73,15.96,6.92,-0.65,-,-,-,2024050105
1.5 MLD Lalbagh TTP,2024-05-01 04:30:00,7.21,31.30,0.38,1.83,19.34,1.97,2.12,2.44,3.34,-,-,-,2024050105
35MLD Agaram STP,2024-05-01 04:30:00,7.2,29.80,0.64,2.62,29.52,5.04,3.52,6.48,-,-,-,-,2024050105
Chikka_Bagur_5_MLD_STP,2024-05-01 04:45:00,7.71,30.00,2.53,5.1,44.80,6.00,10.5,12.00,-,-,-,-,2024050105
Yelahanka 10MLD TTP,2024-04-27 07:15:00,7.42,27.40,34.93,97.5,32.70,8.70,11.4,6.71,2.25,0.21,-,-,2024050105
40MLD OLD Rajacanal STP,2024-04-26 08:15:00,7.63,26.50,3.91,9.78,28.00,8.90,12.6,7.00,3.82,1.96,-,-,2024050105
Hennur 1MLD TTP,2024-04-30 19:30:00,7.04,31.00,1.26,1.89,21.00,2.50,4.0,5.05,4.18,0.25,-,-,2024050105
4_MLD_Madiwala_STP,2024-05-01 04:52:00,7.69,29.60,0.41,1.2,35.44,5.09,4.51,8.86,-,-,-,-,2024050105
150MLD STP_K&C valley,2024-05-01 04:30:00,7.38,-,1.06,6.79,-,5.60,8.38,-,-,0.85,-,-,2024050105
20Mld KR Puram STP New,2024-05-01 00:00:00,0.0,-,0.0,0.0,0.00,0.00,0.0,0.00,-,-,3.32,3.84,2024050105
10 MLD STP HULIMAVU,2024-05-01 04:30:00,7.82,-,3.02,2.81,14.08,0.84,2.39,1.20,-,-,0.00,0.26,2024050105
2MLD Ulsoor STP,2024-05-01 03:30:00,6.9,30.00,0.56,2.8,11.55,1.62,1.85,2.31,1.65,-,-,-,2024050106
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.0,27.01,4.06,4.54,9.79,0.00,-,-,-,2024050106
KADUGODI 6 MLD STP,2024-05-01 05:30:00,7.81,29.70,0.3,8.09,36.81,7.00,9.01,6.59,1.77,-,-,-,2024050106
HORAMAVU 20 MLD,2024-05-01 05:15:00,7.79,32.50,1.15,2.9,39.90,8.56,9.93,6.15,4.60,-,-,-,2024050106
K AND C VALLEY 60 MLD,2024-05-01 05:31:00,6.76,30.70,0.86,3.6,33.28,5.26,7.86,13.36,7.14,-,-,-,2024050106
NAGASANDRA 20 MLD,2024-05-01 05:30:00,7.66,28.30,0.64,2.56,48.47,9.69,12.16,6.11,4.25,-,-,-,2024050106
RAJACANAL 40 MLD,2024-05-01 05:15:00,7.66,30.30,1.4,2.3,28.39,3.50,4.06,8.02,6.72,-,-,-,2024050106
YELLAMALAPACHETTY 15 MLD,2024-05-01 05:35:00,7.84,30.14,0.57,2.29,-,-,7.18,6.98,3.02,-,-,-,2024050106
BELLANDUR 90 MLD,2024-05-01 05:30:00,7.5,30.40,0.55,3.2,27.17,4.97,7.43,5.43,3.08,-,-,-,2024050106
DODDABELE 20 MLD,2024-05-01 05:15:00,6.75,30.30,0.48,3.7,36.41,6.12,8.13,9.75,4.05,-,-,-,2024050106
NAGASANDRA OLD 20 MLD,2024-05-01 05:30:00,6.26,27.20,4.3,6.45,47.26,7.94,13.78,0.00,10.75,-,-,-,2024050106
4MLD Cubbon Park TTP,2024-05-01 05:30:00,6.56,32.40,0.72,4.73,17.32,1.23,0.92,5.02,3.60,-,-,-,2024050106
KADABEESANAHALLI 50 MLD,2024-05-01 05:30:00,12.13,26.10,735.63,2501.14,55.47,9.44,32.19,7.03,3310.33,-,-,-,2024050106
STP Sarakki 5 MLD,2024-05-01 05:15:00,7.81,32.20,1.35,2.7,21.05,8.37,7.88,4.21,-,-,-,-,2024050106
Mailasandra STP 75 MLD,2024-05-01 05:30:00,6.9,28.60,6.71,10.74,50.76,15.13,15.65,2.76,2.75,-,-,-,2024050106
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024050106
KR Puram STP 20 MLD,2024-05-01 05:30:00,6.95,27.90,2.15,4.3,49.45,7.94,15.85,6.92,-0.65,-,-,-,2024050106
1.5 MLD Lalbagh TTP,2024-05-01 05:30:00,7.21,31.20,0.37,1.88,19.10,1.87,1.94,3.12,2.25,-,-,-,2024050106
35MLD Agaram STP,2024-05-01 05:30:00,7.26,29.70,0.64,2.62,29.77,5.08,3.52,6.53,-,-,-,-,2024050106
Chikka_Bagur_5_MLD_STP,2024-05-01 05:45:00,7.67,30.00,2.57,5.1,45.00,6.00,10.6,12.00,-,-,-,-,2024050106
Yelahanka 10MLD TTP,2024-04-27 07:15:00,7.42,27.40,34.93,97.5,32.70,8.70,11.4,6.71,2.25,0.21,-,-,2024050106
40MLD OLD Rajacanal STP,2024-04-26 08:15:00,7.63,26.50,3.91,9.78,28.00,8.90,12.6,7.00,3.82,1.96,-,-,2024050106
