stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,updated_on
2MLD Ulsoor STP,2022-12-01 01:00:00,7.41,24.90,0.51,2.30,30.1,2.2,3.80,6.02,4.87,2022120101
CHIKKABANAVARA 5 MLD,2022-12-01 00:45:00,7.20,25.00,0.91,2.70,41.89,7.39,12.79,14.34,3.52,2022120101
KADUGODI 6 MLD STP,2022-12-01 00:45:00,7.82,24.80,1.20,2.65,78.85,0.0,12.73,28.99,3.12,2022120101
HORAMAVU 20 MLD,2022-12-01 01:00:00,7.44,25.90,0.57,4.10,28.68,6.97,10.08,9.49,2.85,2022120101
K AND C VALLEY 60 MLD,2022-12-01 01:00:00,7.52,25.70,1.82,4.10,25.8,3.67,9.21,6.22,4.55,2022120101
NAGASANDRA 20 MLD,2022-12-01 00:45:00,7.03,26.30,0.70,3.40,91.35,3.98,36.06,10.93,3.94,2022120101
RAJACANAL 40 MLD,2022-12-01 00:45:00,7.12,25.20,0.89,3.40,28.52,3.5,4.15,7.87,4.63,2022120101
YELLAMALAPACHETTY 15 MLD,2022-12-01 01:00:00,6.93,24.60,0.33,0.80,35.08,6.22,6.77,6.11,-,2022120101
BELLANDUR 90 MLD,2022-12-01 01:00:00,7.56,25.70,0.44,0.60,26.06,4.22,5.79,8.01,-,2022120101
DODDABELE 20 MLD,2022-12-01 00:45:00,7.31,25.00,0.17,2.50,38.81,7.77,6.56,12.09,4.39,2022120101
MALLATHALLI 5 MLD,2022-12-01 01:00:00,7.98,26.60,2.45,4.66,23.36,4.5,4.94,14.10,4.90,2022120101
NAGASANDRA OLD 20 MLD,2022-12-01 00:45:00,6.58,20.70,0.43,0.64,58.73,5.93,54.35,1.77,9.91,2022120101
4MLD Cubbon Park TTP,2022-12-01 01:00:00,7.07,26.70,0.17,4.68,17.31,1.18,0.92,5.02,0.68,2022120101
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.00,-,-,-,0.0,0.0,0.00,-,-,2022120101
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.00,-,-,-,0.0,0.0,0.00,-,-,2022120101
KADABEESANAHALLI 50 MLD,2022-12-01 00:45:00,8.17,21.60,0.35,1.75,58.68,11.22,16.30,10.04,5.72,2022120101
STP Sarakki 5 MLD,2022-12-01 00:00:00,5.01,26.20,-,-,19.04,5.34,7.07,3.81,-,2022120101
Kempambudhi STP 1 MLD,2022-12-01 00:45:00,7.12,23.80,0.62,1.92,24.3,4.15,5.35,5.77,4.16,2022120101
Mailasandra STP 75 MLD,2022-12-01 01:00:00,7.40,22.20,3.32,1.15,45.12,8.28,14.22,13.52,0.96,2022120101
60 MLD V.Valley TTP,2022-12-01 01:00:00,7.02,24.70,1.01,2.42,20.14,2.04,3.16,4.74,2.32,2022120101
KR Puram STP 20 MLD,2022-12-01 00:45:00,7.07,23.50,1.73,3.46,82.62,11.57,143.29,0.00,5.55,2022120101
1.5 MLD Lalbagh TTP,2022-12-01 00:45:00,6.26,23.10,0.68,3.35,17.14,1.34,1.00,1.75,2.47,2022120101
35MLD Agaram STP,2022-12-01 01:00:00,7.70,26.40,0.64,2.62,33.6,3.8,16.40,3.42,-,2022120101
Chikka_Bagur_5_MLD_STP,2022-12-01 01:04:00,-,26.30,-,-,41.8,5.4,-,10.80,-,2022120101
2MLD Ulsoor STP,2022-12-01 02:00:00,7.41,24.90,0.52,2.34,30.10,2.20,3.80,6.02,4.85,2022120102
CHIKKABANAVARA 5 MLD,2022-12-01 01:45:00,7.18,24.90,0.91,2.70,41.72,7.40,12.67,14.43,3.27,2022120102
KADUGODI 6 MLD STP,2022-12-01 01:45:00,7.66,24.70,1.20,2.59,79.09,0.00,12.75,28.91,2.72,2022120102
HORAMAVU 20 MLD,2022-12-01 02:00:00,7.4,26.20,0.56,4.10,28.59,6.87,9.87,9.41,2.80,2022120102
K AND C VALLEY 60 MLD,2022-12-01 02:00:00,7.52,25.80,1.82,4.10,29.10,3.42,10.98,5.53,4.55,2022120102
NAGASANDRA 20 MLD,2022-12-01 01:45:00,6.98,26.30,0.70,3.40,91.34,3.99,36.33,11.08,3.96,2022120102
RAJACANAL 40 MLD,2022-12-01 01:45:00,7.14,25.30,0.89,3.40,28.51,3.54,4.13,8.03,4.63,2022120102
YELLAMALAPACHETTY 15 MLD,2022-12-01 02:00:00,6.92,24.60,0.33,0.80,35.09,6.24,6.74,6.14,-,2022120102
BELLANDUR 90 MLD,2022-12-01 02:00:00,7.57,25.70,0.44,0.60,26.18,4.05,6.63,8.02,-,2022120102
DODDABELE 20 MLD,2022-12-01 00:45:00,7.31,25.00,0.17,2.50,38.81,7.77,6.56,12.09,4.39,2022120102
MALLATHALLI 5 MLD,2022-12-01 02:00:00,7.97,26.60,2.45,4.66,23.35,4.51,4.91,14.23,4.90,2022120102
NAGASANDRA OLD 20 MLD,2022-12-01 01:45:00,6.67,19.40,0.38,0.57,58.85,5.86,54.42,1.99,10.50,2022120102
4MLD Cubbon Park TTP,2022-12-01 02:00:00,7.05,26.80,0.17,4.68,17.32,1.18,0.92,5.02,0.68,2022120102
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2022120102
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.00,-,-,2022120102
KADABEESANAHALLI 50 MLD,2022-12-01 01:45:00,8.17,21.40,0.36,1.80,56.27,11.09,15.23,10.00,5.72,2022120102
STP Sarakki 5 MLD,2022-12-01 01:15:00,5.05,26.20,-,-,19.05,5.35,7.02,3.81,-,2022120102
Kempambudhi STP 1 MLD,2022-12-01 01:45:00,7.11,23.80,0.61,1.91,22.33,4.17,5.04,5.72,4.34,2022120102
Mailasandra STP 75 MLD,2022-12-01 02:00:00,7.41,22.10,3.32,1.09,43.92,8.00,14.39,13.94,0.91,2022120102
60 MLD V.Valley TTP,2022-12-01 02:00:00,7.01,24.60,1.03,2.47,20.13,2.04,3.15,4.71,2.32,2022120102
KR Puram STP 20 MLD,2022-12-01 01:30:00,7.06,23.50,1.73,3.46,82.42,11.54,142.99,0.00,5.56,2022120102
1.5 MLD Lalbagh TTP,2022-12-01 01:45:00,6.22,23.10,0.68,3.40,17.16,1.36,1.03,1.63,2.32,2022120102
35MLD Agaram STP,2022-12-01 02:00:00,7.68,26.40,0.36,1.48,31.30,3.70,14.00,3.33,-,2022120102
Chikka_Bagur_5_MLD_STP,2022-12-01 02:04:00,7.87,26.30,-,-,-,-,-,11.00,-,2022120102
2MLD Ulsoor STP,2022-12-01 03:00:00,7.4,24.80,0.54,2.43,30.1,2.2,3.8,6.02,4.83,2022120103
CHIKKABANAVARA 5 MLD,2022-12-01 02:45:00,7.24,24.90,0.91,2.70,41.69,7.4,12.59,14.57,3.71,2022120103
KADUGODI 6 MLD STP,2022-12-01 02:45:00,7.67,24.90,1.20,2.59,78.98,0.0,12.69,29.01,1.04,2022120103
HORAMAVU 20 MLD,2022-12-01 03:00:00,7.36,26.10,0.57,4.00,28.56,6.85,9.77,9.40,2.85,2022120103
K AND C VALLEY 60 MLD,2022-12-01 03:00:00,7.52,25.80,1.82,4.10,25.43,3.61,9.16,5.50,4.55,2022120103
NAGASANDRA 20 MLD,2022-12-01 02:45:00,6.98,26.30,0.70,3.30,91.08,3.94,36.2,11.03,3.94,2022120103
RAJACANAL 40 MLD,2022-12-01 02:45:00,7.14,25.30,0.88,3.40,28.51,3.54,4.13,8.04,4.64,2022120103
YELLAMALAPACHETTY 15 MLD,2022-12-01 03:00:00,7.02,24.20,0.30,0.80,35.24,6.33,6.98,6.18,-,2022120103
BELLANDUR 90 MLD,2022-12-01 03:00:00,7.58,25.70,0.43,0.60,26.04,4.29,5.57,8.00,-,2022120103
DODDABELE 20 MLD,2022-12-01 00:45:00,7.31,25.00,0.17,2.50,38.81,7.77,6.56,12.09,4.39,2022120103
MALLATHALLI 5 MLD,2022-12-01 03:00:00,7.95,26.50,2.45,4.66,23.35,4.49,4.89,13.80,4.90,2022120103
NAGASANDRA OLD 20 MLD,2022-12-01 02:45:00,6.69,18.50,0.34,0.51,58.67,6.07,53.95,3.38,10.61,2022120103
4MLD Cubbon Park TTP,2022-12-01 03:00:00,7.05,26.80,0.17,4.68,17.31,1.18,0.92,5.02,0.68,2022120103
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.0,0.0,0.0,-,-,2022120103
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.0,0.0,0.0,-,-,2022120103
KADABEESANAHALLI 50 MLD,2022-12-01 02:45:00,8.17,21.20,0.36,1.80,57.24,11.09,15.74,9.95,5.72,2022120103
STP Sarakki 5 MLD,2022-12-01 02:45:00,5.02,26.20,-,-,19.13,5.47,7.28,3.83,-,2022120103
Kempambudhi STP 1 MLD,2022-12-01 02:45:00,7.11,23.80,0.61,1.88,22.95,4.06,5.11,5.68,4.48,2022120103
Mailasandra STP 75 MLD,2022-12-01 03:00:00,7.41,22.10,3.35,1.10,44.51,8.09,14.39,14.57,0.92,2022120103
60 MLD V.Valley TTP,2022-12-01 03:00:00,7.02,24.50,0.98,2.35,20.12,2.04,3.15,4.71,2.33,2022120103
KR Puram STP 20 MLD,2022-12-01 02:45:00,7.03,23.50,1.83,3.66,82.64,11.57,142.83,0.00,5.57,2022120103
1.5 MLD Lalbagh TTP,2022-12-01 02:45:00,6.2,22.80,0.68,3.40,17.15,1.37,1.06,1.64,2.47,2022120103
35MLD Agaram STP,2022-12-01 03:00:00,7.79,26.50,0.25,1.02,42.3,4.8,22.0,4.32,-,2022120103
Chikka_Bagur_5_MLD_STP,2022-12-01 03:04:00,8.03,26.30,-,-,42.7,5.3,9.0,10.60,-,2022120103
2MLD Ulsoor STP,2022-12-01 04:00:00,7.41,24.70,0.53,2.38,30.20,2.20,3.8,6.04,4.81,2022120104
CHIKKABANAVARA 5 MLD,2022-12-01 03:45:00,7.2,24.80,0.91,2.70,41.88,7.32,12.9,14.05,3.46,2022120104
KADUGODI 6 MLD STP,2022-12-01 03:45:00,7.68,24.90,1.20,2.59,79.24,0.00,12.81,29.14,0.93,2022120104
HORAMAVU 20 MLD,2022-12-01 04:00:00,7.36,26.10,0.57,4.10,28.52,6.82,9.48,9.48,2.85,2022120104
K AND C VALLEY 60 MLD,2022-12-01 03:45:00,7.52,25.70,1.82,4.10,26.92,3.44,10.0,5.45,4.55,2022120104
NAGASANDRA 20 MLD,2022-12-01 03:45:00,7.0,26.20,0.71,3.30,91.48,3.97,36.37,10.98,3.94,2022120104
RAJACANAL 40 MLD,2022-12-01 03:45:00,7.14,25.30,0.88,3.40,28.51,3.55,4.14,8.03,4.64,2022120104
YELLAMALAPACHETTY 15 MLD,2022-12-01 04:00:00,7.07,24.10,0.29,0.80,35.24,6.34,7.04,6.19,-,2022120104
BELLANDUR 90 MLD,2022-12-01 04:00:00,7.56,25.60,0.43,0.60,27.31,4.32,11.32,7.90,-,2022120104
DODDABELE 20 MLD,2022-12-01 00:45:00,7.31,25.00,0.17,2.50,38.81,7.77,6.56,12.09,4.39,2022120104
MALLATHALLI 5 MLD,2022-12-01 04:00:00,7.94,26.50,2.45,4.66,23.35,4.50,4.9,14.03,4.91,2022120104
NAGASANDRA OLD 20 MLD,2022-12-01 03:45:00,6.68,17.70,0.33,0.50,58.53,5.97,53.71,3.02,10.68,2022120104
4MLD Cubbon Park TTP,2022-12-01 04:00:00,7.06,26.80,0.17,4.68,17.31,1.18,0.92,5.02,0.68,2022120104
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.0,-,-,2022120104
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.0,-,-,2022120104
KADABEESANAHALLI 50 MLD,2022-12-01 03:45:00,8.18,20.80,0.36,1.80,54.02,10.98,14.11,10.17,5.73,2022120104
STP Sarakki 5 MLD,2022-12-01 03:30:00,5.01,26.20,-,-,19.14,5.48,7.29,3.83,-,2022120104
Kempambudhi STP 1 MLD,2022-12-01 03:45:00,7.11,23.80,0.62,1.92,22.18,4.12,5.01,5.52,4.14,2022120104
Mailasandra STP 75 MLD,2022-12-01 04:00:00,7.4,22.00,3.38,1.09,44.84,8.18,14.44,15.03,0.91,2022120104
60 MLD V.Valley TTP,2022-12-01 04:00:00,7.02,24.50,0.99,2.38,20.11,2.08,3.14,4.76,2.33,2022120104
KR Puram STP 20 MLD,2022-12-01 03:45:00,7.04,23.40,1.80,3.60,82.52,11.55,143.09,0.00,5.56,2022120104
1.5 MLD Lalbagh TTP,2022-12-01 03:45:00,6.3,22.50,0.67,3.35,17.12,1.36,1.06,1.71,2.42,2022120104
35MLD Agaram STP,2022-12-01 04:00:00,7.71,26.20,1.20,4.92,35.60,4.00,17.8,3.60,-,2022120104
Chikka_Bagur_5_MLD_STP,2022-12-01 04:04:00,7.98,26.20,-,-,-,-,7.7,-,-,2022120104
2MLD Ulsoor STP,2022-12-01 05:00:00,7.42,24.60,0.59,2.65,30.3,2.2,3.8,6.06,4.79,2022120105
CHIKKABANAVARA 5 MLD,2022-12-01 04:45:00,7.21,24.80,0.91,2.70,41.76,7.38,12.69,14.39,3.39,2022120105
KADUGODI 6 MLD STP,2022-12-01 04:45:00,7.73,25.00,1.30,2.47,79.11,0.0,12.78,29.06,0.92,2022120105
HORAMAVU 20 MLD,2022-12-01 05:00:00,7.46,25.70,0.57,4.00,28.62,6.93,9.68,9.54,2.85,2022120105
K AND C VALLEY 60 MLD,2022-12-01 05:00:00,7.52,25.70,1.81,4.10,25.3,3.62,8.94,5.82,4.52,2022120105
NAGASANDRA 20 MLD,2022-12-01 04:45:00,7.01,26.00,0.65,3.40,91.28,3.96,36.26,10.99,3.91,2022120105
RAJACANAL 40 MLD,2022-12-01 04:45:00,7.14,25.30,0.89,3.40,28.51,3.56,4.14,8.08,4.64,2022120105
YELLAMALAPACHETTY 15 MLD,2022-12-01 05:00:00,7.1,24.10,0.28,0.90,35.24,6.34,7.04,6.19,-,2022120105
BELLANDUR 90 MLD,2022-12-01 04:30:00,7.56,25.60,0.43,0.60,26.05,4.23,5.82,8.05,-,2022120105
DODDABELE 20 MLD,2022-12-01 00:45:00,7.31,25.00,0.17,2.50,38.81,7.77,6.56,12.09,4.39,2022120105
MALLATHALLI 5 MLD,2022-12-01 05:00:00,7.92,26.40,2.45,4.66,23.36,4.5,4.91,13.85,4.91,2022120105
NAGASANDRA OLD 20 MLD,2022-12-01 04:45:00,6.66,18.00,0.34,0.51,58.47,5.93,53.49,2.80,10.57,2022120105
4MLD Cubbon Park TTP,2022-12-01 05:00:00,7.07,26.70,0.16,4.67,17.31,1.17,0.92,5.02,0.64,2022120105
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.0,0.0,0.0,-,-,2022120105
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.0,0.0,0.0,-,-,2022120105
KADABEESANAHALLI 50 MLD,2022-12-01 04:45:00,8.18,20.30,0.36,1.80,53.09,10.93,13.54,10.10,5.73,2022120105
STP Sarakki 5 MLD,2022-12-01 03:30:00,5.01,26.20,-,-,19.14,5.48,7.29,3.83,-,2022120105
Kempambudhi STP 1 MLD,2022-12-01 04:45:00,7.11,23.80,0.62,1.92,23.54,3.95,5.19,5.31,3.77,2022120105
Mailasandra STP 75 MLD,2022-12-01 05:00:00,7.4,22.00,3.37,1.09,45.03,8.22,14.52,15.40,0.91,2022120105
60 MLD V.Valley TTP,2022-12-01 04:45:00,7.01,24.50,0.96,2.30,20.1,2.07,3.13,4.72,2.33,2022120105
KR Puram STP 20 MLD,2022-12-01 04:45:00,6.98,23.40,2.17,4.34,82.51,11.55,142.91,0.00,5.57,2022120105
1.5 MLD Lalbagh TTP,2022-12-01 04:45:00,6.27,22.60,0.67,3.40,17.27,1.42,1.09,1.72,2.52,2022120105
35MLD Agaram STP,2022-12-01 05:00:00,7.7,26.30,0.55,2.26,34.8,3.9,17.1,3.51,-,2022120105
Chikka_Bagur_5_MLD_STP,2022-12-01 05:04:00,7.89,26.30,-,-,42.5,5.5,8.6,11.00,-,2022120105
2MLD Ulsoor STP,2022-12-01 06:00:00,7.42,24.60,0.56,2.52,30.2,2.2,3.8,6.04,4.76,2022120106
CHIKKABANAVARA 5 MLD,2022-12-01 05:45:00,7.22,24.80,0.92,2.70,41.72,7.35,12.6,14.18,3.46,2022120106
KADUGODI 6 MLD STP,2022-12-01 05:45:00,7.85,24.60,1.20,2.50,78.99,0.0,12.7,29.07,3.75,2022120106
HORAMAVU 20 MLD,2022-12-01 06:00:00,7.41,26.00,0.56,4.00,28.5,6.87,9.29,9.48,2.80,2022120106
K AND C VALLEY 60 MLD,2022-12-01 06:00:00,7.54,25.60,1.81,4.10,26.84,3.7,9.82,6.19,4.52,2022120106
NAGASANDRA 20 MLD,2022-12-01 05:45:00,7.01,25.90,0.61,3.40,92.9,3.91,37.58,11.09,3.88,2022120106
RAJACANAL 40 MLD,2022-12-01 05:45:00,7.14,25.30,0.89,3.40,28.52,3.54,4.15,8.02,4.64,2022120106
YELLAMALAPACHETTY 15 MLD,2022-12-01 06:00:00,6.97,24.70,0.33,0.80,35.14,6.29,6.77,6.16,-,2022120106
BELLANDUR 90 MLD,2022-12-01 04:30:00,7.56,25.60,0.43,0.60,26.05,4.23,5.82,8.05,-,2022120106
DODDABELE 20 MLD,2022-12-01 00:45:00,7.31,25.00,0.17,2.50,38.81,7.77,6.56,12.09,4.39,2022120106
MALLATHALLI 5 MLD,2022-12-01 06:00:00,7.91,26.40,2.45,4.66,23.36,4.5,4.92,13.90,4.91,2022120106
NAGASANDRA OLD 20 MLD,2022-12-01 05:45:00,6.65,17.90,0.32,0.48,58.41,5.98,53.36,3.04,10.53,2022120106
4MLD Cubbon Park TTP,2022-12-01 06:00:00,7.14,26.60,0.15,4.67,17.31,1.17,0.92,5.02,0.60,2022120106
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.0,0.0,0.0,-,-,2022120106
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.0,0.0,0.0,-,-,2022120106
KADABEESANAHALLI 50 MLD,2022-12-01 05:45:00,8.18,20.10,0.36,1.80,52.89,10.94,13.39,10.14,5.73,2022120106
STP Sarakki 5 MLD,2022-12-01 03:30:00,5.01,26.20,-,-,19.14,5.48,7.29,3.83,-,2022120106
Kempambudhi STP 1 MLD,2022-12-01 05:45:00,7.11,23.80,0.61,1.89,21.98,4.11,4.97,5.58,3.76,2022120106
Mailasandra STP 75 MLD,2022-12-01 06:00:00,7.41,21.90,3.35,1.10,44.58,8.13,14.56,15.18,0.92,2022120106
60 MLD V.Valley TTP,2022-12-01 06:00:00,7.01,24.40,0.91,2.18,20.09,2.07,3.13,4.71,2.33,2022120106
KR Puram STP 20 MLD,2022-12-01 05:45:00,7.0,23.40,2.08,4.16,82.65,11.57,143.36,0.00,5.58,2022120106
1.5 MLD Lalbagh TTP,2022-12-01 05:45:00,6.31,22.70,0.68,3.40,17.24,1.41,1.09,1.75,2.36,2022120106
35MLD Agaram STP,2022-12-01 06:00:00,7.75,26.20,1.12,4.59,35.6,3.7,17.7,3.33,-,2022120106
Chikka_Bagur_5_MLD_STP,2022-12-01 06:04:00,8.02,26.30,-,-,43.2,5.8,9.2,-,-,2022120106
2MLD Ulsoor STP,2022-12-01 07:00:00,7.49,25.30,0.44,1.98,30.2,2.2,3.8,6.04,5.31,2022120107
CHIKKABANAVARA 5 MLD,2022-12-01 06:45:00,7.2,24.80,0.91,2.70,41.69,7.34,12.58,14.11,3.56,2022120107
KADUGODI 6 MLD STP,2022-12-01 06:45:00,7.9,24.70,1.20,2.51,79.23,0.0,12.91,29.13,3.06,2022120107
HORAMAVU 20 MLD,2022-12-01 07:00:00,7.36,26.10,0.56,4.00,28.46,6.83,9.16,9.36,2.80,2022120107
K AND C VALLEY 60 MLD,2022-12-01 07:00:00,7.54,25.60,1.76,4.10,28.84,3.75,10.95,5.48,4.40,2022120107
NAGASANDRA 20 MLD,2022-12-01 06:45:00,7.02,25.90,0.60,3.50,93.75,3.96,38.12,11.85,3.86,2022120107
RAJACANAL 40 MLD,2022-12-01 06:45:00,7.12,25.20,0.88,3.40,28.52,3.55,4.15,8.01,4.64,2022120107
YELLAMALAPACHETTY 15 MLD,2022-12-01 07:00:00,6.97,24.60,0.30,0.80,35.18,6.33,6.91,6.19,-,2022120107
BELLANDUR 90 MLD,2022-12-01 04:30:00,7.56,25.60,0.43,0.60,26.05,4.23,5.82,8.05,-,2022120107
DODDABELE 20 MLD,2022-12-01 00:45:00,7.31,25.00,0.17,2.50,38.81,7.77,6.56,12.09,4.39,2022120107
MALLATHALLI 5 MLD,2022-12-01 07:00:00,7.91,26.40,2.45,4.66,23.36,4.5,4.93,14.00,4.91,2022120107
NAGASANDRA OLD 20 MLD,2022-12-01 06:45:00,6.51,23.70,0.33,0.50,58.41,6.05,53.26,5.25,4.37,2022120107
4MLD Cubbon Park TTP,2022-12-01 07:00:00,7.07,26.70,0.16,4.67,17.31,1.17,0.92,5.02,0.64,2022120107
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.0,0.0,0.0,-,-,2022120107
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.0,0.0,0.0,-,-,2022120107
KADABEESANAHALLI 50 MLD,2022-12-01 06:45:00,8.15,22.00,0.38,1.90,52.43,10.94,13.07,9.96,5.70,2022120107
STP Sarakki 5 MLD,2022-12-01 07:00:00,4.99,26.10,-,-,19.18,5.54,7.41,3.84,-,2022120107
Kempambudhi STP 1 MLD,2022-12-01 06:45:00,7.11,23.80,0.62,1.91,22.1,4.16,5.02,5.60,3.82,2022120107
Mailasandra STP 75 MLD,2022-12-01 07:00:00,7.41,21.90,3.39,1.86,46.53,8.54,14.69,15.83,1.55,2022120107
60 MLD V.Valley TTP,2022-12-01 07:00:00,7.01,24.30,0.86,2.06,20.08,2.07,3.13,4.69,2.33,2022120107
KR Puram STP 20 MLD,2022-12-01 06:45:00,7.01,23.30,2.00,4.00,82.81,11.59,142.99,0.00,5.57,2022120107
1.5 MLD Lalbagh TTP,2022-12-01 06:45:00,6.28,22.90,0.68,3.40,17.25,1.42,1.1,1.71,2.43,2022120107
35MLD Agaram STP,2022-12-01 07:00:00,7.66,26.20,2.40,9.84,35.5,4.4,17.2,3.96,-,2022120107
Chikka_Bagur_5_MLD_STP,2022-12-01 07:04:00,7.99,26.30,-,-,41.3,5.3,7.4,10.60,-,2022120107
2MLD Ulsoor STP,2022-12-01 08:00:00,7.28,25.30,0.39,1.75,30.3,2.2,3.8,6.06,4.93,2022120108
CHIKKABANAVARA 5 MLD,2022-12-01 07:45:00,7.21,24.80,0.91,2.70,41.59,7.4,12.5,14.56,4.68,2022120108
KADUGODI 6 MLD STP,2022-12-01 07:45:00,7.67,24.70,1.20,2.57,79.37,0.0,12.87,28.89,3.31,2022120108
HORAMAVU 20 MLD,2022-12-01 08:00:00,7.39,25.90,0.57,4.10,28.48,6.85,9.18,9.41,2.85,2022120108
K AND C VALLEY 60 MLD,2022-12-01 08:00:00,7.53,25.70,1.76,4.10,26.82,3.83,9.9,6.21,4.40,2022120108
NAGASANDRA 20 MLD,2022-12-01 07:45:00,7.05,25.90,0.65,3.40,92.83,4.02,37.02,11.82,3.89,2022120108
RAJACANAL 40 MLD,2022-12-01 07:45:00,7.11,25.20,0.88,3.40,28.53,3.56,4.15,8.01,4.62,2022120108
YELLAMALAPACHETTY 15 MLD,2022-12-01 08:00:00,6.94,24.60,0.33,0.80,35.15,6.31,6.79,6.18,-,2022120108
BELLANDUR 90 MLD,2022-12-01 04:30:00,7.56,25.60,0.43,0.60,26.05,4.23,5.82,8.05,-,2022120108
DODDABELE 20 MLD,2022-12-01 00:45:00,7.31,25.00,0.17,2.50,38.81,7.77,6.56,12.09,4.39,2022120108
MALLATHALLI 5 MLD,2022-12-01 08:00:00,7.89,26.30,2.46,4.67,23.35,4.5,4.89,13.98,4.92,2022120108
NAGASANDRA OLD 20 MLD,2022-12-01 07:45:00,6.52,23.70,0.31,0.47,58.45,5.94,53.44,2.45,5.13,2022120108
