stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,total_phosphorus,outlet_flow,inlet_flow,updated_on
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024012108
KR Puram STP 20 MLD,2024-01-21 07:45:00,7.15,23.30,1.71,3.42,48.85,6.88,19.17,6.84,-0.77,-,-,-,2024012108
1.5 MLD Lalbagh TTP,2024-01-21 08:00:00,7.07,23.40,0.78,3.98,18.22,1.44,1.05,5.17,3.41,-,-,-,2024012108
35MLD Agaram STP,2024-01-21 08:00:00,7.33,24.30,0.77,3.16,30.05,5.13,4.23,6.60,-,-,-,-,2024012108
Chikka_Bagur_5_MLD_STP,2024-01-21 08:00:00,7.37,24.40,4.08,8.2,45.50,7.3,11.0,14.60,-,-,-,-,2024012108
Yelahanka 10MLD TTP,2024-01-21 08:00:00,7.36,22.70,0.11,0.31,47.20,9.3,5.6,9.38,4.05,0.22,-,-,2024012108
40MLD OLD Rajacanal STP,2024-01-21 08:00:00,7.51,23.20,1.47,2.65,25.60,8.7,12.2,6.40,3.76,0.74,-,-,2024012108
Hennur 1MLD TTP,2024-01-06 15:00:00,7.39,25.70,0.83,1.25,19.80,2.2,4.0,4.99,4.58,0.17,-,-,2024012108
4_MLD_Madiwala_STP,2024-01-21 08:00:00,7.74,22.60,1.27,3.7,34.47,2.6,3.72,8.62,-,-,-,-,2024012108
150MLD STP_K&C valley,2024-01-21 07:45:00,7.16,-,1.04,3.36,-,6.63,9.69,-,-,0.61,-,-,2024012108
20Mld KR Puram STP New,2024-01-20 09:45:00,7.7,-,2.92,5.2,41.30,6.34,6.83,9.33,-,-,1.22,3.89,2024012108
10 MLD STP HULIMAVU,2024-01-20 13:00:00,7.5,-,3.12,4.15,30.05,1.8,4.6,1.20,-,-,5.29,5.00,2024012108
2MLD Ulsoor STP,2024-01-21 08:15:00,7.06,25.90,0.37,1.85,31.99,4.48,5.12,6.40,4.57,-,-,-,2024012109
CHIKKABANAVARA 5 MLD,2024-01-21 08:30:00,7.48,22.90,0.37,3.2,29.72,4.3,4.87,11.25,2.96,-,-,-,2024012109
KADUGODI 6 MLD STP,2024-01-21 08:45:00,7.84,25.30,0.5,5.06,37.39,6.85,14.55,6.64,2.95,-,-,-,2024012109
HORAMAVU 20 MLD,2024-01-21 08:45:00,7.83,27.30,0.77,3.3,36.74,7.8,9.19,4.18,3.08,-,-,-,2024012109
K AND C VALLEY 60 MLD,2024-01-21 08:56:00,7.02,25.70,0.46,4.4,44.60,10.95,5.91,13.60,3.82,-,-,-,2024012109
NAGASANDRA 20 MLD,2024-01-21 08:45:00,7.88,22.10,0.52,2.08,46.00,8.98,10.78,6.70,3.32,-,-,-,2024012109
RAJACANAL 40 MLD,2024-01-21 08:45:00,7.65,25.40,0.92,3.2,28.24,3.45,4.0,7.98,4.42,-,-,-,2024012109
YELLAMALAPACHETTY 15 MLD,2024-01-21 08:58:30,6.91,25.61,0.51,2.05,57.00,4.94,5.25,3.99,-0.62,-,-,-,2024012109
BELLANDUR 90 MLD,2024-01-21 08:45:00,7.78,25.40,0.58,1.6,27.27,5.36,7.82,5.45,3.25,-,-,-,2024012109
DODDABELE 20 MLD,2024-01-21 08:45:00,6.96,24.50,0.86,3.2,63.53,4.85,46.09,10.91,4.18,-,-,-,2024012109
NAGASANDRA OLD 20 MLD,2024-01-21 08:45:00,6.77,22.70,1.48,2.22,48.37,8.1,15.89,0.00,0.24,-,-,-,2024012109
4MLD Cubbon Park TTP,2024-01-21 08:45:00,7.02,27.30,0.68,4.71,17.36,1.21,0.99,5.04,3.40,-,-,-,2024012109
KADABEESANAHALLI 50 MLD,2024-01-21 09:00:00,6.63,24.00,0.89,3.98,44.20,8.85,8.83,8.45,3.54,-,-,-,2024012109
STP Sarakki 5 MLD,2024-01-21 08:45:00,7.99,26.20,0.69,1.38,18.76,4.89,5.7,3.75,-,-,-,-,2024012109
Mailasandra STP 75 MLD,2024-01-21 08:45:00,7.49,23.10,15.9,25.44,45.97,8.94,18.79,13.24,2.40,-,-,-,2024012109
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024012109
KR Puram STP 20 MLD,2024-01-21 08:45:00,7.11,23.30,2.02,4.04,48.73,6.88,18.48,6.82,-0.77,-,-,-,2024012109
1.5 MLD Lalbagh TTP,2024-01-21 09:00:00,7.07,24.40,0.7,3.68,18.34,1.46,1.06,4.92,3.17,-,-,-,2024012109
35MLD Agaram STP,2024-01-21 09:00:00,7.35,24.70,0.78,3.2,30.14,5.14,4.29,6.61,-,-,-,-,2024012109
Chikka_Bagur_5_MLD_STP,2024-01-21 09:00:00,7.35,24.50,28.26,56.5,45.50,7.5,11.2,15.00,-,-,-,-,2024012109
Yelahanka 10MLD TTP,2024-01-21 09:00:00,7.36,22.70,0.1,0.28,47.20,9.3,5.5,9.44,3.60,0.22,-,-,2024012109
40MLD OLD Rajacanal STP,2024-01-21 09:00:00,7.5,23.10,1.45,2.61,25.60,8.7,12.2,6.40,3.75,0.73,-,-,2024012109
Hennur 1MLD TTP,2024-01-06 15:00:00,7.39,25.70,0.83,1.25,19.80,2.2,4.0,4.99,4.58,0.17,-,-,2024012109
4_MLD_Madiwala_STP,2024-01-21 09:00:00,7.74,22.50,1.27,3.7,34.47,2.59,3.72,8.62,-,-,-,-,2024012109
150MLD STP_K&C valley,2024-01-21 08:45:00,7.16,-,1.04,3.36,-,6.63,9.69,-,-,0.61,-,-,2024012109
20Mld KR Puram STP New,2024-01-20 09:45:00,7.7,-,2.92,5.2,41.30,6.34,6.83,9.33,-,-,1.22,3.89,2024012109
10 MLD STP HULIMAVU,2024-01-20 13:00:00,7.5,-,3.12,4.15,30.05,1.8,4.6,1.20,-,-,5.29,5.00,2024012109
2MLD Ulsoor STP,2024-01-21 09:30:00,7.06,25.80,0.36,1.8,31.92,4.47,5.11,6.38,4.56,-,-,-,2024012110
CHIKKABANAVARA 5 MLD,2024-01-21 09:30:00,7.48,22.80,0.37,3.2,29.69,4.32,4.87,11.36,2.96,-,-,-,2024012110
KADUGODI 6 MLD STP,2024-01-21 09:45:00,7.94,25.40,0.6,5.0,37.53,6.85,14.79,6.63,3.54,-,-,-,2024012110
HORAMAVU 20 MLD,2024-01-21 09:15:00,7.81,27.30,0.76,3.3,36.68,7.78,9.18,4.03,3.04,-,-,-,2024012110
K AND C VALLEY 60 MLD,2024-01-21 09:57:30,6.85,26.10,0.47,4.5,44.81,10.95,5.91,13.42,3.90,-,-,-,2024012110
NAGASANDRA 20 MLD,2024-01-21 09:45:00,7.88,22.30,0.57,2.28,45.99,8.99,10.77,7.07,3.34,-,-,-,2024012110
RAJACANAL 40 MLD,2024-01-21 09:45:00,7.66,25.60,0.93,3.2,28.25,3.45,4.0,7.97,4.46,-,-,-,2024012110
YELLAMALAPACHETTY 15 MLD,2024-01-21 09:58:30,6.91,25.60,0.51,2.05,58.40,4.91,5.35,4.00,-0.83,-,-,-,2024012110
BELLANDUR 90 MLD,2024-01-21 09:45:00,7.77,25.50,0.58,1.6,27.26,5.37,7.7,5.45,3.25,-,-,-,2024012110
DODDABELE 20 MLD,2024-01-21 09:45:00,7.02,24.90,0.87,3.2,65.28,4.45,48.94,10.51,4.21,-,-,-,2024012110
NAGASANDRA OLD 20 MLD,2024-01-21 09:45:00,6.83,22.80,1.75,2.62,48.26,7.1,16.1,0.00,0.24,-,-,-,2024012110
4MLD Cubbon Park TTP,2024-01-21 09:45:00,7.0,27.30,0.68,4.7,17.35,1.2,0.98,5.03,3.40,-,-,-,2024012110
KADABEESANAHALLI 50 MLD,2024-01-21 10:00:00,6.68,24.80,0.89,3.98,44.32,8.86,8.89,8.35,3.54,-,-,-,2024012110
STP Sarakki 5 MLD,2024-01-21 09:45:00,7.95,26.20,0.71,1.42,18.76,4.9,5.73,3.75,-,-,-,-,2024012110
Mailasandra STP 75 MLD,2024-01-21 09:45:00,7.49,23.30,16.41,26.26,46.02,8.98,18.78,13.38,2.33,-,-,-,2024012110
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024012110
KR Puram STP 20 MLD,2024-01-21 09:45:00,7.09,23.40,2.22,4.44,48.46,6.72,17.05,6.78,-0.77,-,-,-,2024012110
1.5 MLD Lalbagh TTP,2024-01-21 10:00:00,7.07,26.70,0.56,3.05,18.43,1.48,1.07,4.12,2.47,-,-,-,2024012110
35MLD Agaram STP,2024-01-21 10:00:00,7.25,24.40,0.76,3.12,29.73,5.07,4.18,6.53,-,-,-,-,2024012110
Chikka_Bagur_5_MLD_STP,2024-01-21 10:00:00,7.72,24.50,2.94,5.9,45.90,7.4,11.8,14.80,-,-,-,-,2024012110
Yelahanka 10MLD TTP,2024-01-21 10:00:00,7.37,22.70,0.1,0.28,47.20,9.3,5.5,9.42,3.37,0.22,-,-,2024012110
40MLD OLD Rajacanal STP,2024-01-21 10:00:00,7.5,23.30,1.43,2.57,25.50,8.6,12.4,6.38,3.75,0.71,-,-,2024012110
Hennur 1MLD TTP,2024-01-06 15:00:00,7.39,25.70,0.83,1.25,19.80,2.2,4.0,4.99,4.58,0.17,-,-,2024012110
4_MLD_Madiwala_STP,2024-01-21 10:00:00,7.74,22.50,1.27,3.7,34.48,2.64,3.73,8.62,-,-,-,-,2024012110
150MLD STP_K&C valley,2024-01-21 09:45:00,7.19,-,1.05,3.36,-,6.63,9.69,-,-,0.60,-,-,2024012110
20Mld KR Puram STP New,2024-01-20 09:45:00,7.7,-,2.92,5.2,41.30,6.34,6.83,9.33,-,-,1.22,3.89,2024012110
10 MLD STP HULIMAVU,2024-01-20 13:00:00,7.5,-,3.12,4.15,30.05,1.8,4.6,1.20,-,-,5.29,5.00,2024012110
2MLD Ulsoor STP,2024-01-21 09:30:00,7.06,25.80,0.36,1.8,31.92,4.47,5.11,6.38,4.56,-,-,-,2024012111
CHIKKABANAVARA 5 MLD,2024-01-21 10:30:00,7.48,22.90,0.36,3.2,29.69,4.31,4.87,11.31,2.88,-,-,-,2024012111
KADUGODI 6 MLD STP,2024-01-21 10:45:00,7.93,25.30,0.6,5.0,37.46,6.86,14.34,6.65,3.54,-,-,-,2024012111
HORAMAVU 20 MLD,2024-01-21 09:15:00,7.81,27.30,0.76,3.3,36.68,7.78,9.18,4.03,3.04,-,-,-,2024012111
K AND C VALLEY 60 MLD,2024-01-21 10:57:30,6.86,26.30,0.48,4.5,44.65,10.94,5.89,13.22,3.98,-,-,-,2024012111
NAGASANDRA 20 MLD,2024-01-21 10:45:00,7.86,22.70,0.58,2.32,45.99,9.01,10.77,7.49,3.38,-,-,-,2024012111
RAJACANAL 40 MLD,2024-01-21 10:45:00,7.66,25.70,0.94,3.2,28.25,3.46,4.01,8.00,4.51,-,-,-,2024012111
YELLAMALAPACHETTY 15 MLD,2024-01-21 10:58:30,7.01,25.96,0.52,2.08,85.58,4.82,6.2,3.93,2.33,-,-,-,2024012111
BELLANDUR 90 MLD,2024-01-21 10:45:00,7.77,25.90,0.59,1.6,27.26,5.39,7.72,5.45,3.30,-,-,-,2024012111
DODDABELE 20 MLD,2024-01-21 10:45:00,7.02,25.20,0.88,3.2,65.19,4.63,48.51,11.67,4.21,-,-,-,2024012111
NAGASANDRA OLD 20 MLD,2024-01-21 10:45:00,6.83,23.10,1.87,2.81,48.19,7.01,16.05,0.00,0.23,-,-,-,2024012111
4MLD Cubbon Park TTP,2024-01-21 10:45:00,6.99,27.30,0.68,4.7,17.36,1.2,0.99,5.04,3.40,-,-,-,2024012111
KADABEESANAHALLI 50 MLD,2024-01-21 11:00:00,6.51,26.40,0.89,3.99,44.65,8.87,9.01,8.45,3.55,-,-,-,2024012111
STP Sarakki 5 MLD,2024-01-21 10:45:00,7.93,26.30,0.68,1.36,18.77,4.9,5.73,3.75,-,-,-,-,2024012111
Mailasandra STP 75 MLD,2024-01-21 10:45:00,7.53,23.90,17.21,27.54,46.07,9.04,18.78,13.04,2.44,-,-,-,2024012111
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024012111
KR Puram STP 20 MLD,2024-01-21 10:45:00,7.07,23.50,2.27,4.54,48.48,6.73,16.73,6.79,-0.77,-,-,-,2024012111
1.5 MLD Lalbagh TTP,2024-01-21 11:00:00,7.07,29.50,0.43,2.38,18.42,1.48,1.06,3.27,2.12,-,-,-,2024012111
35MLD Agaram STP,2024-01-21 11:00:00,7.21,24.50,0.78,3.2,29.56,5.05,4.29,6.49,-,-,-,-,2024012111
Chikka_Bagur_5_MLD_STP,2024-01-21 11:00:00,7.42,24.50,3.71,7.4,46.00,7.3,11.9,14.60,-,-,-,-,2024012111
Yelahanka 10MLD TTP,2024-01-21 11:00:00,7.38,22.70,0.1,0.28,47.10,9.2,5.4,9.42,5.88,0.22,-,-,2024012111
40MLD OLD Rajacanal STP,2024-01-21 11:00:00,7.49,23.50,1.39,2.5,25.70,8.6,12.2,6.43,3.74,0.69,-,-,2024012111
Hennur 1MLD TTP,2024-01-06 15:00:00,7.39,25.70,0.83,1.25,19.80,2.2,4.0,4.99,4.58,0.17,-,-,2024012111
4_MLD_Madiwala_STP,2024-01-21 11:00:00,7.74,22.50,1.27,3.7,34.48,2.72,3.73,8.62,-,-,-,-,2024012111
150MLD STP_K&C valley,2024-01-21 10:45:00,7.22,-,1.05,3.36,-,6.63,9.69,-,-,0.60,-,-,2024012111
20Mld KR Puram STP New,2024-01-20 09:45:00,7.7,-,2.92,5.2,41.30,6.34,6.83,9.33,-,-,1.22,3.89,2024012111
10 MLD STP HULIMAVU,2024-01-20 13:00:00,7.5,-,3.12,4.15,30.05,1.8,4.6,1.20,-,-,5.29,5.00,2024012111
2MLD Ulsoor STP,2024-01-21 10:45:00,7.15,25.50,0.36,1.8,33.95,4.75,5.43,6.79,4.85,-,-,-,2024012112
CHIKKABANAVARA 5 MLD,2024-01-21 11:30:00,7.49,22.90,0.37,3.2,29.68,4.32,4.86,11.46,2.96,-,-,-,2024012112
KADUGODI 6 MLD STP,2024-01-21 11:45:00,7.85,25.30,0.6,4.96,37.55,6.87,15.25,6.66,3.54,-,-,-,2024012112
HORAMAVU 20 MLD,2024-01-21 11:45:00,7.76,27.60,0.77,3.2,36.70,7.8,9.16,4.09,3.08,-,-,-,2024012112
K AND C VALLEY 60 MLD,2024-01-21 11:54:30,6.77,26.50,0.48,4.5,44.58,10.99,5.72,13.40,3.98,-,-,-,2024012112
NAGASANDRA 20 MLD,2024-01-21 11:45:00,7.83,24.20,0.59,2.36,46.04,9.03,10.78,7.28,3.53,-,-,-,2024012112
RAJACANAL 40 MLD,2024-01-21 11:45:00,7.66,25.90,0.95,3.2,28.25,3.46,4.0,7.99,4.56,-,-,-,2024012112
YELLAMALAPACHETTY 15 MLD,2024-01-21 11:58:30,7.07,26.19,0.52,2.1,137.31,4.94,7.68,3.96,-0.57,-,-,-,2024012112
BELLANDUR 90 MLD,2024-01-21 11:45:00,7.77,26.20,0.6,1.6,27.26,5.39,7.76,5.45,3.36,-,-,-,2024012112
DODDABELE 20 MLD,2024-01-21 11:45:00,6.91,25.10,0.88,3.2,67.22,5.07,48.9,11.18,4.15,-,-,-,2024012112
NAGASANDRA OLD 20 MLD,2024-01-21 11:45:00,6.83,23.30,1.97,2.95,46.90,7.78,14.12,0.00,0.23,-,-,-,2024012112
4MLD Cubbon Park TTP,2024-01-21 11:45:00,7.0,27.30,0.68,4.7,17.36,1.2,0.99,5.03,3.40,-,-,-,2024012112
KADABEESANAHALLI 50 MLD,2024-01-21 12:00:00,7.18,22.60,0.89,4.0,43.93,8.88,8.64,8.53,3.55,-,-,-,2024012112
STP Sarakki 5 MLD,2024-01-21 11:45:00,7.86,26.30,0.66,1.32,18.80,4.94,5.73,3.76,-,-,-,-,2024012112
Mailasandra STP 75 MLD,2024-01-21 11:45:00,7.54,24.20,18.09,28.94,46.05,9.01,18.79,13.64,2.43,-,-,-,2024012112
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024012112
KR Puram STP 20 MLD,2024-01-21 11:45:00,7.08,24.10,2.2,4.4,48.54,6.86,18.11,6.79,-0.60,-,-,-,2024012112
1.5 MLD Lalbagh TTP,2024-01-21 12:00:00,7.07,31.90,0.35,1.85,18.39,1.47,1.06,1.49,0.00,-,-,-,2024012112
35MLD Agaram STP,2024-01-21 12:00:00,7.31,24.60,0.78,3.2,29.97,5.12,4.29,6.58,-,-,-,-,2024012112
Chikka_Bagur_5_MLD_STP,2024-01-21 12:00:00,7.37,24.70,48.54,97.1,45.90,7.3,11.8,14.60,-,-,-,-,2024012112
Yelahanka 10MLD TTP,2024-01-21 12:00:00,7.36,22.70,0.1,0.28,47.20,9.2,5.5,9.44,3.91,0.22,-,-,2024012112
40MLD OLD Rajacanal STP,2024-01-21 12:00:00,7.49,23.60,1.36,2.45,25.90,8.7,12.0,6.47,3.74,0.68,-,-,2024012112
Hennur 1MLD TTP,2024-01-06 15:00:00,7.39,25.70,0.83,1.25,19.80,2.2,4.0,4.99,4.58,0.17,-,-,2024012112
4_MLD_Madiwala_STP,2024-01-21 12:00:00,7.74,22.60,1.27,3.7,34.49,2.74,3.73,8.62,-,-,-,-,2024012112
150MLD STP_K&C valley,2024-01-21 11:45:00,7.22,-,1.05,3.36,-,6.63,9.69,-,-,0.60,-,-,2024012112
20Mld KR Puram STP New,2024-01-20 09:45:00,7.7,-,2.92,5.2,41.30,6.34,6.83,9.33,-,-,1.22,3.89,2024012112
10 MLD STP HULIMAVU,2024-01-20 13:00:00,7.5,-,3.12,4.15,30.05,1.8,4.6,1.20,-,-,5.29,5.00,2024012112
2MLD Ulsoor STP,2024-01-21 12:00:00,7.22,25.50,0.36,1.8,35.98,5.04,5.76,7.20,5.14,-,-,-,2024012113
CHIKKABANAVARA 5 MLD,2024-01-21 12:30:00,7.49,23.20,0.38,3.2,29.68,4.31,4.86,11.53,3.04,-,-,-,2024012113
KADUGODI 6 MLD STP,2024-01-21 12:45:00,7.93,25.70,0.6,5.03,37.58,6.85,15.2,6.64,3.54,-,-,-,2024012113
HORAMAVU 20 MLD,2024-01-21 12:45:00,7.76,27.80,0.79,3.1,36.63,7.79,9.15,4.08,3.16,-,-,-,2024012113
K AND C VALLEY 60 MLD,2024-01-21 12:57:30,6.81,26.60,0.49,4.6,44.42,11.03,5.46,13.62,4.07,-,-,-,2024012113
NAGASANDRA 20 MLD,2024-01-21 12:45:00,7.82,23.60,0.62,2.48,46.07,9.09,10.78,7.51,3.63,-,-,-,2024012113
RAJACANAL 40 MLD,2024-01-21 12:45:00,7.66,26.10,0.96,3.2,28.25,3.45,4.01,7.96,4.61,-,-,-,2024012113
YELLAMALAPACHETTY 15 MLD,2024-01-21 12:58:30,7.13,26.40,0.53,2.11,168.94,5.05,7.99,3.92,1.83,-,-,-,2024012113
BELLANDUR 90 MLD,2024-01-21 12:45:00,7.76,26.60,0.62,1.6,27.27,5.39,7.82,5.45,3.47,-,-,-,2024012113
DODDABELE 20 MLD,2024-01-21 12:45:00,6.88,25.30,0.89,3.1,67.36,4.55,50.49,10.78,4.13,-,-,-,2024012113
NAGASANDRA OLD 20 MLD,2024-01-21 12:45:00,6.83,23.40,2.08,3.12,47.20,7.76,14.7,0.00,0.23,-,-,-,2024012113
4MLD Cubbon Park TTP,2024-01-21 12:45:00,7.0,27.30,0.68,4.71,17.37,1.21,0.99,5.04,-,-,-,-,2024012113
KADABEESANAHALLI 50 MLD,2024-01-21 13:00:00,7.19,23.40,0.89,4.01,43.93,8.9,8.6,8.69,3.56,-,-,-,2024012113
STP Sarakki 5 MLD,2024-01-21 12:45:00,7.85,26.30,0.65,1.3,18.80,4.94,5.72,3.76,-,-,-,-,2024012113
Mailasandra STP 75 MLD,2024-01-21 12:45:00,7.56,24.90,19.12,30.59,46.04,8.96,18.75,13.29,2.28,-,-,-,2024012113
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024012113
KR Puram STP 20 MLD,2024-01-21 12:45:00,7.09,24.60,2.07,4.14,52.20,4.84,38.25,7.31,-0.62,-,-,-,2024012113
1.5 MLD Lalbagh TTP,2024-01-21 13:00:00,7.07,33.60,0.31,1.68,18.38,1.47,1.06,2.65,1.69,-,-,-,2024012113
35MLD Agaram STP,2024-01-21 13:00:00,7.31,24.90,0.79,3.24,29.97,5.12,4.35,6.58,-,-,-,-,2024012113
Chikka_Bagur_5_MLD_STP,2024-01-21 13:00:00,7.73,24.70,3.09,6.2,46.40,7.2,13.2,14.40,-,-,-,-,2024012113
Yelahanka 10MLD TTP,2024-01-21 13:00:00,7.34,22.70,0.1,0.28,47.10,9.2,5.5,9.42,3.15,0.22,-,-,2024012113
40MLD OLD Rajacanal STP,2024-01-21 13:00:00,7.49,23.60,1.33,2.39,26.00,8.7,12.0,6.50,3.74,0.67,-,-,2024012113
Hennur 1MLD TTP,2024-01-06 15:00:00,7.39,25.70,0.83,1.25,19.80,2.2,4.0,4.99,4.58,0.17,-,-,2024012113
4_MLD_Madiwala_STP,2024-01-21 13:00:00,7.74,22.60,1.26,3.7,34.48,2.65,3.73,8.62,-,-,-,-,2024012113
150MLD STP_K&C valley,2024-01-21 12:45:00,7.28,-,1.05,3.36,-,6.63,9.69,-,-,0.60,-,-,2024012113
20Mld KR Puram STP New,2024-01-20 09:45:00,7.7,-,2.92,5.2,41.30,6.34,6.83,9.33,-,-,1.22,3.89,2024012113
10 MLD STP HULIMAVU,2024-01-20 13:00:00,7.5,-,3.12,4.15,30.05,1.8,4.6,1.20,-,-,5.29,5.00,2024012113
2MLD Ulsoor STP,2024-01-21 13:15:00,7.21,25.50,0.36,1.8,34.02,4.76,5.44,6.80,4.86,-,-,-,2024012114
CHIKKABANAVARA 5 MLD,2024-01-21 13:30:00,7.5,23.50,0.39,3.2,29.69,4.31,4.86,11.55,3.12,-,-,-,2024012114
KADUGODI 6 MLD STP,2024-01-21 13:45:00,7.94,25.40,0.6,5.03,37.50,6.87,14.33,6.66,3.54,-,-,-,2024012114
HORAMAVU 20 MLD,2024-01-21 13:45:00,7.79,27.80,0.81,3.2,36.70,7.81,9.16,4.08,3.24,-,-,-,2024012114
K AND C VALLEY 60 MLD,2024-01-21 13:54:30,6.76,26.80,0.49,4.5,44.66,11.02,5.72,13.42,4.07,-,-,-,2024012114
NAGASANDRA 20 MLD,2024-01-21 13:45:00,7.82,24.40,0.67,2.68,46.40,8.96,11.16,6.52,3.64,-,-,-,2024012114
RAJACANAL 40 MLD,2024-01-21 13:45:00,7.66,26.20,0.97,3.2,28.24,3.45,4.0,7.97,4.66,-,-,-,2024012114
YELLAMALAPACHETTY 15 MLD,2024-01-21 13:58:30,7.18,26.60,0.53,2.13,147.07,4.92,8.08,3.87,1.92,-,-,-,2024012114
BELLANDUR 90 MLD,2024-01-21 13:45:00,7.76,26.80,0.63,1.5,27.27,5.39,7.84,5.45,3.53,-,-,-,2024012114
DODDABELE 20 MLD,2024-01-21 13:45:00,6.84,25.40,0.89,3.1,66.68,4.72,50.03,11.40,4.10,-,-,-,2024012114
NAGASANDRA OLD 20 MLD,2024-01-21 13:45:00,6.84,23.50,2.08,3.12,46.05,8.33,12.82,2.56,0.23,-,-,-,2024012114
4MLD Cubbon Park TTP,2024-01-21 13:45:00,6.96,27.60,0.69,4.71,17.36,1.21,0.98,5.03,3.45,-,-,-,2024012114
KADABEESANAHALLI 50 MLD,2024-01-21 14:00:00,7.19,23.20,0.89,4.0,43.94,8.89,8.63,8.59,3.56,-,-,-,2024012114
STP Sarakki 5 MLD,2024-01-21 13:45:00,7.84,26.30,0.67,1.34,18.79,4.93,5.73,3.76,-,-,-,-,2024012114
Mailasandra STP 75 MLD,2024-01-21 13:45:00,7.55,25.40,21.18,33.89,46.07,8.96,18.72,12.91,2.15,-,-,-,2024012114
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024012114
KR Puram STP 20 MLD,2024-01-21 13:45:00,7.1,24.70,1.98,3.96,49.74,6.09,25.61,6.96,-0.43,-,-,-,2024012114
1.5 MLD Lalbagh TTP,2024-01-21 14:00:00,7.07,34.70,0.23,1.25,18.38,1.47,1.06,2.45,1.63,-,-,-,2024012114
35MLD Agaram STP,2024-01-21 14:00:00,7.33,24.70,0.79,3.24,30.05,5.13,4.35,6.60,-,-,-,-,2024012114
Chikka_Bagur_5_MLD_STP,2024-01-21 14:00:00,7.41,24.80,4.47,8.9,46.40,7.3,12.2,14.60,-,-,-,-,2024012114
Yelahanka 10MLD TTP,2024-01-21 14:00:00,7.36,22.70,0.1,0.28,47.20,9.2,5.5,9.44,3.49,0.22,-,-,2024012114
40MLD OLD Rajacanal STP,2024-01-21 14:00:00,7.64,23.60,1.35,2.43,25.90,8.7,12.1,6.47,3.82,0.68,-,-,2024012114
Hennur 1MLD TTP,2024-01-06 15:00:00,7.39,25.70,0.83,1.25,19.80,2.2,4.0,4.99,4.58,0.17,-,-,2024012114
4_MLD_Madiwala_STP,2024-01-21 14:00:00,7.74,22.60,1.27,3.7,34.48,2.64,3.72,8.62,-,-,-,-,2024012114
150MLD STP_K&C valley,2024-01-21 13:45:00,7.22,-,1.04,3.36,-,6.63,9.69,-,-,0.60,-,-,2024012114
20Mld KR Puram STP New,2024-01-20 09:45:00,7.7,-,2.92,5.2,41.30,6.34,6.83,9.33,-,-,1.22,3.89,2024012114
10 MLD STP HULIMAVU,2024-01-20 13:00:00,7.5,-,3.12,4.15,30.05,1.8,4.6,1.20,-,-,5.29,5.00,2024012114
2MLD Ulsoor STP,2024-01-21 13:15:00,7.21,25.50,0.36,1.8,34.02,4.76,5.44,6.80,4.86,-,-,-,2024012115
CHIKKABANAVARA 5 MLD,2024-01-21 14:30:00,7.5,23.50,0.39,3.2,29.68,4.31,4.86,11.29,3.12,-,-,-,2024012115
KADUGODI 6 MLD STP,2024-01-21 14:45:00,7.86,25.20,0.6,4.94,37.32,6.87,13.6,6.67,3.54,-,-,-,2024012115
HORAMAVU 20 MLD,2024-01-21 14:45:00,7.78,28.40,0.82,3.1,36.64,7.8,9.13,4.12,3.28,-,-,-,2024012115
K AND C VALLEY 60 MLD,2024-01-21 14:57:30,6.8,26.80,0.5,4.5,44.72,11.1,5.65,13.73,4.15,-,-,-,2024012115
NAGASANDRA 20 MLD,2024-01-21 14:45:00,7.84,24.80,0.68,2.72,46.33,9.01,11.06,7.31,3.71,-,-,-,2024012115
RAJACANAL 40 MLD,2024-01-21 14:45:00,7.65,26.20,0.97,3.2,28.25,3.46,4.0,8.01,4.66,-,-,-,2024012115
YELLAMALAPACHETTY 15 MLD,2024-01-21 14:58:30,7.2,26.66,0.53,2.13,110.76,4.86,7.12,3.95,2.68,-,-,-,2024012115
BELLANDUR 90 MLD,2024-01-21 14:15:00,7.76,26.80,0.63,1.5,27.26,5.39,7.71,5.45,3.53,-,-,-,2024012115
DODDABELE 20 MLD,2024-01-21 14:45:00,6.83,25.40,0.88,3.1,66.99,4.73,49.64,11.75,4.10,-,-,-,2024012115
NAGASANDRA OLD 20 MLD,2024-01-21 14:45:00,6.85,23.50,2.11,3.16,46.12,8.45,12.84,2.39,0.23,-,-,-,2024012115
4MLD Cubbon Park TTP,2024-01-21 14:45:00,6.96,27.60,0.68,4.71,17.36,1.21,0.99,5.04,3.40,-,-,-,2024012115
