stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,total_phosphorus,outlet_flow,inlet_flow,updated_on
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024032612
KR Puram STP 20 MLD,2024-03-26 11:45:00,7.04,26.80,1.86,3.72,61.94,15.39,37.19,8.67,3.18,-,-,-,2024032612
1.5 MLD Lalbagh TTP,2024-03-26 11:45:00,7.56,30.60,0.19,1.25,18.28,1.42,0.96,-6.42,11.07,-,-,-,2024032612
35MLD Agaram STP,2024-03-26 11:45:00,7.13,27.90,0.59,2.42,29.23,4.99,3.24,6.42,-,-,-,-,2024032612
Chikka_Bagur_5_MLD_STP,2024-03-24 14:15:00,7.78,27.40,1.15,2.30,43.60,7.00,7.5,14.00,-,-,-,-,2024032612
Yelahanka 10MLD TTP,2024-03-20 13:45:00,7.32,24.80,0.0,-,36.60,5.80,5.6,7.34,14.96,0.23,-,-,2024032612
40MLD OLD Rajacanal STP,2024-03-20 13:45:00,7.59,25.80,1.2,2.16,26.30,8.30,10.8,6.57,3.80,0.60,-,-,2024032612
Hennur 1MLD TTP,2024-03-24 20:15:00,7.3,28.90,0.36,0.54,21.10,2.70,4.0,5.05,4.26,0.07,-,-,2024032612
4_MLD_Madiwala_STP,2024-03-26 12:00:00,7.48,27.20,1.25,3.60,35.07,4.42,4.13,8.77,-,-,-,-,2024032612
150MLD STP_K&C valley,2024-03-26 11:45:00,7.09,-,1.04,5.73,-,4.50,9.69,-,-,0.98,-,-,2024032612
20Mld KR Puram STP New,2024-03-26 11:45:00,7.19,-,2.36,3.17,40.76,6.31,6.76,9.18,-,-,3.65,6.22,2024032612
10 MLD STP HULIMAVU,2024-03-26 11:45:00,8.19,-,4.36,3.51,14.54,0.87,2.71,1.20,-,-,3.67,3.48,2024032612
2MLD Ulsoor STP,2024-03-26 10:45:00,6.97,28.80,0.56,2.80,19.60,2.74,3.14,3.92,2.80,-,-,-,2024032613
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.00,27.01,4.06,4.54,9.79,0.00,-,-,-,2024032613
KADUGODI 6 MLD STP,2024-03-26 12:45:00,7.85,28.10,0.3,8.12,39.77,7.55,13.61,6.84,1.77,-,-,-,2024032613
HORAMAVU 20 MLD,2024-03-26 12:45:00,7.82,30.90,0.87,3.30,37.89,7.26,11.07,2.62,3.48,-,-,-,2024032613
K AND C VALLEY 60 MLD,2024-03-26 12:53:30,6.76,29.80,0.67,3.50,54.80,14.04,7.98,14.19,5.56,-,-,-,2024032613
NAGASANDRA 20 MLD,2024-03-01 11:00:00,7.61,25.30,1.02,4.08,46.64,8.89,11.16,7.62,3.77,-,-,-,2024032613
RAJACANAL 40 MLD,2024-03-26 12:45:00,7.64,29.30,1.2,2.70,28.68,3.61,4.26,8.10,5.76,-,-,-,2024032613
YELLAMALAPACHETTY 15 MLD,2024-03-26 13:00:00,7.54,28.99,0.55,2.20,27.35,8.21,8.04,5.48,2.70,-,-,-,2024032613
BELLANDUR 90 MLD,2024-03-26 12:45:00,7.69,29.60,0.97,1.50,27.89,6.72,10.63,5.58,5.43,-,-,-,2024032613
DODDABELE 20 MLD,2024-03-26 12:45:00,6.87,28.60,0.35,1.90,58.12,6.35,44.48,9.15,4.12,-,-,-,2024032613
NAGASANDRA OLD 20 MLD,2024-03-26 12:45:00,7.16,25.80,1.22,1.83,-,-,26.28,-,3.05,-,-,-,2024032613
4MLD Cubbon Park TTP,2024-03-26 12:45:00,6.68,30.50,0.66,4.73,17.32,1.23,0.92,5.02,3.30,-,-,-,2024032613
KADABEESANAHALLI 50 MLD,2024-03-17 12:15:00,7.22,26.00,0.83,3.73,44.74,8.28,10.17,8.29,3.31,-,-,-,2024032613
STP Sarakki 5 MLD,2024-03-26 12:45:00,7.53,29.20,0.95,1.90,20.74,7.86,7.3,4.15,-,-,-,-,2024032613
Mailasandra STP 75 MLD,2024-03-26 12:45:00,7.8,27.80,19.26,30.82,49.11,13.00,15.78,1.83,0.89,-,-,-,2024032613
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024032613
KR Puram STP 20 MLD,2024-03-26 12:45:00,7.04,27.00,1.85,3.70,63.07,15.58,42.18,8.83,4.01,-,-,-,2024032613
1.5 MLD Lalbagh TTP,2024-03-26 12:30:00,7.45,31.00,0.16,0.88,18.30,1.42,0.96,13.24,0.00,-,-,-,2024032613
35MLD Agaram STP,2024-03-26 12:45:00,7.2,28.10,0.6,2.46,29.52,5.04,3.3,6.48,-,-,-,-,2024032613
Chikka_Bagur_5_MLD_STP,2024-03-24 14:15:00,7.78,27.40,1.15,2.30,43.60,7.00,7.5,14.00,-,-,-,-,2024032613
Yelahanka 10MLD TTP,2024-03-20 13:45:00,7.32,24.80,0.0,-,36.60,5.80,5.6,7.34,14.96,0.23,-,-,2024032613
40MLD OLD Rajacanal STP,2024-03-20 13:45:00,7.59,25.80,1.2,2.16,26.30,8.30,10.8,6.57,3.80,0.60,-,-,2024032613
Hennur 1MLD TTP,2024-03-24 20:15:00,7.3,28.90,0.36,0.54,21.10,2.70,4.0,5.05,4.26,0.07,-,-,2024032613
4_MLD_Madiwala_STP,2024-03-26 13:00:00,7.48,28.20,1.23,3.60,35.66,3.79,5.25,8.91,-,-,-,-,2024032613
150MLD STP_K&C valley,2024-03-26 12:45:00,7.1,-,1.04,5.72,-,4.50,9.69,-,-,0.98,-,-,2024032613
20Mld KR Puram STP New,2024-03-26 12:00:00,7.19,-,2.36,3.17,40.76,6.31,6.76,9.18,-,-,3.84,6.22,2024032613
10 MLD STP HULIMAVU,2024-03-26 12:45:00,8.19,-,4.36,3.51,14.54,0.87,2.71,1.20,-,-,3.73,3.59,2024032613
2MLD Ulsoor STP,2024-03-26 13:30:00,6.92,29.00,0.55,2.75,23.80,3.33,3.81,4.76,3.40,-,-,-,2024032614
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.00,27.01,4.06,4.54,9.79,0.00,-,-,-,2024032614
KADUGODI 6 MLD STP,2024-03-26 13:30:00,7.84,28.10,0.3,8.08,39.83,7.54,14.08,6.85,1.77,-,-,-,2024032614
HORAMAVU 20 MLD,2024-03-26 13:45:00,8.05,29.00,1.16,3.10,39.59,7.14,13.84,1.86,4.64,-,-,-,2024032614
K AND C VALLEY 60 MLD,2024-03-26 13:52:00,6.78,29.80,0.67,3.40,54.82,14.02,7.92,14.22,5.56,-,-,-,2024032614
NAGASANDRA 20 MLD,2024-03-01 11:00:00,7.61,25.30,1.02,4.08,46.64,8.89,11.16,7.62,3.77,-,-,-,2024032614
RAJACANAL 40 MLD,2024-03-26 13:45:00,7.61,29.10,1.19,2.80,28.64,3.61,4.23,8.08,5.71,-,-,-,2024032614
YELLAMALAPACHETTY 15 MLD,2024-03-26 14:00:00,7.38,28.38,0.54,2.16,27.81,8.23,8.04,5.50,2.87,-,-,-,2024032614
BELLANDUR 90 MLD,2024-03-26 13:45:00,7.67,31.50,1.08,1.50,27.89,6.74,10.66,5.58,6.05,-,-,-,2024032614
DODDABELE 20 MLD,2024-03-26 13:45:00,6.85,28.60,0.35,1.90,58.09,6.40,44.50,9.24,4.11,-,-,-,2024032614
NAGASANDRA OLD 20 MLD,2024-03-26 13:45:00,7.16,25.90,1.21,1.82,-,-,-,-,3.03,-,-,-,2024032614
4MLD Cubbon Park TTP,2024-03-26 13:45:00,6.69,30.60,0.67,4.73,17.32,1.23,0.92,5.02,3.35,-,-,-,2024032614
KADABEESANAHALLI 50 MLD,2024-03-17 12:15:00,7.22,26.00,0.83,3.73,44.74,8.28,10.17,8.29,3.31,-,-,-,2024032614
STP Sarakki 5 MLD,2024-03-26 13:45:00,7.55,29.20,0.94,1.88,20.76,7.89,7.34,4.15,-,-,-,-,2024032614
Mailasandra STP 75 MLD,2024-03-26 13:45:00,7.77,28.10,20.19,32.30,49.15,13.06,15.79,1.75,0.82,-,-,-,2024032614
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024032614
KR Puram STP 20 MLD,2024-03-26 13:45:00,7.03,27.10,1.86,3.72,63.22,14.77,43.15,8.85,1.00,-,-,-,2024032614
1.5 MLD Lalbagh TTP,2024-03-26 13:45:00,7.37,31.20,0.15,0.75,18.38,1.44,0.98,8.78,6.21,-,-,-,2024032614
35MLD Agaram STP,2024-03-26 13:45:00,7.21,28.10,0.6,2.46,29.56,5.05,3.30,6.49,-,-,-,-,2024032614
Chikka_Bagur_5_MLD_STP,2024-03-24 14:15:00,7.78,27.40,1.15,2.30,43.60,7.00,7.50,14.00,-,-,-,-,2024032614
Yelahanka 10MLD TTP,2024-03-20 13:45:00,7.32,24.80,0.0,-,36.60,5.80,5.60,7.34,14.96,0.23,-,-,2024032614
40MLD OLD Rajacanal STP,2024-03-20 13:45:00,7.59,25.80,1.2,2.16,26.30,8.30,10.80,6.57,3.80,0.60,-,-,2024032614
Hennur 1MLD TTP,2024-03-24 20:15:00,7.3,28.90,0.36,0.54,21.10,2.70,4.00,5.05,4.26,0.07,-,-,2024032614
4_MLD_Madiwala_STP,2024-03-26 14:00:00,7.48,28.20,1.22,3.50,35.53,4.94,4.94,8.88,-,-,-,-,2024032614
150MLD STP_K&C valley,2024-03-26 13:45:00,7.09,-,1.04,5.72,-,4.50,9.69,-,-,0.98,-,-,2024032614
20Mld KR Puram STP New,2024-03-26 12:00:00,7.19,-,2.36,3.17,40.76,6.31,6.76,9.18,-,-,3.84,6.22,2024032614
10 MLD STP HULIMAVU,2024-03-26 13:45:00,8.19,-,4.36,3.51,14.54,0.87,2.71,1.20,-,-,3.73,3.66,2024032614
2MLD Ulsoor STP,2024-03-26 13:30:00,6.92,29.00,0.55,2.75,23.80,3.33,3.81,4.76,3.40,-,-,-,2024032615
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.00,27.01,4.06,4.54,9.79,0.00,-,-,-,2024032615
KADUGODI 6 MLD STP,2024-03-26 14:45:00,7.79,28.00,0.3,8.03,39.83,7.55,13.90,6.85,1.77,-,-,-,2024032615
HORAMAVU 20 MLD,2024-03-26 14:45:00,7.49,32.60,0.92,1.10,40.78,6.99,14.38,2.02,3.68,-,-,-,2024032615
K AND C VALLEY 60 MLD,2024-03-26 14:55:00,6.77,29.90,0.68,3.40,54.91,14.09,8.03,14.54,5.64,-,-,-,2024032615
NAGASANDRA 20 MLD,2024-03-01 11:00:00,7.61,25.30,1.02,4.08,46.64,8.89,11.16,7.62,3.77,-,-,-,2024032615
RAJACANAL 40 MLD,2024-03-26 14:45:00,7.61,29.00,1.19,2.80,28.63,3.60,4.21,8.05,5.71,-,-,-,2024032615
YELLAMALAPACHETTY 15 MLD,2024-03-26 15:00:00,7.65,29.41,0.56,2.24,28.51,8.22,8.05,5.49,8.62,-,-,-,2024032615
BELLANDUR 90 MLD,2024-03-26 14:45:00,7.68,30.50,1.05,1.40,27.88,6.69,10.63,5.58,5.88,-,-,-,2024032615
DODDABELE 20 MLD,2024-03-26 14:45:00,6.86,28.60,0.35,1.90,58.02,6.34,44.76,9.28,4.12,-,-,-,2024032615
NAGASANDRA OLD 20 MLD,2024-03-26 14:45:00,7.17,26.10,1.19,1.79,-,-,-,-,2.98,-,-,-,2024032615
4MLD Cubbon Park TTP,2024-03-26 14:45:00,6.68,30.60,0.67,4.73,17.32,1.23,0.92,5.02,3.35,-,-,-,2024032615
KADABEESANAHALLI 50 MLD,2024-03-17 12:15:00,7.22,26.00,0.83,3.73,44.74,8.28,10.17,8.29,3.31,-,-,-,2024032615
STP Sarakki 5 MLD,2024-03-26 14:45:00,7.44,29.30,0.93,1.86,20.79,7.93,7.40,4.16,-,-,-,-,2024032615
Mailasandra STP 75 MLD,2024-03-26 14:45:00,7.79,28.50,21.34,34.14,49.18,13.13,15.80,2.02,0.79,-,-,-,2024032615
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024032615
KR Puram STP 20 MLD,2024-03-26 14:45:00,7.04,27.40,1.81,3.62,63.20,14.52,44.40,8.85,-0.64,-,-,-,2024032615
1.5 MLD Lalbagh TTP,2024-03-26 14:45:00,7.34,31.40,0.14,0.75,18.45,1.46,0.99,8.99,6.54,-,-,-,2024032615
35MLD Agaram STP,2024-03-26 14:45:00,7.27,28.40,0.6,2.46,29.81,5.09,3.30,6.54,-,-,-,-,2024032615
Chikka_Bagur_5_MLD_STP,2024-03-24 14:15:00,7.78,27.40,1.15,2.30,43.60,7.00,7.50,14.00,-,-,-,-,2024032615
Yelahanka 10MLD TTP,2024-03-20 13:45:00,7.32,24.80,0.0,-,36.60,5.80,5.60,7.34,14.96,0.23,-,-,2024032615
40MLD OLD Rajacanal STP,2024-03-20 13:45:00,7.59,25.80,1.2,2.16,26.30,8.30,10.80,6.57,3.80,0.60,-,-,2024032615
Hennur 1MLD TTP,2024-03-24 20:15:00,7.3,28.90,0.36,0.54,21.10,2.70,4.00,5.05,4.26,0.07,-,-,2024032615
4_MLD_Madiwala_STP,2024-03-26 15:00:00,7.48,28.20,1.21,3.50,35.59,6.07,5.07,8.90,-,-,-,-,2024032615
150MLD STP_K&C valley,2024-03-26 14:45:00,7.06,-,1.03,5.72,-,4.50,9.69,-,-,0.98,-,-,2024032615
20Mld KR Puram STP New,2024-03-26 12:00:00,7.19,-,2.36,3.17,40.76,6.31,6.76,9.18,-,-,3.84,6.22,2024032615
10 MLD STP HULIMAVU,2024-03-26 14:45:00,8.19,-,4.36,3.51,14.54,0.87,2.71,1.20,-,-,6.43,6.72,2024032615
2MLD Ulsoor STP,2024-03-26 13:30:00,6.92,29.00,0.55,2.75,23.80,3.33,3.81,4.76,3.40,-,-,-,2024032616
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.40,31.60,0.00,1008.00,27.01,4.06,4.54,9.79,0.00,-,-,-,2024032616
KADUGODI 6 MLD STP,2024-03-26 15:45:00,7.77,28.00,0.30,7.98,39.85,7.54,14.08,6.83,1.77,-,-,-,2024032616
HORAMAVU 20 MLD,2024-03-26 15:45:00,7.39,36.60,1.07,0.30,40.85,7.06,14.45,2.51,4.28,-,-,-,2024032616
K AND C VALLEY 60 MLD,2024-03-26 15:53:30,6.78,29.70,0.68,3.30,54.97,14.09,8.02,14.45,5.64,-,-,-,2024032616
NAGASANDRA 20 MLD,2024-03-01 11:00:00,7.61,25.30,1.02,4.08,46.64,8.89,11.16,7.62,3.77,-,-,-,2024032616
RAJACANAL 40 MLD,2024-03-26 15:45:00,7.65,28.80,1.20,2.80,28.66,3.61,4.21,8.08,5.76,-,-,-,2024032616
YELLAMALAPACHETTY 15 MLD,2024-03-26 16:00:00,7.57,29.12,0.55,2.21,29.89,8.21,8.08,5.48,9.99,-,-,-,2024032616
BELLANDUR 90 MLD,2024-03-26 15:45:00,7.70,29.70,0.97,1.50,27.86,6.74,10.33,5.57,5.43,-,-,-,2024032616
DODDABELE 20 MLD,2024-03-26 15:45:00,6.87,28.50,0.35,2.10,44.54,7.12,14.81,10.35,4.12,-,-,-,2024032616
NAGASANDRA OLD 20 MLD,2024-03-26 15:45:00,7.17,26.10,1.19,1.79,-,-,-,-,2.98,-,-,-,2024032616
4MLD Cubbon Park TTP,2024-03-26 15:45:00,-,-,-,4.73,17.33,1.23,0.92,5.02,-,-,-,-,2024032616
KADABEESANAHALLI 50 MLD,2024-03-17 12:15:00,7.22,26.00,0.83,3.73,44.74,8.28,10.17,8.29,3.31,-,-,-,2024032616
STP Sarakki 5 MLD,2024-03-26 15:45:00,7.38,29.20,0.92,1.84,20.73,7.84,7.31,4.15,-,-,-,-,2024032616
Mailasandra STP 75 MLD,2024-03-26 15:45:00,7.79,28.70,21.69,34.70,49.18,13.15,15.82,1.79,0.79,-,-,-,2024032616
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024032616
KR Puram STP 20 MLD,2024-03-26 15:45:00,7.03,27.30,1.80,3.60,62.03,14.30,40.33,8.68,0.25,-,-,-,2024032616
1.5 MLD Lalbagh TTP,2024-03-26 15:30:00,7.33,31.30,0.14,0.70,18.50,1.47,0.99,10.20,7.25,-,-,-,2024032616
35MLD Agaram STP,2024-03-26 15:45:00,7.14,28.30,0.60,2.46,29.27,5.00,3.30,6.43,-,-,-,-,2024032616
Chikka_Bagur_5_MLD_STP,2024-03-24 14:15:00,7.78,27.40,1.15,2.30,43.60,7.00,7.50,14.00,-,-,-,-,2024032616
Yelahanka 10MLD TTP,2024-03-20 13:45:00,7.32,24.80,0.00,-,36.60,5.80,5.60,7.34,14.96,0.23,-,-,2024032616
40MLD OLD Rajacanal STP,2024-03-20 13:45:00,7.59,25.80,1.20,2.16,26.30,8.30,10.80,6.57,3.80,0.60,-,-,2024032616
Hennur 1MLD TTP,2024-03-24 20:15:00,7.30,28.90,0.36,0.54,21.10,2.70,4.00,5.05,4.26,0.07,-,-,2024032616
4_MLD_Madiwala_STP,2024-03-26 16:00:00,7.48,28.20,1.19,3.50,35.37,5.94,4.67,8.84,-,-,-,-,2024032616
150MLD STP_K&C valley,2024-03-26 15:45:00,7.06,-,1.03,5.73,-,4.50,9.69,-,-,0.98,-,-,2024032616
20Mld KR Puram STP New,2024-03-26 15:45:00,7.30,-,4.12,4.26,41.26,6.38,6.79,8.82,-,-,13.03,15.38,2024032616
10 MLD STP HULIMAVU,2024-03-26 15:45:00,8.19,-,4.36,3.51,14.54,0.87,2.71,1.20,-,-,6.43,6.84,2024032616
2MLD Ulsoor STP,2024-03-26 16:15:00,6.83,28.90,0.56,2.80,14.70,2.06,2.35,2.94,2.10,-,-,-,2024032617
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.40,31.60,0.00,1008.00,27.01,4.06,4.54,9.79,0.00,-,-,-,2024032617
KADUGODI 6 MLD STP,2024-03-26 16:45:00,7.85,27.90,0.30,8.05,39.90,7.55,14.28,6.87,1.77,-,-,-,2024032617
HORAMAVU 20 MLD,2024-03-26 16:45:00,8.01,26.40,1.26,3.30,37.63,7.27,10.86,2.72,5.04,-,-,-,2024032617
K AND C VALLEY 60 MLD,2024-03-26 16:52:00,6.78,29.50,0.68,3.30,54.75,14.06,7.83,14.46,5.64,-,-,-,2024032617
NAGASANDRA 20 MLD,2024-03-01 11:00:00,7.61,25.30,1.02,4.08,46.64,8.89,11.16,7.62,3.77,-,-,-,2024032617
RAJACANAL 40 MLD,2024-03-26 16:45:00,7.62,28.60,1.18,2.80,28.63,3.61,4.2,8.05,5.66,-,-,-,2024032617
YELLAMALAPACHETTY 15 MLD,2024-03-26 17:00:00,7.57,29.12,0.55,2.21,28.43,8.22,8.05,5.49,3.41,-,-,-,2024032617
BELLANDUR 90 MLD,2024-03-26 16:45:00,7.70,29.10,0.96,1.50,27.86,6.74,10.38,5.57,5.38,-,-,-,2024032617
DODDABELE 20 MLD,2024-03-26 16:45:00,6.89,28.50,0.36,1.30,43.84,7.19,13.64,10.67,4.13,-,-,-,2024032617
NAGASANDRA OLD 20 MLD,2024-03-26 16:45:00,7.26,26.10,1.28,1.92,44.38,8.98,9.95,6.54,3.20,-,-,-,2024032617
4MLD Cubbon Park TTP,2024-03-26 16:45:00,-,-,-,4.73,17.33,1.23,0.92,5.02,-,-,-,-,2024032617
KADABEESANAHALLI 50 MLD,2024-03-17 12:15:00,7.22,26.00,0.83,3.73,44.74,8.28,10.17,8.29,3.31,-,-,-,2024032617
STP Sarakki 5 MLD,2024-03-26 16:45:00,7.60,29.40,0.94,1.88,20.86,8.04,7.65,4.17,-,-,-,-,2024032617
Mailasandra STP 75 MLD,2024-03-26 16:45:00,7.90,28.70,23.58,37.73,49.41,13.51,15.79,1.74,1.48,-,-,-,2024032617
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024032617
KR Puram STP 20 MLD,2024-03-26 16:30:00,7.03,27.10,1.83,3.66,62.44,14.15,42.33,8.74,0.79,-,-,-,2024032617
1.5 MLD Lalbagh TTP,2024-03-26 16:45:00,7.31,31.20,0.15,0.75,18.57,1.49,1.02,11.77,6.29,-,-,-,2024032617
35MLD Agaram STP,2024-03-26 16:45:00,7.24,28.50,0.61,2.50,29.68,5.07,3.36,6.52,-,-,-,-,2024032617
Chikka_Bagur_5_MLD_STP,2024-03-24 14:15:00,7.78,27.40,1.15,2.30,43.60,7.0,7.5,14.00,-,-,-,-,2024032617
Yelahanka 10MLD TTP,2024-03-20 13:45:00,7.32,24.80,0.00,-,36.60,5.8,5.6,7.34,14.96,0.23,-,-,2024032617
40MLD OLD Rajacanal STP,2024-03-20 13:45:00,7.59,25.80,1.20,2.16,26.30,8.3,10.8,6.57,3.80,0.60,-,-,2024032617
Hennur 1MLD TTP,2024-03-24 20:15:00,7.30,28.90,0.36,0.54,21.10,2.7,4.0,5.05,4.26,0.07,-,-,2024032617
4_MLD_Madiwala_STP,2024-03-26 17:00:00,7.49,28.60,1.15,3.30,35.44,4.18,4.74,8.86,-,-,-,-,2024032617
150MLD STP_K&C valley,2024-03-26 16:45:00,7.01,-,1.03,5.72,-,4.47,9.69,-,-,0.98,-,-,2024032617
20Mld KR Puram STP New,2024-03-26 16:45:00,7.30,-,4.12,4.26,41.26,6.38,6.79,8.82,-,-,13.47,15.38,2024032617
10 MLD STP HULIMAVU,2024-03-26 16:45:00,8.19,-,4.36,3.51,14.54,0.87,2.71,1.20,-,-,6.43,6.84,2024032617
2MLD Ulsoor STP,2024-03-26 16:15:00,6.83,28.90,0.56,2.80,14.70,2.06,2.35,2.94,2.10,-,-,-,2024032618
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.40,31.60,0.00,1008.00,27.01,4.06,4.54,9.79,0.00,-,-,-,2024032618
KADUGODI 6 MLD STP,2024-03-26 17:45:00,7.83,27.70,0.30,7.94,39.91,7.55,14.3,6.86,1.77,-,-,-,2024032618
HORAMAVU 20 MLD,2024-03-26 17:45:00,7.52,26.00,1.38,3.30,40.00,7.1,13.95,2.34,5.52,-,-,-,2024032618
K AND C VALLEY 60 MLD,2024-03-26 17:55:00,6.77,29.40,0.67,3.40,54.79,14.14,7.84,14.88,5.56,-,-,-,2024032618
NAGASANDRA 20 MLD,2024-03-01 11:00:00,7.61,25.30,1.02,4.08,46.64,8.89,11.16,7.62,3.77,-,-,-,2024032618
RAJACANAL 40 MLD,2024-03-26 17:45:00,7.61,28.40,1.17,2.80,28.61,3.61,4.17,8.08,5.62,-,-,-,2024032618
YELLAMALAPACHETTY 15 MLD,2024-03-26 18:00:00,7.51,28.90,0.55,2.20,28.79,8.24,8.04,5.49,9.36,-,-,-,2024032618
BELLANDUR 90 MLD,2024-03-26 17:45:00,7.72,29.60,0.89,1.60,27.90,6.76,10.65,5.58,4.98,-,-,-,2024032618
DODDABELE 20 MLD,2024-03-26 17:45:00,6.84,28.40,0.36,1.30,43.62,7.14,13.81,10.56,4.10,-,-,-,2024032618
NAGASANDRA OLD 20 MLD,2024-03-26 17:45:00,7.26,26.00,1.48,2.22,44.46,8.94,10.05,6.49,3.70,-,-,-,2024032618
4MLD Cubbon Park TTP,2024-03-26 17:45:00,-,-,-,4.73,17.32,1.23,0.92,5.02,-,-,-,-,2024032618
KADABEESANAHALLI 50 MLD,2024-03-17 12:15:00,7.22,26.00,0.83,3.73,44.74,8.28,10.17,8.29,3.31,-,-,-,2024032618
STP Sarakki 5 MLD,2024-03-26 17:45:00,7.76,29.60,0.96,1.92,20.82,7.99,7.57,4.16,-,-,-,-,2024032618
Mailasandra STP 75 MLD,2024-03-26 17:45:00,7.88,27.80,21.24,33.98,49.56,13.7,15.72,1.96,1.09,-,-,-,2024032618
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024032618
KR Puram STP 20 MLD,2024-03-26 17:45:00,7.03,26.70,1.85,3.70,63.02,14.66,42.65,8.82,-0.62,-,-,-,2024032618
1.5 MLD Lalbagh TTP,2024-03-26 17:45:00,7.30,30.90,0.16,0.77,18.56,1.48,1.0,0.00,0.00,-,-,-,2024032618
35MLD Agaram STP,2024-03-26 17:45:00,7.20,28.50,0.61,2.50,29.52,5.04,3.36,6.48,-,-,-,-,2024032618
Chikka_Bagur_5_MLD_STP,2024-03-24 14:15:00,7.78,27.40,1.15,2.30,43.60,7.0,7.5,14.00,-,-,-,-,2024032618
Yelahanka 10MLD TTP,2024-03-20 13:45:00,7.32,24.80,0.00,-,36.60,5.8,5.6,7.34,14.96,0.23,-,-,2024032618
40MLD OLD Rajacanal STP,2024-03-20 13:45:00,7.59,25.80,1.20,2.16,26.30,8.3,10.8,6.57,3.80,0.60,-,-,2024032618
Hennur 1MLD TTP,2024-03-24 20:15:00,7.30,28.90,0.36,0.54,21.10,2.7,4.0,5.05,4.26,0.07,-,-,2024032618
4_MLD_Madiwala_STP,2024-03-26 18:00:00,7.48,28.70,1.14,3.30,40.30,17.45,10.51,10.07,-,-,-,-,2024032618
150MLD STP_K&C valley,2024-03-26 17:45:00,7.00,-,1.04,5.72,-,4.5,9.69,-,-,0.98,-,-,2024032618
20Mld KR Puram STP New,2024-03-26 17:45:00,7.30,-,4.12,4.26,41.26,6.38,6.79,8.82,-,-,18.56,17.62,2024032618
10 MLD STP HULIMAVU,2024-03-26 17:45:00,7.78,-,4.17,4.69,27.00,1.61,4.09,1.20,-,-,6.43,6.91,2024032618
2MLD Ulsoor STP,2024-03-26 16:15:00,6.83,28.90,0.56,2.80,14.70,2.06,2.35,2.94,2.10,-,-,-,2024032619
CHIKKABANAVARA 5 MLD,2024-03-23 14:15:00,7.4,31.60,0.0,1008.00,27.01,4.06,4.54,9.79,0.00,-,-,-,2024032619
KADUGODI 6 MLD STP,2024-03-26 18:45:00,7.76,27.50,0.3,7.80,39.96,7.55,14.55,6.84,1.77,-,-,-,2024032619
HORAMAVU 20 MLD,2024-03-26 18:45:00,7.51,27.00,3.42,1.30,40.91,7.02,14.21,2.40,13.68,-,-,-,2024032619
K AND C VALLEY 60 MLD,2024-03-26 18:52:00,6.53,23.00,0.79,2.70,54.66,14.1,7.45,14.76,6.56,-,-,-,2024032619
NAGASANDRA 20 MLD,2024-03-01 11:00:00,7.61,25.30,1.02,4.08,46.64,8.89,11.16,7.62,3.77,-,-,-,2024032619
RAJACANAL 40 MLD,2024-03-26 18:45:00,7.64,28.30,1.17,2.80,28.62,3.61,4.16,8.08,5.62,-,-,-,2024032619
YELLAMALAPACHETTY 15 MLD,2024-03-26 19:00:00,7.46,28.70,0.55,2.18,32.42,8.25,8.09,5.49,2.87,-,-,-,2024032619
BELLANDUR 90 MLD,2024-03-26 18:15:00,7.71,29.40,0.92,1.60,27.90,6.76,10.64,5.58,5.15,-,-,-,2024032619
DODDABELE 20 MLD,2024-03-26 18:45:00,6.87,28.40,0.35,1.20,47.03,7.0,19.28,10.20,4.12,-,-,-,2024032619
NAGASANDRA OLD 20 MLD,2024-03-26 18:45:00,7.25,26.00,1.62,2.43,44.58,8.87,10.2,6.20,4.05,-,-,-,2024032619
4MLD Cubbon Park TTP,2024-03-26 18:45:00,6.68,30.60,0.66,4.74,17.32,1.24,0.92,5.02,3.30,-,-,-,2024032619
