stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,total_phosphorus,outlet_flow,inlet_flow,updated_on
RAJACANAL 40 MLD,2024-03-21 17:45:00,7.62,28.50,1.17,2.80,28.48,3.62,4.01,8.12,5.62,-,-,-,2024032118
YELLAMALAPACHETTY 15 MLD,2024-03-14 17:45:00,7.53,28.97,0.55,2.20,36.50,6.07,7.84,4.78,3.83,-,-,-,2024032118
BELLANDUR 90 MLD,2024-03-21 17:45:00,7.75,29.00,0.93,1.50,27.71,6.66,9.5,5.54,5.21,-,-,-,2024032118
DODDABELE 20 MLD,2024-03-21 17:45:00,6.85,28.50,0.35,1.90,44.77,7.02,16.23,10.40,4.11,-,-,-,2024032118
NAGASANDRA OLD 20 MLD,2024-03-01 11:00:00,7.35,24.10,1.36,2.04,54.28,5.26,23.47,0.00,-,-,-,-,2024032118
4MLD Cubbon Park TTP,2024-03-21 17:45:00,6.83,30.60,0.65,4.74,17.34,1.24,0.92,5.03,3.25,-,-,-,2024032118
KADABEESANAHALLI 50 MLD,2024-03-17 12:15:00,7.22,26.00,0.83,3.73,44.74,8.28,10.17,8.29,3.31,-,-,-,2024032118
STP Sarakki 5 MLD,2024-03-21 17:30:00,7.81,29.30,1.0,2.00,20.71,7.8,7.44,4.14,-,-,-,-,2024032118
Mailasandra STP 75 MLD,2024-03-21 17:45:00,7.58,26.60,18.56,29.70,48.93,12.87,16.5,3.13,2.00,-,-,-,2024032118
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024032118
KR Puram STP 20 MLD,2024-03-21 17:45:00,7.01,27.00,2.34,4.68,65.94,14.68,52.84,9.23,-0.51,-,-,-,2024032118
1.5 MLD Lalbagh TTP,2024-03-21 17:45:00,7.17,36.10,0.37,1.85,18.59,1.5,1.02,24.68,16.72,-,-,-,2024032118
35MLD Agaram STP,2024-03-21 17:45:00,7.23,27.90,0.64,2.62,29.64,5.06,3.52,6.51,-,-,-,-,2024032118
Chikka_Bagur_5_MLD_STP,2024-03-21 18:00:00,7.78,27.20,0.36,0.70,44.00,7.4,7.9,14.80,-,-,-,-,2024032118
Yelahanka 10MLD TTP,2024-03-20 13:45:00,7.32,24.80,0.0,-,36.60,5.8,5.6,7.34,14.96,0.23,-,-,2024032118
40MLD OLD Rajacanal STP,2024-03-20 13:45:00,7.59,25.80,1.2,2.16,26.30,8.3,10.8,6.57,3.80,0.60,-,-,2024032118
Hennur 1MLD TTP,2024-03-21 18:00:00,7.05,28.60,0.11,0.16,20.80,2.7,4.0,5.04,4.87,0.02,-,-,2024032118
4_MLD_Madiwala_STP,2024-03-21 18:00:00,7.57,27.90,1.3,3.80,35.08,4.43,4.09,8.77,-,-,-,-,2024032118
150MLD STP_K&C valley,2024-03-21 17:45:00,6.97,-,1.04,5.72,-,4.47,9.69,-,-,0.98,-,-,2024032118
20Mld KR Puram STP New,2024-03-21 17:45:00,7.26,-,4.16,4.04,41.34,6.34,6.79,8.79,-,-,9.35,12.56,2024032118
10 MLD STP HULIMAVU,2024-03-21 17:45:00,8.05,-,4.08,3.50,14.58,0.87,2.65,1.20,-,-,7.05,7.00,2024032118
2MLD Ulsoor STP,2024-03-21 18:00:00,6.92,29.10,0.5,2.50,23.87,3.34,3.82,4.77,3.41,-,-,-,2024032119
CHIKKABANAVARA 5 MLD,2024-03-21 18:30:00,7.19,24.10,0.27,2.20,27.00,4.06,4.54,9.72,2.16,-,-,-,2024032119
KADUGODI 6 MLD STP,2024-03-21 18:45:00,7.73,27.70,0.3,7.35,51.34,8.17,84.11,7.33,1.77,-,-,-,2024032119
HORAMAVU 20 MLD,2024-03-21 18:45:00,7.76,30.60,0.98,3.40,37.51,7.07,11.31,2.83,3.92,-,-,-,2024032119
K AND C VALLEY 60 MLD,2024-03-21 18:53:30,6.74,29.30,0.65,3.00,50.13,12.23,7.99,14.02,5.39,-,-,-,2024032119
NAGASANDRA 20 MLD,2024-03-01 11:00:00,7.61,25.30,1.02,4.08,46.64,8.89,11.16,7.62,3.77,-,-,-,2024032119
RAJACANAL 40 MLD,2024-03-21 18:45:00,7.63,28.40,1.15,2.80,28.50,3.62,4.02,8.12,5.52,-,-,-,2024032119
YELLAMALAPACHETTY 15 MLD,2024-03-14 17:45:00,7.53,28.97,0.55,2.20,36.50,6.07,7.84,4.78,3.83,-,-,-,2024032119
BELLANDUR 90 MLD,2024-03-21 18:45:00,7.75,28.80,0.92,1.50,27.74,6.61,9.76,5.55,5.15,-,-,-,2024032119
DODDABELE 20 MLD,2024-03-21 18:45:00,6.85,28.40,0.34,1.80,45.06,7.0,16.58,10.29,4.11,-,-,-,2024032119
NAGASANDRA OLD 20 MLD,2024-03-01 11:00:00,7.35,24.10,1.36,2.04,54.28,5.26,23.47,0.00,-,-,-,-,2024032119
4MLD Cubbon Park TTP,2024-03-21 18:45:00,6.84,30.50,0.64,4.75,17.34,1.25,0.92,5.03,3.20,-,-,-,2024032119
KADABEESANAHALLI 50 MLD,2024-03-17 12:15:00,7.22,26.00,0.83,3.73,44.74,8.28,10.17,8.29,3.31,-,-,-,2024032119
STP Sarakki 5 MLD,2024-03-21 18:45:00,7.79,29.20,0.98,1.96,20.80,7.96,7.65,4.16,-,-,-,-,2024032119
Mailasandra STP 75 MLD,2024-03-21 18:45:00,7.56,26.50,17.47,27.95,48.88,12.73,16.52,3.04,0.80,-,-,-,2024032119
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024032119
KR Puram STP 20 MLD,2024-03-21 18:45:00,7.0,26.90,2.41,4.82,65.68,14.85,50.85,9.20,-0.69,-,-,-,2024032119
1.5 MLD Lalbagh TTP,2024-03-21 18:45:00,7.19,34.40,0.46,2.25,18.60,1.5,1.02,25.57,18.19,-,-,-,2024032119
35MLD Agaram STP,2024-03-21 18:45:00,7.14,27.90,0.63,2.58,29.27,5.0,3.46,6.43,-,-,-,-,2024032119
Chikka_Bagur_5_MLD_STP,2024-03-21 18:45:00,7.78,27.20,0.29,0.60,44.00,7.3,8.0,14.60,-,-,-,-,2024032119
Yelahanka 10MLD TTP,2024-03-20 13:45:00,7.32,24.80,0.0,-,36.60,5.8,5.6,7.34,14.96,0.23,-,-,2024032119
40MLD OLD Rajacanal STP,2024-03-20 13:45:00,7.59,25.80,1.2,2.16,26.30,8.3,10.8,6.57,3.80,0.60,-,-,2024032119
Hennur 1MLD TTP,2024-03-21 19:00:00,7.06,28.60,0.11,0.16,21.00,2.7,4.0,5.05,4.79,0.02,-,-,2024032119
4_MLD_Madiwala_STP,2024-03-21 19:00:00,7.61,27.90,1.29,3.70,35.10,4.33,4.12,8.77,-,-,-,-,2024032119
150MLD STP_K&C valley,2024-03-21 18:45:00,7.09,-,1.04,5.73,-,4.5,9.69,-,-,0.98,-,-,2024032119
20Mld KR Puram STP New,2024-03-21 18:45:00,7.23,-,4.12,4.34,40.97,6.28,6.78,8.82,-,-,18.71,17.50,2024032119
10 MLD STP HULIMAVU,2024-03-21 18:45:00,8.05,-,4.08,3.50,14.58,0.87,2.65,1.20,-,-,7.05,7.22,2024032119
2MLD Ulsoor STP,2024-03-21 18:00:00,6.92,29.10,0.5,2.50,23.87,3.34,3.82,4.77,3.41,-,-,-,2024032120
CHIKKABANAVARA 5 MLD,2024-03-21 19:30:00,7.38,23.80,0.1,3.00,27.02,4.04,4.55,9.45,0.80,-,-,-,2024032120
KADUGODI 6 MLD STP,2024-03-21 19:45:00,7.71,28.20,0.3,7.36,46.75,7.43,64.52,6.88,1.77,-,-,-,2024032120
HORAMAVU 20 MLD,2024-03-21 19:45:00,7.66,30.60,0.98,3.40,37.39,7.07,11.24,2.94,3.92,-,-,-,2024032120
K AND C VALLEY 60 MLD,2024-03-21 19:53:30,6.78,29.20,0.65,2.90,50.08,12.22,7.93,14.31,5.39,-,-,-,2024032120
NAGASANDRA 20 MLD,2024-03-01 11:00:00,7.61,25.30,1.02,4.08,46.64,8.89,11.16,7.62,3.77,-,-,-,2024032120
RAJACANAL 40 MLD,2024-03-21 19:45:00,7.63,28.40,1.15,2.80,28.50,3.62,4.01,8.13,5.52,-,-,-,2024032120
YELLAMALAPACHETTY 15 MLD,2024-03-14 17:45:00,7.53,28.97,0.55,2.20,36.50,6.07,7.84,4.78,3.83,-,-,-,2024032120
BELLANDUR 90 MLD,2024-03-21 19:45:00,7.76,28.70,0.91,1.50,27.74,6.64,9.71,5.55,5.10,-,-,-,2024032120
DODDABELE 20 MLD,2024-03-21 19:45:00,6.83,28.50,0.34,1.70,45.12,6.96,16.56,10.16,4.10,-,-,-,2024032120
NAGASANDRA OLD 20 MLD,2024-03-01 11:00:00,7.35,24.10,1.36,2.04,54.28,5.26,23.47,0.00,-,-,-,-,2024032120
4MLD Cubbon Park TTP,2024-03-21 19:45:00,6.84,30.50,0.65,4.75,17.34,1.25,0.92,5.03,3.25,-,-,-,2024032120
KADABEESANAHALLI 50 MLD,2024-03-17 12:15:00,7.22,26.00,0.83,3.73,44.74,8.28,10.17,8.29,3.31,-,-,-,2024032120
STP Sarakki 5 MLD,2024-03-21 19:45:00,7.76,29.30,0.97,1.94,20.77,7.9,7.63,4.15,-,-,-,-,2024032120
Mailasandra STP 75 MLD,2024-03-21 19:45:00,7.66,26.60,17.4,27.84,48.98,12.86,16.49,2.83,0.82,-,-,-,2024032120
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024032120
KR Puram STP 20 MLD,2024-03-21 19:45:00,7.0,26.80,2.47,4.94,66.26,14.45,52.74,9.28,-0.69,-,-,-,2024032120
1.5 MLD Lalbagh TTP,2024-03-21 19:45:00,7.2,32.90,0.47,2.35,18.62,1.5,1.03,28.96,19.34,-,-,-,2024032120
35MLD Agaram STP,2024-03-21 19:45:00,7.26,27.80,0.63,2.58,29.77,5.08,3.46,6.53,-,-,-,-,2024032120
Chikka_Bagur_5_MLD_STP,2024-03-21 18:45:00,7.78,27.20,0.29,0.60,44.00,7.3,8.0,14.60,-,-,-,-,2024032120
Yelahanka 10MLD TTP,2024-03-20 13:45:00,7.32,24.80,0.0,-,36.60,5.8,5.6,7.34,14.96,0.23,-,-,2024032120
40MLD OLD Rajacanal STP,2024-03-20 13:45:00,7.59,25.80,1.2,2.16,26.30,8.3,10.8,6.57,3.80,0.60,-,-,2024032120
Hennur 1MLD TTP,2024-03-21 20:00:00,7.06,28.60,0.12,0.18,21.00,2.7,4.0,5.05,4.42,0.02,-,-,2024032120
4_MLD_Madiwala_STP,2024-03-21 20:00:00,7.6,27.80,1.3,3.80,35.11,4.53,4.13,8.78,-,-,-,-,2024032120
150MLD STP_K&C valley,2024-03-21 19:45:00,6.96,-,1.04,5.72,-,4.47,9.69,-,-,0.98,-,-,2024032120
20Mld KR Puram STP New,2024-03-21 19:15:00,7.23,-,4.12,4.34,40.97,6.28,6.78,8.82,-,-,18.96,17.88,2024032120
10 MLD STP HULIMAVU,2024-03-21 19:45:00,8.05,-,4.08,3.50,14.58,0.87,2.65,1.20,-,-,7.05,7.38,2024032120
2MLD Ulsoor STP,2024-03-21 20:45:00,6.9,28.90,0.49,2.45,18.55,2.6,2.97,3.71,2.65,-,-,-,2024032121
CHIKKABANAVARA 5 MLD,2024-03-21 20:30:00,7.29,23.80,0.07,2.50,27.01,4.05,4.54,9.50,0.56,-,-,-,2024032121
KADUGODI 6 MLD STP,2024-03-21 20:45:00,7.85,27.60,0.3,7.48,61.12,7.68,161.5,6.73,1.77,-,-,-,2024032121
HORAMAVU 20 MLD,2024-03-21 20:45:00,7.7,30.70,1.0,3.30,37.56,7.08,11.34,2.86,4.00,-,-,-,2024032121
K AND C VALLEY 60 MLD,2024-03-21 20:53:30,6.78,29.20,0.65,3.00,49.92,12.16,7.65,13.97,5.39,-,-,-,2024032121
NAGASANDRA 20 MLD,2024-03-01 11:00:00,7.61,25.30,1.02,4.08,46.64,8.89,11.16,7.62,3.77,-,-,-,2024032121
RAJACANAL 40 MLD,2024-03-21 20:45:00,7.63,28.40,1.15,2.80,28.50,3.62,4.01,8.11,5.52,-,-,-,2024032121
YELLAMALAPACHETTY 15 MLD,2024-03-14 17:45:00,7.53,28.97,0.55,2.20,36.50,6.07,7.84,4.78,3.83,-,-,-,2024032121
BELLANDUR 90 MLD,2024-03-21 20:45:00,7.76,28.60,0.91,1.50,27.74,6.63,9.68,5.55,5.10,-,-,-,2024032121
DODDABELE 20 MLD,2024-03-21 20:45:00,6.83,28.40,0.34,1.70,45.08,6.96,16.49,10.19,4.10,-,-,-,2024032121
NAGASANDRA OLD 20 MLD,2024-03-01 11:00:00,7.35,24.10,1.36,2.04,54.28,5.26,23.47,0.00,-,-,-,-,2024032121
4MLD Cubbon Park TTP,2024-03-21 20:45:00,6.83,30.60,0.65,4.75,17.34,1.25,0.92,5.03,3.25,-,-,-,2024032121
KADABEESANAHALLI 50 MLD,2024-03-17 12:15:00,7.22,26.00,0.83,3.73,44.74,8.28,10.17,8.29,3.31,-,-,-,2024032121
STP Sarakki 5 MLD,2024-03-21 20:45:00,7.81,29.20,0.98,1.96,20.83,8.0,7.72,4.17,-,-,-,-,2024032121
Mailasandra STP 75 MLD,2024-03-21 20:45:00,7.66,26.60,17.35,27.76,49.08,13.0,16.49,2.88,2.77,-,-,-,2024032121
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024032121
KR Puram STP 20 MLD,2024-03-21 20:30:00,6.99,26.70,2.58,5.16,70.82,13.88,72.42,9.91,-0.69,-,-,-,2024032121
1.5 MLD Lalbagh TTP,2024-03-21 20:45:00,7.22,31.60,0.46,2.33,18.62,1.5,1.03,30.57,20.64,-,-,-,2024032121
35MLD Agaram STP,2024-03-21 20:45:00,7.26,27.70,0.63,2.58,29.77,5.08,3.46,6.53,-,-,-,-,2024032121
Chikka_Bagur_5_MLD_STP,2024-03-21 18:45:00,7.78,27.20,0.29,0.60,44.00,7.3,8.0,14.60,-,-,-,-,2024032121
Yelahanka 10MLD TTP,2024-03-20 13:45:00,7.32,24.80,0.0,-,36.60,5.8,5.6,7.34,14.96,0.23,-,-,2024032121
40MLD OLD Rajacanal STP,2024-03-20 13:45:00,7.59,25.80,1.2,2.16,26.30,8.3,10.8,6.57,3.80,0.60,-,-,2024032121
Hennur 1MLD TTP,2024-03-21 21:00:00,7.06,28.60,0.13,0.19,21.10,2.7,4.0,5.05,4.39,0.03,-,-,2024032121
4_MLD_Madiwala_STP,2024-03-21 21:00:00,7.59,27.70,1.32,3.80,35.09,4.58,4.11,8.77,-,-,-,-,2024032121
150MLD STP_K&C valley,2024-03-21 20:45:00,6.97,-,1.04,5.73,-,4.47,9.69,-,-,0.98,-,-,2024032121
20Mld KR Puram STP New,2024-03-21 19:15:00,7.23,-,4.12,4.34,40.97,6.28,6.78,8.82,-,-,18.96,17.88,2024032121
10 MLD STP HULIMAVU,2024-03-21 20:45:00,8.05,-,4.08,3.50,14.58,0.87,2.65,1.20,-,-,7.05,7.53,2024032121
2MLD Ulsoor STP,2024-03-21 20:45:00,6.9,28.90,0.49,2.45,18.55,2.60,2.97,3.71,2.65,-,-,-,2024032122
CHIKKABANAVARA 5 MLD,2024-03-21 21:30:00,7.32,23.60,0.06,3.00,27.02,4.05,4.55,9.57,0.48,-,-,-,2024032122
KADUGODI 6 MLD STP,2024-03-21 21:45:00,7.75,27.60,0.3,7.26,56.19,7.40,129.30,6.76,1.77,-,-,-,2024032122
HORAMAVU 20 MLD,2024-03-21 21:45:00,7.74,30.40,1.0,3.40,37.65,7.08,11.43,2.91,4.00,-,-,-,2024032122
K AND C VALLEY 60 MLD,2024-03-21 21:56:30,6.79,29.10,0.65,3.00,49.94,12.19,7.61,14.16,5.39,-,-,-,2024032122
NAGASANDRA 20 MLD,2024-03-01 11:00:00,7.61,25.30,1.02,4.08,46.64,8.89,11.16,7.62,3.77,-,-,-,2024032122
RAJACANAL 40 MLD,2024-03-21 21:45:00,7.63,28.30,1.15,2.80,28.50,3.62,4.01,8.11,5.52,-,-,-,2024032122
YELLAMALAPACHETTY 15 MLD,2024-03-14 17:45:00,7.53,28.97,0.55,2.20,36.50,6.07,7.84,4.78,3.83,-,-,-,2024032122
BELLANDUR 90 MLD,2024-03-21 21:45:00,7.76,28.40,0.91,1.50,27.79,6.62,10.05,5.56,5.10,-,-,-,2024032122
DODDABELE 20 MLD,2024-03-21 21:45:00,6.87,28.20,0.35,1.70,-,-,-,-,4.12,-,-,-,2024032122
NAGASANDRA OLD 20 MLD,2024-03-01 11:00:00,7.35,24.10,1.36,2.04,54.28,5.26,23.47,0.00,-,-,-,-,2024032122
4MLD Cubbon Park TTP,2024-03-21 21:45:00,7.0,30.60,0.69,4.81,17.36,1.31,0.92,5.04,3.45,-,-,-,2024032122
KADABEESANAHALLI 50 MLD,2024-03-17 12:15:00,7.22,26.00,0.83,3.73,44.74,8.28,10.17,8.29,3.31,-,-,-,2024032122
STP Sarakki 5 MLD,2024-03-21 21:45:00,7.76,29.10,0.95,1.90,20.78,7.93,7.67,4.16,-,-,-,-,2024032122
Mailasandra STP 75 MLD,2024-03-21 21:45:00,7.65,26.60,16.3,26.08,49.09,13.01,16.54,3.46,2.89,-,-,-,2024032122
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024032122
KR Puram STP 20 MLD,2024-03-21 21:30:00,6.99,26.70,2.67,5.34,67.19,14.70,57.89,9.41,-0.69,-,-,-,2024032122
1.5 MLD Lalbagh TTP,2024-03-21 21:45:00,7.24,30.30,0.46,2.30,18.62,1.51,1.04,31.35,21.18,-,-,-,2024032122
35MLD Agaram STP,2024-03-21 21:45:00,7.24,27.70,0.63,2.58,29.68,5.07,3.46,6.52,-,-,-,-,2024032122
Chikka_Bagur_5_MLD_STP,2024-03-21 18:45:00,7.78,27.20,0.29,0.60,44.00,7.30,8.00,14.60,-,-,-,-,2024032122
Yelahanka 10MLD TTP,2024-03-20 13:45:00,7.32,24.80,0.0,-,36.60,5.80,5.60,7.34,14.96,0.23,-,-,2024032122
40MLD OLD Rajacanal STP,2024-03-20 13:45:00,7.59,25.80,1.2,2.16,26.30,8.30,10.80,6.57,3.80,0.60,-,-,2024032122
Hennur 1MLD TTP,2024-03-21 21:45:00,7.07,28.60,0.13,0.19,21.00,2.70,4.00,5.05,4.35,0.03,-,-,2024032122
4_MLD_Madiwala_STP,2024-03-21 22:00:00,7.58,27.70,1.31,3.80,35.09,4.53,4.11,8.77,-,-,-,-,2024032122
150MLD STP_K&C valley,2024-03-21 21:45:00,7.25,-,1.04,5.72,-,4.50,9.69,-,-,0.98,-,-,2024032122
20Mld KR Puram STP New,2024-03-21 19:15:00,7.23,-,4.12,4.34,40.97,6.28,6.78,8.82,-,-,18.96,17.88,2024032122
10 MLD STP HULIMAVU,2024-03-21 21:45:00,8.05,-,4.08,3.50,14.58,0.87,2.65,1.20,-,-,7.05,7.56,2024032122
2MLD Ulsoor STP,2024-03-21 20:45:00,6.9,28.90,0.49,2.45,18.55,2.6,2.97,3.71,2.65,-,-,-,2024032123
CHIKKABANAVARA 5 MLD,2024-03-21 22:30:00,7.39,22.70,0.08,4.30,27.02,4.05,4.55,9.53,0.64,-,-,-,2024032123
KADUGODI 6 MLD STP,2024-03-21 22:45:00,7.73,28.30,0.3,7.36,51.27,7.73,92.11,7.06,1.77,-,-,-,2024032123
HORAMAVU 20 MLD,2024-03-21 22:45:00,7.76,30.40,0.97,3.50,37.81,7.07,11.84,2.82,3.88,-,-,-,2024032123
K AND C VALLEY 60 MLD,2024-03-21 22:53:30,6.8,29.00,0.64,3.00,49.97,12.18,7.68,14.08,5.31,-,-,-,2024032123
NAGASANDRA 20 MLD,2024-03-01 11:00:00,7.61,25.30,1.02,4.08,46.64,8.89,11.16,7.62,3.77,-,-,-,2024032123
RAJACANAL 40 MLD,2024-03-21 22:45:00,7.64,28.30,1.15,2.80,28.51,3.62,4.01,8.11,5.52,-,-,-,2024032123
YELLAMALAPACHETTY 15 MLD,2024-03-14 17:45:00,7.53,28.97,0.55,2.20,36.50,6.07,7.84,4.78,3.83,-,-,-,2024032123
BELLANDUR 90 MLD,2024-03-21 22:45:00,7.76,28.30,0.9,1.50,27.79,6.66,10.02,5.56,5.04,-,-,-,2024032123
DODDABELE 20 MLD,2024-03-21 22:45:00,6.89,28.30,0.35,1.70,44.62,7.12,15.16,10.35,4.13,-,-,-,2024032123
NAGASANDRA OLD 20 MLD,2024-03-01 11:00:00,7.35,24.10,1.36,2.04,54.28,5.26,23.47,0.00,-,-,-,-,2024032123
4MLD Cubbon Park TTP,2024-03-21 22:45:00,6.81,30.60,0.65,4.75,17.34,1.25,0.92,5.03,3.25,-,-,-,2024032123
KADABEESANAHALLI 50 MLD,2024-03-17 12:15:00,7.22,26.00,0.83,3.73,44.74,8.28,10.17,8.29,3.31,-,-,-,2024032123
STP Sarakki 5 MLD,2024-03-21 22:45:00,7.76,29.10,0.95,1.90,20.78,7.93,7.67,4.16,-,-,-,-,2024032123
Mailasandra STP 75 MLD,2024-03-21 22:45:00,7.62,26.60,14.6,23.36,49.10,13.04,16.55,3.52,2.88,-,-,-,2024032123
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024032123
KR Puram STP 20 MLD,2024-03-21 22:45:00,7.0,26.60,2.6,5.20,66.74,14.98,55.61,9.34,-0.69,-,-,-,2024032123
1.5 MLD Lalbagh TTP,2024-03-21 22:30:00,7.25,29.30,0.45,2.25,18.63,1.51,1.04,32.02,21.63,-,-,-,2024032123
35MLD Agaram STP,2024-03-21 22:45:00,7.23,27.60,0.62,2.54,29.64,5.06,3.41,6.51,-,-,-,-,2024032123
Chikka_Bagur_5_MLD_STP,2024-03-21 18:45:00,7.78,27.20,0.29,0.60,44.00,7.3,8.0,14.60,-,-,-,-,2024032123
Yelahanka 10MLD TTP,2024-03-20 13:45:00,7.32,24.80,0.0,-,36.60,5.8,5.6,7.34,14.96,0.23,-,-,2024032123
40MLD OLD Rajacanal STP,2024-03-20 13:45:00,7.59,25.80,1.2,2.16,26.30,8.3,10.8,6.57,3.80,0.60,-,-,2024032123
Hennur 1MLD TTP,2024-03-21 21:45:00,7.07,28.60,0.13,0.19,21.00,2.7,4.0,5.05,4.35,0.03,-,-,2024032123
4_MLD_Madiwala_STP,2024-03-21 23:00:00,7.58,27.60,1.32,3.80,35.13,4.43,4.16,8.78,-,-,-,-,2024032123
150MLD STP_K&C valley,2024-03-21 22:45:00,7.24,-,1.03,5.72,-,4.5,9.69,-,-,0.98,-,-,2024032123
20Mld KR Puram STP New,2024-03-21 19:15:00,7.23,-,4.12,4.34,40.97,6.28,6.78,8.82,-,-,18.96,17.88,2024032123
10 MLD STP HULIMAVU,2024-03-21 22:45:00,8.05,-,4.08,3.50,14.58,0.87,2.65,1.20,-,-,10.04,10.19,2024032123
2MLD Ulsoor STP,2024-03-21 23:30:00,6.87,28.70,0.5,2.50,13.79,1.93,2.21,2.76,1.97,-,-,-,2024032200
CHIKKABANAVARA 5 MLD,2024-03-21 23:30:00,7.42,22.20,0.09,4.70,27.02,4.06,4.55,9.57,0.72,-,-,-,2024032200
KADUGODI 6 MLD STP,2024-03-21 23:45:00,7.85,27.50,0.3,7.35,52.22,7.75,98.92,7.10,1.77,-,-,-,2024032200
HORAMAVU 20 MLD,2024-03-21 23:45:00,7.7,30.40,0.98,3.40,37.63,7.08,11.43,2.90,3.92,-,-,-,2024032200
K AND C VALLEY 60 MLD,2024-03-21 23:56:30,6.79,29.00,0.64,3.00,50.30,12.22,8.14,14.29,5.31,-,-,-,2024032200
NAGASANDRA 20 MLD,2024-03-01 11:00:00,7.61,25.30,1.02,4.08,46.64,8.89,11.16,7.62,3.77,-,-,-,2024032200
RAJACANAL 40 MLD,2024-03-21 23:45:00,7.72,27.80,1.04,3.10,28.51,3.62,4.02,8.13,4.99,-,-,-,2024032200
YELLAMALAPACHETTY 15 MLD,2024-03-14 17:45:00,7.53,28.97,0.55,2.20,36.50,6.07,7.84,4.78,3.83,-,-,-,2024032200
BELLANDUR 90 MLD,2024-03-21 23:45:00,7.76,28.30,0.9,1.60,27.82,6.62,10.34,5.56,5.04,-,-,-,2024032200
DODDABELE 20 MLD,2024-03-21 23:45:00,6.89,28.20,0.34,1.70,44.73,7.09,15.39,10.36,4.13,-,-,-,2024032200
NAGASANDRA OLD 20 MLD,2024-03-01 11:00:00,7.35,24.10,1.36,2.04,54.28,5.26,23.47,0.00,-,-,-,-,2024032200
4MLD Cubbon Park TTP,2024-03-21 23:45:00,6.82,30.70,0.66,4.74,17.34,1.24,0.92,5.03,3.30,-,-,-,2024032200
KADABEESANAHALLI 50 MLD,2024-03-17 12:15:00,7.22,26.00,0.83,3.73,44.74,8.28,10.17,8.29,3.31,-,-,-,2024032200
STP Sarakki 5 MLD,2024-03-21 23:45:00,7.77,29.10,0.95,1.90,20.74,7.87,7.57,4.15,-,-,-,-,2024032200
Mailasandra STP 75 MLD,2024-03-21 23:45:00,7.53,24.70,16.4,26.24,49.04,12.96,16.56,3.46,2.90,-,-,-,2024032200
60 MLD V.Valley TTP,2023-12-05 15:45:00,6.87,23.10,0.86,2.06,20.00,1.75,3.18,4.55,1.53,-,-,-,2024032200
KR Puram STP 20 MLD,2024-03-21 23:45:00,6.99,26.60,2.66,5.32,66.47,14.79,54.13,9.31,-0.69,-,-,-,2024032200
1.5 MLD Lalbagh TTP,2024-03-21 23:45:00,7.27,27.90,0.43,2.20,18.63,1.51,1.04,33.36,22.62,-,-,-,2024032200
35MLD Agaram STP,2024-03-21 23:45:00,7.2,27.70,0.61,2.50,29.52,5.04,3.36,6.48,-,-,-,-,2024032200
Chikka_Bagur_5_MLD_STP,2024-03-21 18:45:00,7.78,27.20,0.29,0.60,44.00,7.3,8.0,14.60,-,-,-,-,2024032200
Yelahanka 10MLD TTP,2024-03-20 13:45:00,7.32,24.80,0.0,-,36.60,5.8,5.6,7.34,14.96,0.23,-,-,2024032200
40MLD OLD Rajacanal STP,2024-03-20 13:45:00,7.59,25.80,1.2,2.16,26.30,8.3,10.8,6.57,3.80,0.60,-,-,2024032200
Hennur 1MLD TTP,2024-03-21 21:45:00,7.07,28.60,0.13,0.19,21.00,2.7,4.0,5.05,4.35,0.03,-,-,2024032200
4_MLD_Madiwala_STP,2024-03-22 00:00:00,7.58,27.50,1.31,3.80,35.09,4.58,4.11,8.77,-,-,-,-,2024032200
150MLD STP_K&C valley,2024-03-21 23:45:00,7.1,-,1.03,5.72,-,4.5,9.69,-,-,0.99,-,-,2024032200
20Mld KR Puram STP New,2024-03-21 23:45:00,0.0,-,0.0,0.00,0.00,0.0,0.0,0.00,-,-,3.35,3.78,2024032200
10 MLD STP HULIMAVU,2024-03-21 23:45:00,8.05,-,4.08,3.50,14.58,0.87,2.65,1.20,-,-,10.04,10.19,2024032200
2MLD Ulsoor STP,2024-03-21 23:30:00,6.87,28.70,0.5,2.50,13.79,1.93,2.21,2.76,1.97,-,-,-,2024032201
CHIKKABANAVARA 5 MLD,2024-03-22 00:30:00,7.44,21.70,0.08,5.20,27.00,4.07,4.54,9.69,0.64,-,-,-,2024032201
KADUGODI 6 MLD STP,2024-03-22 00:45:00,7.77,27.70,0.3,7.49,51.99,7.86,96.61,7.12,1.77,-,-,-,2024032201
