stp_name,timestamp,ph,temperature,ammonical_nitrogen,total_nitrogen,cod,bod,tss,color,dissolved_oxygen,updated_on
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2022100101
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.00,-,-,2022100101
KADABEESANAHALLI 50 MLD,2022-09-28 15:30:00,7.84,25.10,0.73,3.65,70.85,10.65,27.37,9.31,5.49,2022100101
STP Sarakki 5 MLD,2022-10-01 01:00:00,6.62,27.50,-,-,18.80,4.96,6.13,3.76,-,2022100101
Kempambudhi STP 1 MLD,2022-10-01 01:00:00,7.18,23.10,0.54,5.45,25.70,3.92,6.03,5.71,2.44,2022100101
Mailasandra STP 75 MLD,2022-10-01 00:45:00,7.8,23.20,1.19,0.43,45.84,-,-,0.00,0.36,2022100101
60 MLD V.Valley TTP,2022-09-30 20:15:00,7.65,25.80,3.92,12.54,-,-,5.61,-,4.59,2022100101
KR Puram STP 20 MLD,2022-10-01 01:00:00,7.24,24.70,0.64,1.28,46.92,6.57,23.45,9.53,1.88,2022100101
1.5 MLD Lalbagh TTP,2022-10-01 01:00:00,7.48,21.60,0.55,2.80,17.60,1.41,0.90,4.85,6.95,2022100101
35MLD Agaram STP,2022-10-01 01:00:00,7.16,27.70,1.01,4.14,40.40,1.40,26.80,1.26,-,2022100101
Chikka_Bagur_5_MLD_STP,2022-10-01 01:04:00,7.64,27.10,-,-,43.70,5.20,11.90,10.40,-,2022100101
2MLD Ulsoor STP,2022-10-01 02:00:00,7.35,26.30,0.38,1.71,30.70,2.10,4.1,6.14,3.26,2022100102
CHIKKABANAVARA 5 MLD,2022-10-01 02:00:00,7.25,26.30,0.63,3.90,38.58,7.89,10.51,14.73,3.56,2022100102
KADUGODI 6 MLD STP,2022-10-01 02:00:00,7.74,25.20,0.70,2.26,52.69,18.97,9.56,17.66,4.87,2022100102
HORAMAVU 20 MLD,2022-10-01 01:45:00,7.47,26.80,0.62,5.90,27.87,6.62,7.93,8.51,3.10,2022100102
K AND C VALLEY 60 MLD,2022-09-26 17:15:00,7.3,27.20,0.42,3.50,53.92,0.00,17.51,6.91,-,2022100102
NAGASANDRA 20 MLD,2022-10-01 02:00:00,7.06,27.10,0.50,5.20,44.49,4.54,9.91,9.12,4.08,2022100102
RAJACANAL 40 MLD,2022-10-01 01:45:00,7.06,26.30,0.96,3.30,29.65,3.76,5.31,8.36,4.59,2022100102
YELLAMALAPACHETTY 15 MLD,2022-10-01 02:00:00,7.21,26.10,0.23,1.10,33.78,5.41,5.79,5.01,-,2022100102
BELLANDUR 90 MLD,2022-10-01 02:00:00,7.52,26.20,0.42,0.50,26.88,3.78,9.42,8.04,-,2022100102
DODDABELE 20 MLD,2022-10-01 01:45:00,7.19,26.20,0.15,2.40,38.99,6.93,7.38,12.40,6.05,2022100102
MALLATHALLI 5 MLD,2022-09-30 22:50:00,7.43,27.10,1.34,3.35,19.21,2.02,13.14,10.08,4.02,2022100102
NAGASANDRA OLD 20 MLD,2022-10-01 01:45:00,7.04,20.80,1.69,2.54,58.49,7.34,46.15,5.57,25.58,2022100102
4MLD Cubbon Park TTP,2022-10-01 02:00:00,7.04,27.10,0.91,4.67,17.31,1.17,0.92,5.02,3.64,2022100102
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.0,-,-,2022100102
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.0,-,-,2022100102
KADABEESANAHALLI 50 MLD,2022-09-28 15:30:00,7.84,25.10,0.73,3.65,70.85,10.65,27.37,9.31,5.49,2022100102
STP Sarakki 5 MLD,2022-10-01 02:00:00,6.61,27.50,-,-,18.79,4.94,6.1,3.76,-,2022100102
Kempambudhi STP 1 MLD,2022-10-01 02:00:00,7.18,23.10,0.54,5.45,25.67,3.92,6.01,5.62,2.38,2022100102
Mailasandra STP 75 MLD,2022-10-01 01:45:00,7.81,23.10,1.19,0.42,39.63,8.63,9.87,5.79,0.35,2022100102
60 MLD V.Valley TTP,2022-10-01 01:15:00,7.64,25.70,3.50,11.20,-,-,5.66,-,4.59,2022100102
KR Puram STP 20 MLD,2022-10-01 02:00:00,7.25,24.70,0.61,1.22,51.71,7.24,35.85,6.76,1.68,2022100102
1.5 MLD Lalbagh TTP,2022-10-01 02:00:00,7.48,21.40,0.54,2.73,17.60,1.41,0.9,4.87,6.96,2022100102
35MLD Agaram STP,2022-10-01 02:00:00,7.14,27.80,1.66,6.81,40.80,1.50,26.3,1.35,-,2022100102
Chikka_Bagur_5_MLD_STP,2022-10-01 02:04:00,7.72,27.10,-,-,44.30,5.50,12.2,11.00,-,2022100102
2MLD Ulsoor STP,2022-10-01 03:00:00,7.34,26.20,0.39,1.75,30.60,2.10,4.10,6.12,3.08,2022100103
CHIKKABANAVARA 5 MLD,2022-10-01 03:00:00,7.28,26.40,0.63,3.90,38.57,7.89,10.49,14.65,3.55,2022100103
KADUGODI 6 MLD STP,2022-10-01 03:00:00,7.73,25.30,0.70,2.27,52.34,18.50,9.43,17.71,5.38,2022100103
HORAMAVU 20 MLD,2022-10-01 02:45:00,7.38,26.80,0.67,5.70,27.88,6.62,8.04,8.48,3.35,2022100103
K AND C VALLEY 60 MLD,2022-09-26 17:15:00,7.30,27.20,0.42,3.50,53.92,0.00,17.51,6.91,-,2022100103
NAGASANDRA 20 MLD,2022-10-01 03:00:00,7.09,27.10,0.51,5.10,44.17,4.53,9.75,9.50,4.07,2022100103
RAJACANAL 40 MLD,2022-10-01 02:45:00,7.06,26.30,0.96,3.30,29.65,3.76,5.32,8.39,4.59,2022100103
YELLAMALAPACHETTY 15 MLD,2022-10-01 03:00:00,7.09,26.10,0.22,1.20,33.77,5.40,5.70,4.98,-,2022100103
BELLANDUR 90 MLD,2022-10-01 03:00:00,7.52,26.20,0.42,0.50,26.86,3.79,9.38,8.07,-,2022100103
DODDABELE 20 MLD,2022-10-01 02:45:00,7.13,26.20,0.15,2.40,39.19,6.94,8.08,12.37,6.84,2022100103
MALLATHALLI 5 MLD,2022-09-30 22:50:00,7.43,27.10,1.34,3.35,19.21,2.02,13.14,10.08,4.02,2022100103
NAGASANDRA OLD 20 MLD,2022-10-01 03:00:00,7.01,20.30,1.87,2.81,58.50,7.56,46.10,6.56,25.76,2022100103
4MLD Cubbon Park TTP,2022-10-01 03:00:00,7.06,27.10,0.91,4.67,17.31,1.17,0.92,5.02,3.64,2022100103
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.00,-,-,-,0.00,0.00,0.00,-,-,2022100103
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.00,-,-,-,0.00,0.00,0.00,-,-,2022100103
KADABEESANAHALLI 50 MLD,2022-09-28 15:30:00,7.84,25.10,0.73,3.65,70.85,10.65,27.37,9.31,5.49,2022100103
STP Sarakki 5 MLD,2022-10-01 03:00:00,6.62,27.40,-,-,18.78,4.94,6.09,3.76,-,2022100103
Kempambudhi STP 1 MLD,2022-10-01 02:00:00,7.18,23.10,0.54,5.45,25.67,3.92,6.01,5.62,2.38,2022100103
Mailasandra STP 75 MLD,2022-10-01 02:45:00,7.80,23.00,1.19,0.40,39.67,8.65,9.87,5.58,0.33,2022100103
60 MLD V.Valley TTP,2022-10-01 01:15:00,7.64,25.70,3.50,11.20,-,-,5.66,-,4.59,2022100103
KR Puram STP 20 MLD,2022-10-01 02:45:00,7.25,24.70,0.61,1.22,50.19,7.03,36.02,5.01,1.75,2022100103
1.5 MLD Lalbagh TTP,2022-10-01 03:00:00,7.48,21.40,0.55,2.75,17.60,1.41,0.90,4.86,6.96,2022100103
35MLD Agaram STP,2022-10-01 03:00:00,7.05,27.50,5.22,21.40,33.20,3.10,18.10,2.79,-,2022100103
Chikka_Bagur_5_MLD_STP,2022-10-01 03:04:00,-,27.10,-,-,44.00,5.70,-,11.40,-,2022100103
2MLD Ulsoor STP,2022-10-01 04:00:00,7.35,26.00,0.39,1.75,29.90,2.10,4.0,5.98,3.22,2022100104
CHIKKABANAVARA 5 MLD,2022-10-01 04:00:00,7.26,26.20,0.62,3.90,38.60,7.89,10.53,14.63,3.41,2022100104
KADUGODI 6 MLD STP,2022-10-01 04:00:00,7.68,25.20,0.70,2.25,52.56,19.06,9.5,17.83,5.48,2022100104
HORAMAVU 20 MLD,2022-10-01 03:45:00,7.45,26.70,0.59,5.90,27.94,6.67,8.4,8.61,2.95,2022100104
K AND C VALLEY 60 MLD,2022-09-26 17:15:00,7.3,27.20,0.42,3.50,53.92,0.00,17.51,6.91,-,2022100104
NAGASANDRA 20 MLD,2022-10-01 04:00:00,7.11,26.90,0.48,5.10,44.20,4.52,9.81,9.32,4.05,2022100104
RAJACANAL 40 MLD,2022-10-01 03:45:00,7.06,26.20,0.96,3.30,29.68,3.76,5.36,8.39,4.59,2022100104
YELLAMALAPACHETTY 15 MLD,2022-10-01 04:00:00,7.14,26.00,0.22,1.20,33.77,5.40,5.73,4.99,-,2022100104
BELLANDUR 90 MLD,2022-10-01 04:00:00,7.52,26.20,0.42,0.50,26.84,3.81,9.26,8.09,-,2022100104
DODDABELE 20 MLD,2022-10-01 03:45:00,7.15,26.20,0.15,2.40,39.25,7.02,8.37,12.59,6.92,2022100104
MALLATHALLI 5 MLD,2022-09-30 22:50:00,7.43,27.10,1.34,3.35,19.21,2.02,13.14,10.08,4.02,2022100104
NAGASANDRA OLD 20 MLD,2022-10-01 04:00:00,7.05,20.20,1.59,2.38,58.17,7.39,45.16,5.90,25.80,2022100104
4MLD Cubbon Park TTP,2022-10-01 04:00:00,7.04,27.00,0.90,4.67,17.31,1.17,0.92,5.02,3.60,2022100104
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.0,-,-,2022100104
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.0,-,-,2022100104
KADABEESANAHALLI 50 MLD,2022-09-28 15:30:00,7.84,25.10,0.73,3.65,70.85,10.65,27.37,9.31,5.49,2022100104
STP Sarakki 5 MLD,2022-10-01 04:00:00,6.61,27.40,-,-,18.80,4.97,6.17,3.76,-,2022100104
Kempambudhi STP 1 MLD,2022-10-01 02:00:00,7.18,23.10,0.54,5.45,25.67,3.92,6.01,5.62,2.38,2022100104
Mailasandra STP 75 MLD,2022-10-01 03:45:00,7.8,23.00,1.19,0.38,39.70,8.66,9.86,5.46,0.32,2022100104
60 MLD V.Valley TTP,2022-10-01 01:15:00,7.64,25.70,3.50,11.20,-,-,5.66,-,4.59,2022100104
KR Puram STP 20 MLD,2022-10-01 04:00:00,7.25,24.60,0.61,1.22,49.75,6.97,35.44,6.04,1.70,2022100104
1.5 MLD Lalbagh TTP,2022-10-01 04:00:00,7.48,21.20,0.54,2.73,17.60,1.41,0.9,4.89,6.99,2022100104
35MLD Agaram STP,2022-10-01 04:00:00,7.02,27.40,8.03,32.92,36.40,3.00,23.0,2.70,-,2022100104
Chikka_Bagur_5_MLD_STP,2022-10-01 04:04:00,7.52,27.00,-,-,-,5.50,11.8,11.00,-,2022100104
2MLD Ulsoor STP,2022-10-01 05:00:00,7.35,25.90,0.39,1.75,29.60,2.10,3.80,5.92,3.31,2022100105
CHIKKABANAVARA 5 MLD,2022-10-01 05:00:00,7.25,26.10,0.61,4.00,38.58,7.89,10.51,14.65,3.56,2022100105
KADUGODI 6 MLD STP,2022-10-01 05:00:00,7.67,25.30,0.70,2.25,52.01,18.63,9.22,17.62,5.05,2022100105
HORAMAVU 20 MLD,2022-10-01 04:45:00,7.45,26.60,0.59,5.90,27.84,6.56,7.93,8.46,2.95,2022100105
K AND C VALLEY 60 MLD,2022-09-26 17:15:00,7.30,27.20,0.42,3.50,53.92,0.00,17.51,6.91,-,2022100105
NAGASANDRA 20 MLD,2022-10-01 05:00:00,7.12,26.70,0.47,5.10,44.39,4.53,9.89,9.23,4.01,2022100105
RAJACANAL 40 MLD,2022-10-01 04:45:00,7.06,26.20,0.96,3.30,29.68,3.77,5.35,8.41,4.59,2022100105
YELLAMALAPACHETTY 15 MLD,2022-10-01 05:00:00,7.09,25.90,0.27,1.20,33.78,5.41,5.78,4.99,-,2022100105
BELLANDUR 90 MLD,2022-10-01 05:00:00,7.52,26.20,0.42,0.50,26.80,3.82,9.04,8.10,-,2022100105
DODDABELE 20 MLD,2022-10-01 04:45:00,7.22,26.20,0.14,2.40,39.20,6.95,8.02,12.41,5.32,2022100105
MALLATHALLI 5 MLD,2022-09-30 22:50:00,7.43,27.10,1.34,3.35,19.21,2.02,13.14,10.08,4.02,2022100105
NAGASANDRA OLD 20 MLD,2022-10-01 05:00:00,6.96,20.00,2.05,3.07,58.01,7.35,44.71,6.84,25.97,2022100105
4MLD Cubbon Park TTP,2022-10-01 05:00:00,7.05,26.80,0.89,4.67,17.30,1.17,0.91,5.02,3.56,2022100105
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.00,-,-,-,0.00,0.00,0.00,-,-,2022100105
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.00,-,-,-,0.00,0.00,0.00,-,-,2022100105
KADABEESANAHALLI 50 MLD,2022-09-28 15:30:00,7.84,25.10,0.73,3.65,70.85,10.65,27.37,9.31,5.49,2022100105
STP Sarakki 5 MLD,2022-10-01 05:00:00,6.61,27.40,-,-,18.81,4.98,6.21,3.76,-,2022100105
Kempambudhi STP 1 MLD,2022-10-01 02:00:00,7.18,23.10,0.54,5.45,25.67,3.92,6.01,5.62,2.38,2022100105
Mailasandra STP 75 MLD,2022-10-01 04:45:00,7.80,23.00,1.20,0.38,39.69,8.66,9.89,5.89,0.32,2022100105
60 MLD V.Valley TTP,2022-10-01 01:15:00,7.64,25.70,3.50,11.20,-,-,5.66,-,4.59,2022100105
KR Puram STP 20 MLD,2022-10-01 05:00:00,7.24,24.60,0.59,1.18,49.35,6.91,33.16,7.00,1.77,2022100105
1.5 MLD Lalbagh TTP,2022-10-01 05:00:00,7.48,20.90,0.54,2.70,17.60,1.41,0.90,4.91,7.04,2022100105
35MLD Agaram STP,2022-10-01 05:00:00,7.10,27.40,6.74,27.63,38.60,2.40,25.60,2.16,-,2022100105
Chikka_Bagur_5_MLD_STP,2022-10-01 05:04:00,-,26.90,-,-,-,-,-,-,-,2022100105
2MLD Ulsoor STP,2022-10-01 06:00:00,7.35,25.80,0.38,1.71,29.00,2.10,3.60,5.80,3.22,2022100106
CHIKKABANAVARA 5 MLD,2022-10-01 06:00:00,7.27,26.20,0.62,4.00,38.62,7.87,10.53,14.41,3.55,2022100106
KADUGODI 6 MLD STP,2022-10-01 06:00:00,7.65,25.20,0.70,2.25,52.52,17.68,9.54,17.66,4.85,2022100106
HORAMAVU 20 MLD,2022-10-01 05:45:00,7.5,26.70,0.60,6.00,27.87,6.57,8.06,8.39,3.00,2022100106
K AND C VALLEY 60 MLD,2022-09-26 17:15:00,7.3,27.20,0.42,3.50,53.92,0.00,17.51,6.91,-,2022100106
NAGASANDRA 20 MLD,2022-10-01 06:00:00,7.14,26.50,0.46,5.10,44.28,4.55,9.79,9.49,3.99,2022100106
RAJACANAL 40 MLD,2022-10-01 05:45:00,7.06,26.20,0.95,3.30,29.70,3.77,5.37,8.41,4.59,2022100106
YELLAMALAPACHETTY 15 MLD,2022-10-01 06:00:00,7.12,25.90,0.22,1.20,33.78,5.41,5.74,5.00,-,2022100106
BELLANDUR 90 MLD,2022-10-01 06:00:00,7.52,26.10,0.42,0.50,26.76,3.91,8.71,8.06,-,2022100106
DODDABELE 20 MLD,2022-10-01 05:45:00,7.23,26.10,0.14,2.40,39.34,6.97,8.38,12.38,5.81,2022100106
MALLATHALLI 5 MLD,2022-09-30 22:50:00,7.43,27.10,1.34,3.35,19.21,2.02,13.14,10.08,4.02,2022100106
NAGASANDRA OLD 20 MLD,2022-10-01 06:00:00,6.91,19.50,2.56,3.84,57.99,7.31,44.68,5.97,26.14,2022100106
4MLD Cubbon Park TTP,2022-10-01 06:00:00,7.03,26.80,0.88,4.67,17.30,1.17,0.91,5.02,3.52,2022100106
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2022100106
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.0,-,-,-,0.00,0.00,0.00,-,-,2022100106
KADABEESANAHALLI 50 MLD,2022-09-28 15:30:00,7.84,25.10,0.73,3.65,70.85,10.65,27.37,9.31,5.49,2022100106
STP Sarakki 5 MLD,2022-10-01 06:00:00,6.61,27.40,-,-,18.84,5.02,6.30,3.77,-,2022100106
Kempambudhi STP 1 MLD,2022-10-01 02:00:00,7.18,23.10,0.54,5.45,25.67,3.92,6.01,5.62,2.38,2022100106
Mailasandra STP 75 MLD,2022-10-01 05:45:00,7.79,23.00,1.19,0.37,39.84,8.72,9.89,5.90,0.31,2022100106
60 MLD V.Valley TTP,2022-10-01 01:15:00,7.64,25.70,3.50,11.20,-,-,5.66,-,4.59,2022100106
KR Puram STP 20 MLD,2022-10-01 06:00:00,7.21,24.60,0.60,1.20,51.08,7.15,38.62,6.22,1.69,2022100106
1.5 MLD Lalbagh TTP,2022-10-01 06:00:00,7.48,20.50,0.54,2.70,17.59,1.41,0.90,4.95,7.10,2022100106
35MLD Agaram STP,2022-10-01 06:00:00,7.13,27.50,2.54,10.41,47.20,1.70,35.60,1.53,-,2022100106
Chikka_Bagur_5_MLD_STP,2022-10-01 06:04:00,7.62,26.80,-,-,43.30,5.70,-,11.40,-,2022100106
2MLD Ulsoor STP,2022-10-01 07:00:00,7.34,26.50,0.45,2.02,29.30,2.10,3.70,5.86,3.81,2022100107
CHIKKABANAVARA 5 MLD,2022-10-01 07:00:00,7.24,26.20,0.61,4.00,38.57,7.88,10.50,14.66,3.35,2022100107
KADUGODI 6 MLD STP,2022-10-01 07:00:00,7.63,25.30,0.70,2.27,52.41,16.33,9.42,17.34,4.40,2022100107
HORAMAVU 20 MLD,2022-10-01 06:45:00,7.49,26.60,0.61,5.80,27.89,6.58,8.15,8.41,3.05,2022100107
K AND C VALLEY 60 MLD,2022-09-26 17:15:00,7.30,27.20,0.42,3.50,53.92,0.00,17.51,6.91,-,2022100107
NAGASANDRA 20 MLD,2022-10-01 07:00:00,7.14,26.30,0.45,5.20,44.34,4.54,9.78,9.20,3.96,2022100107
RAJACANAL 40 MLD,2022-10-01 06:45:00,7.06,26.20,0.95,3.30,29.68,3.76,5.34,8.38,4.59,2022100107
YELLAMALAPACHETTY 15 MLD,2022-10-01 07:00:00,7.11,25.80,0.23,1.10,33.79,5.42,5.74,5.01,-,2022100107
BELLANDUR 90 MLD,2022-10-01 07:00:00,7.51,26.10,0.42,0.50,26.53,4.00,7.18,8.09,-,2022100107
DODDABELE 20 MLD,2022-10-01 06:45:00,7.18,26.50,0.15,2.30,39.66,6.99,9.21,12.32,5.34,2022100107
MALLATHALLI 5 MLD,2022-09-30 22:50:00,7.43,27.10,1.34,3.35,19.21,2.02,13.14,10.08,4.02,2022100107
NAGASANDRA OLD 20 MLD,2022-10-01 06:45:00,6.86,25.20,1.64,2.46,57.90,7.20,44.49,5.01,7.75,2022100107
4MLD Cubbon Park TTP,2022-10-01 07:00:00,7.04,26.70,0.88,4.67,17.32,1.17,0.92,5.02,3.52,2022100107
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.00,-,-,-,0.00,0.00,0.00,-,-,2022100107
Challagatta Valley 218 MLD,2022-07-21 19:26:37,0.00,-,-,-,0.00,0.00,0.00,-,-,2022100107
KADABEESANAHALLI 50 MLD,2022-09-28 15:30:00,7.84,25.10,0.73,3.65,70.85,10.65,27.37,9.31,5.49,2022100107
STP Sarakki 5 MLD,2022-10-01 07:00:00,6.61,27.30,-,-,18.86,5.05,6.36,3.77,-,2022100107
Kempambudhi STP 1 MLD,2022-10-01 07:00:00,7.21,23.00,0.54,5.45,22.52,1.86,7.07,0.00,2.42,2022100107
Mailasandra STP 75 MLD,2022-10-01 06:45:00,7.79,22.70,1.21,0.52,39.67,8.64,9.87,6.02,0.43,2022100107
60 MLD V.Valley TTP,2022-10-01 06:15:00,7.64,25.50,3.43,10.98,-,-,-,-,4.60,2022100107
KR Puram STP 20 MLD,2022-10-01 06:45:00,7.19,24.60,0.60,1.20,50.36,7.05,36.97,6.30,1.71,2022100107
1.5 MLD Lalbagh TTP,2022-10-01 07:00:00,7.48,20.60,0.53,2.65,17.59,1.41,0.90,4.97,7.08,2022100107
35MLD Agaram STP,2022-10-01 07:00:00,7.15,27.30,5.94,24.35,38.40,2.70,25.50,2.43,-,2022100107
Chikka_Bagur_5_MLD_STP,2022-10-01 07:04:00,-,26.80,-,-,43.30,5.70,10.80,11.40,-,2022100107
2MLD Ulsoor STP,2022-10-01 08:00:00,7.28,27.00,0.48,2.16,30.40,2.10,4.00,6.08,3.93,2022100108
CHIKKABANAVARA 5 MLD,2022-10-01 08:00:00,7.24,26.10,0.60,4.00,38.59,7.88,10.52,14.61,3.66,2022100108
KADUGODI 6 MLD STP,2022-10-01 08:00:00,7.62,25.10,0.70,2.23,52.75,17.99,9.52,17.64,5.49,2022100108
HORAMAVU 20 MLD,2022-10-01 07:45:00,7.41,26.70,0.63,5.90,27.89,6.56,8.20,8.33,3.15,2022100108
K AND C VALLEY 60 MLD,2022-09-26 17:15:00,7.3,27.20,0.42,3.50,53.92,0.00,17.51,6.91,-,2022100108
NAGASANDRA 20 MLD,2022-10-01 08:00:00,7.11,26.90,0.46,5.10,44.44,4.56,9.88,9.14,3.99,2022100108
RAJACANAL 40 MLD,2022-10-01 07:45:00,7.05,26.10,0.95,3.30,29.69,3.77,5.35,8.40,4.59,2022100108
YELLAMALAPACHETTY 15 MLD,2022-10-01 08:00:00,7.15,25.80,0.22,1.20,33.79,5.42,5.69,5.00,-,2022100108
BELLANDUR 90 MLD,2022-10-01 08:00:00,7.5,26.10,0.42,0.50,26.95,3.76,9.73,8.05,-,2022100108
DODDABELE 20 MLD,2022-10-01 07:45:00,7.13,26.10,0.15,2.40,40.17,7.00,10.87,12.23,6.22,2022100108
MALLATHALLI 5 MLD,2022-09-30 22:50:00,7.43,27.10,1.34,3.35,19.21,2.02,13.14,10.08,4.02,2022100108
NAGASANDRA OLD 20 MLD,2022-10-01 08:00:00,6.76,25.10,1.64,2.46,54.57,7.00,33.95,8.23,13.25,2022100108
4MLD Cubbon Park TTP,2022-10-01 08:00:00,7.04,26.70,0.88,4.67,17.31,1.17,0.92,5.02,3.52,2022100108
Challagatta Valley 30 MLD,2022-05-20 13:24:51,0.0,-,-,-,0.00,0.00,0.00,-,-,2022100108
